,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2023/11/22,Wed,Fiji,10pk McNuggets (S/R),16.35,7.28,Chicken Mcvalue Meals,Regular
2,2023/11/22,Wed,Fiji,Big Mac (S/R) -Beef,14.55,6.48,Classic McValue Meals,Regular
3,2023/11/22,Wed,Fiji,Cheeseburger (S/R) - Beef,10.95,4.88,Classic McValue Meals,Regular
4,2023/11/22,Wed,Fiji,Filet-O-Fish (S/R),12.15,5.41,Classic McValue Meals,Regular
5,2023/11/22,Wed,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.21,Classic McValue Meals,Regular
6,2023/11/22,Wed,Fiji,Salad Burger (S/R),10.95,4.88,Classic McValue Meals,Regular
7,2023/11/22,Wed,Fiji,McChicken (S/R),14.35,6.39,Chicken Mcvalue Meals,Regular
8,2023/11/22,Wed,Fiji,2pc Hot And Spicy (S/R),14.15,6.30,Chicken Mcvalue Meals,Regular
9,2023/11/22,Wed,Fiji,3pc Hot And Spicy (S/R),19.10,8.51,Chicken Mcvalue Meals,Regular
10,2023/11/22,Wed,Fiji,5pc Hot And Spicy (S/R),27.70,12.34,Chicken Mcvalue Meals,Regular
11,2023/11/22,Wed,Fiji,6pk McNuggets (S/R),13.50,6.01,Chicken Mcvalue Meals,Regular
12,2023/11/22,Wed,Fiji,Cheeseburger Happy Meal (Beef),12.65,5.63,Happy Meals,Regular
13,2023/11/22,Wed,Fiji,Junior Burger Happy Meal (Beef),12.65,5.63,Happy Meals,Regular
14,2023/11/22,Wed,Fiji,4pk Chicken McNuggets Happy Meal,12.65,5.63,Happy Meals,Regular
15,2023/11/22,Wed,Fiji,Big Mac (Beef),10.15,4.52,Classic Favourites,Regular
16,2023/11/22,Wed,Fiji,Cheeseburger (Beef),6.55,2.92,Classic Favourites,Regular
17,2023/11/22,Wed,Fiji,Filet-O-Fish,7.65,3.41,Classic Favourites,Regular
18,2023/11/22,Wed,Fiji,Double Cheeseburger (Beef),10.25,4.57,Classic Favourites,Regular
19,2023/11/22,Wed,Fiji,Salad Burger,7.45,3.32,Classic Favourites,Regular
20,2023/11/22,Wed,Fiji,Vege McWrap,9.85,4.39,Classic Favourites,Regular
21,2023/11/22,Wed,Fiji,3pc Hot And Spicy Chicken,15.15,6.75,Chicken Favourites,Regular
22,2023/11/22,Wed,Fiji,5pc Hot And Spicy Chicken,24.25,10.80,Chicken Favourites,Regular
23,2023/11/22,Wed,Fiji,6pk McNuggets,7.95,3.54,Chicken Favourites,Regular
24,2023/11/22,Wed,Fiji,10pk McNuggets,11.95,5.32,Chicken Favourites,Regular
25,2023/11/22,Wed,Fiji,McChicken,9.75,4.34,Chicken Favourites,Regular
26,2023/11/22,Wed,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
27,2023/11/22,Wed,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
28,2023/11/22,Wed,Fiji,Fries (S/R),4.15,1.85,Sides And Condiments,Regular
29,2023/11/22,Wed,Fiji,McCafe Iced Lemon Tea,7.75,3.45,McCafe Drinks,Regular
30,2023/11/22,Wed,Fiji,McCafe Iced Mango Tea,7.75,3.45,McCafe Drinks,Regular
31,2023/11/22,Wed,Fiji,McCafe Iced Peach Tea,7.75,3.45,McCafe Drinks,Regular
32,2023/11/22,Wed,Fiji,Sweet Thai Chili Sauce,1.00,0.45,Promotions,Regular
33,2023/11/22,Wed,Fiji,Garlic Aioli Sauce,1.00,0.45,Promotions,Regular
34,2023/11/22,Wed,Fiji,Sweet Potato Fries w/ garlic aioli sauce,6.95,3.10,Promotions,Regular
35,2023/11/22,Wed,Fiji,Potato Pancakes x 2,2.65,1.18,Promotions,Regular
36,2023/11/22,Wed,Fiji,10pk No Chicken Nuggets,14.95,6.66,Promotions,Regular
37,2023/11/22,Wed,Fiji,10pk No Chicken Nuggets Meal,17.95,7.99,Promotions,Regular
38,2023/11/22,Wed,Fiji,6pk No Chicken Nuggets,9.95,4.43,Promotions,Regular
39,2023/11/22,Wed,Fiji,6pk No Chicken Nuggets Meal,13.95,6.21,Promotions,Regular
