,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2024/05/13,Mon,New Zealand,Bacon & Egg McMuffin®,9.30,5.60,Brekkie Meals,Breakfast
2,2024/05/13,Mon,New Zealand,Hotcakes with Whipped Butter & Syrup,9.20,5.54,Brekkie Meals,Breakfast
3,2024/05/13,Mon,New Zealand,Massive McMuffin®,11.30,6.80,Brekkie Meals,Breakfast
4,2024/05/13,Mon,New Zealand,Big Brekkie Burger,11.80,7.10,Brekkie Meals,Breakfast
5,2024/05/13,Mon,New Zealand,Sausage & Egg McMuffin®,9.30,5.60,Brekkie Meals,Breakfast
6,2024/05/13,Mon,New Zealand,NYC Benedict Bagel®,10.60,6.38,Brekkie Meals,Breakfast
7,2024/05/13,Mon,New Zealand,Chicken McMuffin®,7.90,4.76,Brekkie Meals,Breakfast
8,2024/05/13,Mon,New Zealand,BLT Bagel,10.20,6.14,Brekkie Meals,Breakfast
9,2024/05/13,Mon,New Zealand,Sausage McMuffin®,7.60,4.57,Brekkie Meals,Breakfast
10,2024/05/13,Mon,New Zealand,Chicken & Bacon McMuffin®,9.20,5.54,Brekkie Meals,Breakfast
11,2024/05/13,Mon,New Zealand,Cheeseburger,6.40,3.85,All Day Favourites,Breakfast
12,2024/05/13,Mon,New Zealand,McChicken®,10.40,6.26,All Day Favourites,Breakfast
13,2024/05/13,Mon,New Zealand,Big Mac®,10.30,6.20,All Day Favourites,Breakfast
14,2024/05/13,Mon,New Zealand,10pc Chicken McNuggets®,13.40,8.07,All Day Favourites,Breakfast
15,2024/05/13,Mon,New Zealand,Double Cheeseburger,8.40,5.06,All Day Favourites,Breakfast
16,2024/05/13,Mon,New Zealand,6pc Chicken McNuggets®,10.00,6.02,All Day Favourites,Breakfast
17,2024/05/13,Mon,New Zealand,Quarter Pounder®,10.30,6.20,All Day Favourites,Breakfast
18,2024/05/13,Mon,New Zealand,Double Quarter Pounder®,13.60,8.19,All Day Favourites,Breakfast
19,2024/05/13,Mon,New Zealand,Double Big Mac®,12.60,7.58,All Day Favourites,Breakfast
20,2024/05/13,Mon,New Zealand,20pc Chicken McNuggets®,21.40,12.88,All Day Favourites,Breakfast
21,2024/05/13,Mon,New Zealand,Big Mac Dinner for 2,34.00,20.47,To Share,Breakfast
22,2024/05/13,Mon,New Zealand,The Family Pack,42.00,25.28,To Share,Breakfast
