,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2024/05/16,Thu,New Zealand,Bacon & Egg McMuffin®,9.30,5.65,Brekkie Meals,Breakfast
2,2024/05/16,Thu,New Zealand,Hotcakes with Whipped Butter & Syrup,9.20,5.59,Brekkie Meals,Breakfast
3,2024/05/16,Thu,New Zealand,Massive McMuffin®,11.30,6.87,Brekkie Meals,Breakfast
4,2024/05/16,Thu,New Zealand,Big Brekkie Burger,11.80,7.17,Brekkie Meals,Breakfast
5,2024/05/16,Thu,New Zealand,Sausage & Egg McMuffin®,9.30,5.65,Brekkie Meals,Breakfast
6,2024/05/16,Thu,New Zealand,NYC Benedict Bagel®,10.60,6.44,Brekkie Meals,Breakfast
7,2024/05/16,Thu,New Zealand,Chicken McMuffin®,7.90,4.80,Brekkie Meals,Breakfast
8,2024/05/16,Thu,New Zealand,BLT Bagel,10.20,6.20,Brekkie Meals,Breakfast
9,2024/05/16,Thu,New Zealand,Sausage McMuffin®,7.60,4.62,Brekkie Meals,Breakfast
10,2024/05/16,Thu,New Zealand,Chicken & Bacon McMuffin®,9.20,5.59,Brekkie Meals,Breakfast
11,2024/05/16,Thu,New Zealand,Cheeseburger,6.40,3.89,All Day Favourites,Breakfast
12,2024/05/16,Thu,New Zealand,McChicken®,10.40,6.32,All Day Favourites,Breakfast
13,2024/05/16,Thu,New Zealand,Big Mac®,10.30,6.26,All Day Favourites,Breakfast
14,2024/05/16,Thu,New Zealand,10pc Chicken McNuggets®,13.40,8.15,All Day Favourites,Breakfast
15,2024/05/16,Thu,New Zealand,Double Cheeseburger,8.40,5.11,All Day Favourites,Breakfast
16,2024/05/16,Thu,New Zealand,6pc Chicken McNuggets®,10.00,6.08,All Day Favourites,Breakfast
17,2024/05/16,Thu,New Zealand,Quarter Pounder®,10.30,6.26,All Day Favourites,Breakfast
18,2024/05/16,Thu,New Zealand,Double Quarter Pounder®,13.60,8.27,All Day Favourites,Breakfast
19,2024/05/16,Thu,New Zealand,Double Big Mac®,12.60,7.66,All Day Favourites,Breakfast
20,2024/05/16,Thu,New Zealand,20pc Chicken McNuggets®,21.40,13.01,All Day Favourites,Breakfast
21,2024/05/16,Thu,New Zealand,Big Mac Dinner for 2,34.00,20.67,To Share,Breakfast
22,2024/05/16,Thu,New Zealand,The Family Pack,42.00,25.53,To Share,Breakfast
23,2024/05/16,Thu,New Zealand,The Cheeseburger Stack,23.00,13.98,To Share,Breakfast
24,2024/05/16,Thu,New Zealand,Hash Brown,4.80,2.92,Sides,Breakfast
25,2024/05/16,Thu,New Zealand,Small Fries,5.40,3.28,Sides,Breakfast
26,2024/05/16,Thu,New Zealand,Small Shaker Fries,6.00,3.65,Sides,Breakfast
27,2024/05/16,Thu,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.80,7.17,Happy Meals,Breakfast
28,2024/05/16,Thu,New Zealand,Cheeseburger Happy Meal®,10.00,6.08,Happy Meals,Breakfast
29,2024/05/16,Thu,New Zealand,Small Hot Chocolate McCafé®,6.20,3.77,McCafé® Drinks,Breakfast
30,2024/05/16,Thu,New Zealand,Small Flat White McCafe®,6.20,3.77,McCafé® Drinks,Breakfast
31,2024/05/16,Thu,New Zealand,Small Latté  McCafe®,6.20,3.77,McCafé® Drinks,Breakfast
