,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2023/08/09,Wed,Australia,Mighty McMuffin,8.45,5.52,Most Popular,Breakfast Menu
2,2023/08/09,Wed,Australia,Bacon & Egg McMuffin,6.15,4.02,Most Popular,Breakfast Menu
3,2023/08/09,Wed,Australia,Sausage & Egg McMuffin,6.45,4.22,Most Popular,Breakfast Menu
4,2023/08/09,Wed,Australia,Brekkie Bundle,29.95,19.57,Most Popular,Breakfast Menu
5,2023/08/09,Wed,Australia,Hotcakes with Butter & Syrup,7.40,4.84,Most Popular,Breakfast Menu
6,2023/08/09,Wed,Australia,Hash Brown,3.40,2.22,Most Popular,Breakfast Menu
7,2023/08/09,Wed,Australia,Big Mac,8.00,5.23,All Day Menu,Breakfast Menu
8,2023/08/09,Wed,Australia,Cheeseburger,4.80,3.14,All Day Menu,Breakfast Menu
9,2023/08/09,Wed,Australia,Double Cheeseburger,6.35,4.15,All Day Menu,Breakfast Menu
10,2023/08/09,Wed,Australia,Small Fries,3.40,2.22,All Day Menu,Breakfast Menu
11,2023/08/09,Wed,Australia,Chicken McNuggets - 3pc,5.40,3.53,All Day Menu,Breakfast Menu
12,2023/08/09,Wed,Australia,Chicken McNuggets - 6pc,8.35,5.46,All Day Menu,Breakfast Menu
13,2023/08/09,Wed,Australia,Chicken McNuggets - 20pc,15.45,10.10,All Day Menu,Breakfast Menu
14,2023/08/09,Wed,Australia,Chicken McNuggets - 40pc,29.45,19.25,All Day Menu,Breakfast Menu
15,2023/08/09,Wed,Australia,Mighty McMuffin,8.45,5.52,McMuffins,Breakfast Menu
16,2023/08/09,Wed,Australia,Double Bacon & Egg McMuffin,7.20,4.71,McMuffins,Breakfast Menu
17,2023/08/09,Wed,Australia,Double Sausage & Egg McMuffin,7.50,4.90,McMuffins,Breakfast Menu
18,2023/08/09,Wed,Australia,Bacon & Egg McMuffin,6.15,4.02,McMuffins,Breakfast Menu
19,2023/08/09,Wed,Australia,Sausage & Egg McMuffin,6.45,4.22,McMuffins,Breakfast Menu
20,2023/08/09,Wed,Australia,Double Sausage McMuffin,7.40,4.84,McMuffins,Breakfast Menu
21,2023/08/09,Wed,Australia,Sausage McMuffin,6.00,3.92,McMuffins,Breakfast Menu
22,2023/08/09,Wed,Australia,Big Brekkie Burger,9.35,6.11,McMuffins,Breakfast Menu
23,2023/08/09,Wed,Australia,Brekkie Bundle,29.95,19.57,McMuffins,Breakfast Menu
24,2023/08/09,Wed,Australia,Small Chocolate Shake,5.65,3.69,Shakes & Frappes,Breakfast Menu
25,2023/08/09,Wed,Australia,Small Strawberry Shake,5.65,3.69,Shakes & Frappes,Breakfast Menu
26,2023/08/09,Wed,Australia,Small Vanilla Shake,5.65,3.69,Shakes & Frappes,Breakfast Menu
27,2023/08/09,Wed,Australia,Medium Chocolate Frappé,6.10,3.99,Shakes & Frappes,Breakfast Menu
28,2023/08/09,Wed,Australia,Medium Coffee Frappé,6.10,3.99,Shakes & Frappes,Breakfast Menu
29,2023/08/09,Wed,Australia,Medium Salted Caramel Frappé,6.10,3.99,Shakes & Frappes,Breakfast Menu
30,2023/08/09,Wed,Australia,Small Coke®,4.30,2.81,Soft Drinks,Breakfast Menu
31,2023/08/09,Wed,Australia,Small Sprite® Zero Sugar,4.30,2.81,Soft Drinks,Breakfast Menu
32,2023/08/09,Wed,Australia,Small Fanta®,4.30,2.81,Soft Drinks,Breakfast Menu
33,2023/08/09,Wed,Australia,Small Coke® No Sugar,4.30,2.81,Soft Drinks,Breakfast Menu
34,2023/08/09,Wed,Australia,Small Vanilla Coke®,4.30,2.81,Soft Drinks,Breakfast Menu
35,2023/08/09,Wed,Australia,Small Sparkling Water,4.30,2.81,Soft Drinks,Breakfast Menu
36,2023/08/09,Wed,Australia,Small Frozen Coke®,4.30,2.81,Soft Drinks,Breakfast Menu
37,2023/08/09,Wed,Australia,Small Frozen Fanta® Flavours,4.30,2.81,Soft Drinks,Breakfast Menu
38,2023/08/09,Wed,Australia,Apple Crumble Muffin,5.00,3.27,Desserts,Breakfast Menu
39,2023/08/09,Wed,Australia,Double Choc Muffin,5.00,3.27,Desserts,Breakfast Menu
40,2023/08/09,Wed,Australia,Hot Apple Pie,3.65,2.39,Desserts,Breakfast Menu
41,2023/08/09,Wed,Australia,Apple Slices,3.70,2.42,Desserts,Breakfast Menu
42,2023/08/09,Wed,Australia,McDonaldland Cookies,1.90,1.24,Desserts,Breakfast Menu
