,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2023/07/31,Mon,Australia,Big Mac,8.00,5.32,Most popular,Breakfast Menu
2,2023/07/31,Mon,Australia,Bacon & Egg McMuffin,6.15,4.09,Most popular,Breakfast Menu
3,2023/07/31,Mon,Australia,Double Cheeseburger,6.35,4.22,Most popular,Breakfast Menu
4,2023/07/31,Mon,Australia,Chicken McNuggets - 6pc,8.35,5.55,Most popular,Breakfast Menu
5,2023/07/31,Mon,Australia,Cheeseburger,4.80,3.19,Most popular,Breakfast Menu
6,2023/07/31,Mon,Australia,Sausage & Egg McMuffin,6.45,4.29,Most popular,Breakfast Menu
7,2023/07/31,Mon,Australia,OREO® McFlurry,6.75,4.49,Most popular,Breakfast Menu
8,2023/07/31,Mon,Australia,Hot Fudge Sundae,5.20,3.46,Most popular,Breakfast Menu
9,2023/07/31,Mon,Australia,Mighty McMuffin,8.45,5.62,Most popular,Breakfast Menu
10,2023/07/31,Mon,Australia,Hotcakes with Butter & Syrup,7.40,4.92,Most popular,Breakfast Menu
11,2023/07/31,Mon,Australia,Hash Brown,3.40,2.26,Most Popular,Breakfast Menu
12,2023/07/31,Mon,Australia,Bacon & Egg McMuffin,6.15,4.09,Most Popular,Breakfast Menu
13,2023/07/31,Mon,Australia,Mighty McMuffin,8.45,5.62,Most Popular,Breakfast Menu
14,2023/07/31,Mon,Australia,Sausage & Egg McMuffin,6.45,4.29,Most Popular,Breakfast Menu
15,2023/07/31,Mon,Australia,Hotcakes with Butter & Syrup,7.40,4.92,Most Popular,Breakfast Menu
16,2023/07/31,Mon,Australia,Brekkie Bundle,29.95,19.91,Most Popular,Breakfast Menu
17,2023/07/31,Mon,Australia,Double Cheeseburger,6.35,4.22,All Day Menu,Breakfast Menu
18,2023/07/31,Mon,Australia,Cheeseburger,4.80,3.19,All Day Menu,Breakfast Menu
19,2023/07/31,Mon,Australia,Chicken McNuggets - 6pc,8.35,5.55,All Day Menu,Breakfast Menu
20,2023/07/31,Mon,Australia,Big Mac,8.00,5.32,All Day Menu,Breakfast Menu
21,2023/07/31,Mon,Australia,Small Fries,3.40,2.26,All Day Menu,Breakfast Menu
22,2023/07/31,Mon,Australia,Chicken McNuggets - 20pc,15.45,10.27,All Day Menu,Breakfast Menu
23,2023/07/31,Mon,Australia,Chicken McNuggets - 3pc,5.40,3.59,All Day Menu,Breakfast Menu
24,2023/07/31,Mon,Australia,Chicken McNuggets - 40pc,29.45,19.58,All Day Menu,Breakfast Menu
25,2023/07/31,Mon,Australia,Bacon & Egg McMuffin,6.15,4.09,McMuffins,Breakfast Menu
26,2023/07/31,Mon,Australia,Sausage & Egg McMuffin,6.45,4.29,McMuffins,Breakfast Menu
27,2023/07/31,Mon,Australia,Mighty McMuffin,8.45,5.62,McMuffins,Breakfast Menu
28,2023/07/31,Mon,Australia,Sausage McMuffin,6.00,3.99,McMuffins,Breakfast Menu
29,2023/07/31,Mon,Australia,Double Sausage & Egg McMuffin,7.50,4.99,McMuffins,Breakfast Menu
30,2023/07/31,Mon,Australia,Big Brekkie Burger,9.35,6.22,McMuffins,Breakfast Menu
31,2023/07/31,Mon,Australia,Double Bacon & Egg McMuffin,7.20,4.79,McMuffins,Breakfast Menu
32,2023/07/31,Mon,Australia,Double Sausage McMuffin,7.40,4.92,McMuffins,Breakfast Menu
33,2023/07/31,Mon,Australia,Brekkie Bundle,29.95,19.91,McMuffins,Breakfast Menu
34,2023/07/31,Mon,Australia,Small Chocolate Shake,5.65,3.76,Shakes & Frappes,Breakfast Menu
35,2023/07/31,Mon,Australia,Medium Chocolate Frappé,6.10,4.06,Shakes & Frappes,Breakfast Menu
36,2023/07/31,Mon,Australia,Medium Coffee Frappé,6.10,4.06,Shakes & Frappes,Breakfast Menu
37,2023/07/31,Mon,Australia,Small Vanilla Shake,5.65,3.76,Shakes & Frappes,Breakfast Menu
38,2023/07/31,Mon,Australia,Medium Salted Caramel Frappé,6.10,4.06,Shakes & Frappes,Breakfast Menu
39,2023/07/31,Mon,Australia,Small Strawberry Shake,5.65,3.76,Shakes & Frappes,Breakfast Menu
40,2023/07/31,Mon,Australia,Small Coke®,4.30,2.86,Soft Drinks,Breakfast Menu
41,2023/07/31,Mon,Australia,Small Coke® No Sugar,4.30,2.86,Soft Drinks,Breakfast Menu
42,2023/07/31,Mon,Australia,Small Frozen Coke®,4.30,2.86,Soft Drinks,Breakfast Menu
43,2023/07/31,Mon,Australia,Small Vanilla Coke®,4.30,2.86,Soft Drinks,Breakfast Menu
44,2023/07/31,Mon,Australia,Small Sprite® Zero Sugar,4.30,2.86,Soft Drinks,Breakfast Menu
45,2023/07/31,Mon,Australia,Small Fanta®,4.30,2.86,Soft Drinks,Breakfast Menu
46,2023/07/31,Mon,Australia,Small Frozen Fanta® Flavours,4.30,2.86,Soft Drinks,Breakfast Menu
47,2023/07/31,Mon,Australia,Small Sparkling Water,4.30,2.86,Soft Drinks,Breakfast Menu
48,2023/07/31,Mon,Australia,OREO® McFlurry,6.75,4.49,Desserts,Breakfast Menu
49,2023/07/31,Mon,Australia,Hot Fudge Sundae,5.20,3.46,Desserts,Breakfast Menu
50,2023/07/31,Mon,Australia,Hot Apple Pie,3.65,2.43,Desserts,Breakfast Menu
51,2023/07/31,Mon,Australia,M&M'S® MINIS McFlurry,6.75,4.49,Desserts,Breakfast Menu
52,2023/07/31,Mon,Australia,Maltesers® McFlurry®,6.75,4.49,Desserts,Breakfast Menu
53,2023/07/31,Mon,Australia,Caramel Sundae,5.20,3.46,Desserts,Breakfast Menu
54,2023/07/31,Mon,Australia,McDonaldland Cookies,1.90,1.26,Desserts,Breakfast Menu
55,2023/07/31,Mon,Australia,Strawberry Sundae,5.20,3.46,Desserts,Breakfast Menu
56,2023/07/31,Mon,Australia,Double Choc Muffin,5.00,3.32,Desserts,Breakfast Menu
57,2023/07/31,Mon,Australia,Apple Crumble Muffin,5.00,3.32,Desserts,Breakfast Menu
58,2023/07/31,Mon,Australia,Hash Brown,3.40,2.26,More Brekkie Favourites,Breakfast Menu
59,2023/07/31,Mon,Australia,Hotcakes with Butter & Syrup,7.40,4.92,More Brekkie Favourites,Breakfast Menu
60,2023/07/31,Mon,Australia,Big Brekkie Burger,9.35,6.22,More Brekkie Favourites,Breakfast Menu
