,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,12.59,2.80,Promotion,Regular
2,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Spicy (2pcs),12.59,2.80,Promotion,Regular
3,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Mixed (2pcs),12.59,2.80,Promotion,Regular
4,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Mixed (3pcs),16.60,3.69,Promotion,Regular
5,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Regular (3pcs),16.60,3.69,Promotion,Regular
6,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Spicy (3pcs),16.60,3.69,Promotion,Regular
7,2022/09/10,Sat,Malaysia,Nasi Lemak McD Set A 40% OFF,9.06,2.01,Promotion,Regular
8,2022/09/10,Sat,Malaysia,Nasi Lemak McD Set B,17.92,3.98,Promotion,Regular
9,2022/09/10,Sat,Malaysia,Nasi Lemak McD™ + Spicy Chicken McDeluxe Cutlet,16.60,3.69,Promotion,Regular
10,2022/09/10,Sat,Malaysia,Nasi Lemak McD™ + GCB Cutlet,16.60,3.69,Promotion,Regular
11,2022/09/10,Sat,Malaysia,Ayam Goreng McD™,10.47,2.33,Promotion,Regular
12,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ Spicy (1pc),10.47,2.33,Promotion,Regular
13,2022/09/10,Sat,Malaysia,Ice Blended Lychee Berry,8.96,1.99,Promotion,Regular
14,2022/09/10,Sat,Malaysia,Ice Blended Strawberry,8.96,1.99,Promotion,Regular
15,2022/09/10,Sat,Malaysia,Ice Blended Mango Peach,8.96,1.99,Promotion,Regular
16,2022/09/10,Sat,Malaysia,Apple Pie,4.34,0.96,Promotion,Regular
17,2022/09/10,Sat,Malaysia,Oreo McFlurry 40%OFF,4.25,0.94,Promotion,Regular
18,2022/09/10,Sat,Malaysia,Minions Carrier,30.00,6.67,Promotion,Regular
19,2022/09/10,Sat,Malaysia,Sausage McMuffin with Egg,5.65,1.26,Promotion,Breakfast
20,2022/09/10,Sat,Malaysia,Nasi Lemak McD™,5.65,1.26,Promotion,Breakfast
21,2022/09/10,Sat,Malaysia,Ice Blended Lychee Berry,8.96,1.99,Promotion,Breakfast
22,2022/09/10,Sat,Malaysia,Ice Blended Strawberry,8.96,1.99,Promotion,Breakfast
23,2022/09/10,Sat,Malaysia,Ice Blended Mango Peach,8.96,1.99,Promotion,Breakfast
24,2022/09/10,Sat,Malaysia,Apple Pie,4.34,0.96,Promotion,Breakfast
25,2022/09/10,Sat,Malaysia,Oreo McFlurry 40%OFF,4.25,0.94,Promotion,Breakfast
26,2022/09/10,Sat,Malaysia,Minions Carrier,30.00,6.67,Promotion,Breakfast
27,2022/09/10,Sat,Malaysia,Spicy Chicken McDeluxe™ 40% OFF,7.75,1.72,McDelivery Carnival,Regular
28,2022/09/10,Sat,Malaysia,Ayam Goreng McD™ (5pcs) 25% OFF,23.35,5.19,McDelivery Carnival,Regular
29,2022/09/10,Sat,Malaysia,McChicken® 40% OFF,5.32,1.18,McDelivery Carnival,Regular
30,2022/09/10,Sat,Malaysia,Spicy McCrispy Chicken 40% OFF,6.96,1.55,McDelivery Carnival,Regular
