,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2023/12/26,Tue,Singapore,2x Value Meal: Quarter Pounder® with Cheese BBQ Chicken Bacon EVM + McSpicy EVM,20.40,15.40,Promotion Meals,Regular Menu
2,2023/12/26,Tue,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.51,Promotion Meals,Regular Menu
3,2023/12/26,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Special,11.95,9.02,Promotion Meals,Regular Menu
4,2023/12/26,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.27,Promotion Meals,Regular Menu
5,2023/12/26,Tue,Singapore,Triple Cheeseburger  Meal,9.05,6.83,Promotion Meals,Regular Menu
6,2023/12/26,Tue,Singapore,Salted Caramel McFlurry®,3.80,2.87,Promotion Meals,Regular Menu
7,2023/12/26,Tue,Singapore,Crisscut® Fries,5.70,4.30,Promotion Meals,Regular Menu
8,2023/12/26,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.33,Chicken McCrispy®,Regular Menu
9,2023/12/26,Tue,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.59,Chicken McCrispy®,Regular Menu
10,2023/12/26,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.33,Sharing,Regular Menu
11,2023/12/26,Tue,Singapore,Chicken McCrispy® Spicy (6pc),19.50,14.72,Sharing,Regular Menu
12,2023/12/26,Tue,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.61,Sharing,Regular Menu
13,2023/12/26,Tue,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.78,Sharing,Regular Menu
14,2023/12/26,Tue,Singapore,Chicken McNuggets® (20pc),14.85,11.21,Sharing,Regular Menu
15,2023/12/26,Tue,Singapore,McWings® 4pc,6.40,4.83,Sharing,Regular Menu
16,2023/12/26,Tue,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.51,Ala Carte & Value Meals,Regular Menu
17,2023/12/26,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.27,Ala Carte & Value Meals,Regular Menu
18,2023/12/26,Tue,Singapore,Triple Cheeseburger  Meal,9.05,6.83,Ala Carte & Value Meals,Regular Menu
19,2023/12/26,Tue,Singapore,McSpicy® with Cheese Meal,10.75,8.12,Ala Carte & Value Meals,Regular Menu
20,2023/12/26,Tue,Singapore,Double McSpicy® with Cheese Meal,11.95,9.02,Ala Carte & Value Meals,Regular Menu
21,2023/12/26,Tue,Singapore,McChicken® with Cheese Meal,8.45,6.38,Ala Carte & Value Meals,Regular Menu
22,2023/12/26,Tue,Singapore,Double Quarter Pounder® with Cheese Extra Value Meal,11.60,8.76,Ala Carte & Value Meals,Regular Menu
23,2023/12/26,Tue,Singapore,Quarter Pounder® with Cheese Extra Value Meal,9.95,7.51,Ala Carte & Value Meals,Regular Menu
24,2023/12/26,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.33,Ala Carte & Value Meals,Regular Menu
25,2023/12/26,Tue,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.59,Ala Carte & Value Meals,Regular Menu
26,2023/12/26,Tue,Singapore,Buttermilk Crispy Chicken Extra Value Meal,11.05,8.34,Ala Carte & Value Meals,Regular Menu
27,2023/12/26,Tue,Singapore,McSpicy® Extra Value Meal,9.45,7.14,Ala Carte & Value Meals,Regular Menu
28,2023/12/26,Tue,Singapore,Dbl McSpicy® Extra Value Meal,10.65,8.04,Ala Carte & Value Meals,Regular Menu
29,2023/12/26,Tue,Singapore,McChicken® Extra Value Meal,7.15,5.40,Ala Carte & Value Meals,Regular Menu
30,2023/12/26,Tue,Singapore,Filet-O-Fish® Extra Value Meal,7.45,5.63,Ala Carte & Value Meals,Regular Menu
31,2023/12/26,Tue,Singapore,Dbl Filet-O-Fish® Extra Value Meal,10.00,7.55,Ala Carte & Value Meals,Regular Menu
32,2023/12/26,Tue,Singapore,Chicken McNuggets® (6pc) Extra Value Meal ,8.40,6.34,Ala Carte & Value Meals,Regular Menu
33,2023/12/26,Tue,Singapore,Chicken McNuggets® (9pc) Extra Value Meal,9.70,7.32,Ala Carte & Value Meals,Regular Menu
34,2023/12/26,Tue,Singapore,Chicken McNuggets® (20pc),14.85,11.21,Ala Carte & Value Meals,Regular Menu
35,2023/12/26,Tue,Singapore,Big Mac® Extra Value Meal,9.95,7.51,Ala Carte & Value Meals,Regular Menu
36,2023/12/26,Tue,Singapore,Double Cheeseburger Extra Value Meal,7.95,6.00,Ala Carte & Value Meals,Regular Menu
37,2023/12/26,Tue,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.61,Ala Carte & Value Meals,Regular Menu
38,2023/12/26,Tue,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.78,Ala Carte & Value Meals,Regular Menu
39,2023/12/26,Tue,Singapore,McWings® 4pc Extra Value Meal,8.15,6.15,Ala Carte & Value Meals,Regular Menu
40,2023/12/26,Tue,Singapore,Grilled Chicken McWrap Extra Value Meal,9.05,6.83,Ala Carte & Value Meals,Regular Menu
41,2023/12/26,Tue,Singapore,Cheeseburger,4.30,3.25,Ala Carte & Value Meals,Regular Menu
42,2023/12/26,Tue,Singapore,Hamburger,3.30,2.49,Ala Carte & Value Meals,Regular Menu
43,2023/12/26,Tue,Singapore,Crisscut® Fries,5.70,4.30,Sides,Regular Menu
44,2023/12/26,Tue,Singapore,Chicken McNuggets® (6pc) Extra Value Meal ,8.40,6.34,Sides,Regular Menu
45,2023/12/26,Tue,Singapore,Chicken McNuggets® (9pc) Extra Value Meal,9.70,7.32,Sides,Regular Menu
46,2023/12/26,Tue,Singapore,Chicken McNuggets® (20pc),14.85,11.21,Sides,Regular Menu
47,2023/12/26,Tue,Singapore,McWings® 4pc Extra Value Meal,8.15,6.15,Sides,Regular Menu
48,2023/12/26,Tue,Singapore,McWings® 2pc,3.40,2.57,Sides,Regular Menu
49,2023/12/26,Tue,Singapore,Apple Pie,1.90,1.43,Sides,Regular Menu
50,2023/12/26,Tue,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.61,Sides,Regular Menu
51,2023/12/26,Tue,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.78,Sides,Regular Menu
52,2023/12/26,Tue,Singapore,French Fries (L),4.90,3.70,Sides,Regular Menu
53,2023/12/26,Tue,Singapore,French Fries (M),4.70,3.55,Sides,Regular Menu
54,2023/12/26,Tue,Singapore,French Fries,2.85,2.15,Sides,Regular Menu
55,2023/12/26,Tue,Singapore,Apple Slices,2.20,1.66,Sides,Regular Menu
56,2023/12/26,Tue,Singapore,Corn Cup (5oz),2.20,1.66,Sides,Regular Menu
57,2023/12/26,Tue,Singapore,Salted Caramel McFlurry®,3.80,2.87,Desserts,Regular Menu
58,2023/12/26,Tue,Singapore,Oreo® McFlurry®,3.60,2.72,Desserts,Regular Menu
59,2023/12/26,Tue,Singapore,Mudpie McFlurry®,4.00,3.02,Desserts,Regular Menu
60,2023/12/26,Tue,Singapore,Strawberry Shortcake McFlurry®,4.00,3.02,Desserts,Regular Menu
61,2023/12/26,Tue,Singapore,Hot Fudge Sundae,2.80,2.11,Desserts,Regular Menu
62,2023/12/26,Tue,Singapore,Strawberry Sundae,2.80,2.11,Desserts,Regular Menu
63,2023/12/26,Tue,Singapore,Apple Pie,1.90,1.43,Desserts,Regular Menu
64,2023/12/26,Tue,Singapore,Coke® Zero Sugar,3.20,2.42,Beverages,Regular Menu
65,2023/12/26,Tue,Singapore,Coke® Original Taste Less Sugar,3.20,2.42,Beverages,Regular Menu
66,2023/12/26,Tue,Singapore,Iced Lemon Tea,4.05,3.06,Beverages,Regular Menu
67,2023/12/26,Tue,Singapore,Caramel Frappé with OREO®,5.25,3.96,Beverages,Regular Menu
68,2023/12/26,Tue,Singapore,Mocha Frappé with OREO®,5.25,3.96,Beverages,Regular Menu
69,2023/12/26,Tue,Singapore,Caramel Frappé (served without whipped cream),4.75,3.59,Beverages,Regular Menu
70,2023/12/26,Tue,Singapore,Mocha Frappé (served without whipped cream),4.75,3.59,Beverages,Regular Menu
71,2023/12/26,Tue,Singapore,Iced MILO®,4.05,3.06,Beverages,Regular Menu
72,2023/12/26,Tue,Singapore,Jasmine Green Tea,4.05,3.06,Beverages,Regular Menu
73,2023/12/26,Tue,Singapore,Cappuccino,4.50,3.40,Beverages,Regular Menu
74,2023/12/26,Tue,Singapore,Latte,4.50,3.40,Beverages,Regular Menu
75,2023/12/26,Tue,Singapore,Iced Latte,4.70,3.55,Beverages,Regular Menu
76,2023/12/26,Tue,Singapore,McCafé Premium Roast Coffee,3.20,2.42,Beverages,Regular Menu
77,2023/12/26,Tue,Singapore,100% Pure Orange Juice (Junior),4.15,3.13,Beverages,Regular Menu
78,2023/12/26,Tue,Singapore,"Low-fat, High-Calcium Milk",3.35,2.53,Beverages,Regular Menu
79,2023/12/26,Tue,Singapore,Hot Tea,3.20,2.42,Beverages,Regular Menu
