,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2023/12/12,Tue,Singapore,"TGIF: Buy McSpicy® with Cheese EVM, Get CMC Spicy (2pc) ALC Free",10.75,8.00,Promotion Meals,Regular Menu
2,2023/12/12,Tue,Singapore,$18 Sharing Bundle,18.00,13.39,Promotion Meals,Regular Menu
3,2023/12/12,Tue,Singapore,2x Value Meal: Quarter Pounder® with Cheese BBQ Chicken Bacon EVM + McSpicy EVM,20.40,15.17,Promotion Meals,Regular Menu
4,2023/12/12,Tue,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.37,Promotion Meals,Regular Menu
5,2023/12/12,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Special,11.95,8.89,Promotion Meals,Regular Menu
6,2023/12/12,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.14,Promotion Meals,Regular Menu
7,2023/12/12,Tue,Singapore,Triple Cheeseburger  Meal,9.05,6.73,Promotion Meals,Regular Menu
8,2023/12/12,Tue,Singapore,Salted Caramel McFlurry®,3.80,2.83,Promotion Meals,Regular Menu
9,2023/12/12,Tue,Singapore,Dark Chocolate Sea Salt Frappé,5.55,4.13,Promotion Meals,Regular Menu
10,2023/12/12,Tue,Singapore,Crisscut® Fries,5.70,4.24,Promotion Meals,Regular Menu
11,2023/12/12,Tue,Singapore,Chicken Cutlet,2.60,1.93,Promotion Meals,Regular Menu
12,2023/12/12,Tue,Singapore,White Peach Yoghurt Pie,2.20,1.64,Promotion Meals,Regular Menu
13,2023/12/12,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.07,Chicken McCrispy®,Regular Menu
14,2023/12/12,Tue,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.47,Chicken McCrispy®,Regular Menu
15,2023/12/12,Tue,Singapore,$18 Sharing Bundle,18.00,13.39,Sharing,Regular Menu
16,2023/12/12,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.07,Sharing,Regular Menu
17,2023/12/12,Tue,Singapore,Chicken McCrispy® Spicy (6pc),19.50,14.50,Sharing,Regular Menu
18,2023/12/12,Tue,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.42,Sharing,Regular Menu
19,2023/12/12,Tue,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.66,Sharing,Regular Menu
20,2023/12/12,Tue,Singapore,Chicken McNuggets® (20pc),14.85,11.04,Sharing,Regular Menu
21,2023/12/12,Tue,Singapore,McWings® 4pc,6.40,4.76,Sharing,Regular Menu
22,2023/12/12,Tue,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.37,Ala Carte & Value Meals,Regular Menu
23,2023/12/12,Tue,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.14,Ala Carte & Value Meals,Regular Menu
24,2023/12/12,Tue,Singapore,Triple Cheeseburger  Meal,9.05,6.73,Ala Carte & Value Meals,Regular Menu
25,2023/12/12,Tue,Singapore,Chicken Cutlet,2.60,1.93,Ala Carte & Value Meals,Regular Menu
26,2023/12/12,Tue,Singapore,McSpicy® with Cheese Meal,10.75,8.00,Ala Carte & Value Meals,Regular Menu
27,2023/12/12,Tue,Singapore,Double McSpicy® with Cheese Meal,11.95,8.89,Ala Carte & Value Meals,Regular Menu
28,2023/12/12,Tue,Singapore,McChicken® with Cheese Meal,8.45,6.28,Ala Carte & Value Meals,Regular Menu
29,2023/12/12,Tue,Singapore,Double Quarter Pounder® with Cheese Extra Value Meal,11.60,8.63,Ala Carte & Value Meals,Regular Menu
30,2023/12/12,Tue,Singapore,Quarter Pounder® with Cheese Extra Value Meal,9.95,7.40,Ala Carte & Value Meals,Regular Menu
31,2023/12/12,Tue,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.07,Ala Carte & Value Meals,Regular Menu
32,2023/12/12,Tue,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.47,Ala Carte & Value Meals,Regular Menu
33,2023/12/12,Tue,Singapore,Buttermilk Crispy Chicken Extra Value Meal,11.05,8.22,Ala Carte & Value Meals,Regular Menu
34,2023/12/12,Tue,Singapore,McSpicy® Extra Value Meal,9.45,7.03,Ala Carte & Value Meals,Regular Menu
35,2023/12/12,Tue,Singapore,Dbl McSpicy® Extra Value Meal,10.65,7.92,Ala Carte & Value Meals,Regular Menu
