,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2023/12/20,Wed,Singapore,2x Value Meal: Quarter Pounder® with Cheese BBQ Chicken Bacon EVM + McSpicy EVM,20.40,15.35,Promotion Meals,Regular Menu
2,2023/12/20,Wed,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.48,Promotion Meals,Regular Menu
3,2023/12/20,Wed,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Special,11.95,8.99,Promotion Meals,Regular Menu
4,2023/12/20,Wed,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.24,Promotion Meals,Regular Menu
5,2023/12/20,Wed,Singapore,Triple Cheeseburger  Meal,9.05,6.81,Promotion Meals,Regular Menu
6,2023/12/20,Wed,Singapore,Salted Caramel McFlurry®,3.80,2.86,Promotion Meals,Regular Menu
7,2023/12/20,Wed,Singapore,Dark Chocolate Sea Salt Frappé,5.55,4.18,Promotion Meals,Regular Menu
8,2023/12/20,Wed,Singapore,Crisscut® Fries,5.70,4.29,Promotion Meals,Regular Menu
9,2023/12/20,Wed,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.27,Chicken McCrispy®,Regular Menu
10,2023/12/20,Wed,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.56,Chicken McCrispy®,Regular Menu
11,2023/12/20,Wed,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.27,Sharing,Regular Menu
12,2023/12/20,Wed,Singapore,Chicken McCrispy® Spicy (6pc),19.50,14.67,Sharing,Regular Menu
13,2023/12/20,Wed,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.57,Sharing,Regular Menu
14,2023/12/20,Wed,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.75,Sharing,Regular Menu
15,2023/12/20,Wed,Singapore,Chicken McNuggets® (20pc),14.85,11.17,Sharing,Regular Menu
16,2023/12/20,Wed,Singapore,McWings® 4pc,6.40,4.82,Sharing,Regular Menu
17,2023/12/20,Wed,Singapore,Double Quarter Pounder® with Cheese BBQ Chicken Extra Value Meal,12.60,9.48,Ala Carte & Value Meals,Regular Menu
18,2023/12/20,Wed,Singapore,Quarter Pounder® with Cheese BBQ Chicken Bacon Extra Value Meal,10.95,8.24,Ala Carte & Value Meals,Regular Menu
19,2023/12/20,Wed,Singapore,Triple Cheeseburger  Meal,9.05,6.81,Ala Carte & Value Meals,Regular Menu
20,2023/12/20,Wed,Singapore,McSpicy® with Cheese Meal,10.75,8.09,Ala Carte & Value Meals,Regular Menu
21,2023/12/20,Wed,Singapore,Double McSpicy® with Cheese Meal,11.95,8.99,Ala Carte & Value Meals,Regular Menu
22,2023/12/20,Wed,Singapore,McChicken® with Cheese Meal,8.45,6.36,Ala Carte & Value Meals,Regular Menu
23,2023/12/20,Wed,Singapore,Double Quarter Pounder® with Cheese Extra Value Meal,11.60,8.73,Ala Carte & Value Meals,Regular Menu
24,2023/12/20,Wed,Singapore,Quarter Pounder® with Cheese Extra Value Meal,9.95,7.49,Ala Carte & Value Meals,Regular Menu
25,2023/12/20,Wed,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.95,17.27,Ala Carte & Value Meals,Regular Menu
26,2023/12/20,Wed,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,10.05,7.56,Ala Carte & Value Meals,Regular Menu
27,2023/12/20,Wed,Singapore,Buttermilk Crispy Chicken Extra Value Meal,11.05,8.32,Ala Carte & Value Meals,Regular Menu
28,2023/12/20,Wed,Singapore,McSpicy® Extra Value Meal,9.45,7.11,Ala Carte & Value Meals,Regular Menu
29,2023/12/20,Wed,Singapore,Dbl McSpicy® Extra Value Meal,10.65,8.01,Ala Carte & Value Meals,Regular Menu
30,2023/12/20,Wed,Singapore,McChicken® Extra Value Meal,7.15,5.38,Ala Carte & Value Meals,Regular Menu
31,2023/12/20,Wed,Singapore,Filet-O-Fish® Extra Value Meal,7.45,5.61,Ala Carte & Value Meals,Regular Menu
32,2023/12/20,Wed,Singapore,Dbl Filet-O-Fish® Extra Value Meal,10.00,7.52,Ala Carte & Value Meals,Regular Menu
33,2023/12/20,Wed,Singapore,Chicken McNuggets® (6pc) Extra Value Meal ,8.40,6.32,Ala Carte & Value Meals,Regular Menu
34,2023/12/20,Wed,Singapore,Chicken McNuggets® (9pc) Extra Value Meal,9.70,7.30,Ala Carte & Value Meals,Regular Menu
35,2023/12/20,Wed,Singapore,Chicken McNuggets® (20pc),14.85,11.17,Ala Carte & Value Meals,Regular Menu
36,2023/12/20,Wed,Singapore,Big Mac® Extra Value Meal,9.95,7.49,Ala Carte & Value Meals,Regular Menu
37,2023/12/20,Wed,Singapore,Double Cheeseburger Extra Value Meal,7.95,5.98,Ala Carte & Value Meals,Regular Menu
38,2023/12/20,Wed,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.70,12.57,Ala Carte & Value Meals,Regular Menu
39,2023/12/20,Wed,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.30,7.75,Ala Carte & Value Meals,Regular Menu
40,2023/12/20,Wed,Singapore,McWings® 4pc Extra Value Meal,8.15,6.13,Ala Carte & Value Meals,Regular Menu
41,2023/12/20,Wed,Singapore,Grilled Chicken McWrap Extra Value Meal,9.05,6.81,Ala Carte & Value Meals,Regular Menu
