,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
0,2022/04/11,Mon,Pakistan,"Ramadan Deal 1 - McChicken, 3pc Wings & Med. Drink",534.00,2.84,Delivery Exclusive,Regular
1,2022/04/11,Mon,Pakistan,"Ramadan Deal 2 - McCrispy, 3pc Wings & Med. Drink",621.00,3.31,Delivery Exclusive,Regular
2,2022/04/11,Mon,Pakistan,"Chicken Mac, McChicken & 2 Reg. Drinks",647.00,3.45,Delivery Exclusive,Regular
3,2022/04/11,Mon,Pakistan,Hot n Crispy Burger,259.00,1.38,★What's New★,Regular
4,2022/04/11,Mon,Pakistan,Chicken Wings 3pcs,237.00,1.26,★What's New★,Regular
5,2022/04/11,Mon,Pakistan,McFlurry KitKat,388.00,2.07,★What's New★,Regular
6,2022/04/11,Mon,Pakistan,KitKat Shake,366.00,1.95,★What's New★,Regular
7,2022/04/11,Mon,Pakistan,Hot n Crispy Burger,259.00,1.38,Chicken & Fish,Regular
8,2022/04/11,Mon,Pakistan,McCrispy - Mayonnaise,444.00,2.36,Chicken & Fish,Regular
9,2022/04/11,Mon,Pakistan,Chicken Mac,556.00,2.96,Chicken & Fish,Regular
10,2022/04/11,Mon,Pakistan,McChicken ,384.00,2.04,Chicken & Fish,Regular
11,2022/04/11,Mon,Pakistan,Grand Chicken Spicy,685.00,3.65,Chicken & Fish,Regular
12,2022/04/11,Mon,Pakistan,McArabia,625.00,3.33,Chicken & Fish,Regular
13,2022/04/11,Mon,Pakistan,Chicken McNuggets 6 pcs,453.00,2.41,Chicken & Fish,Regular
14,2022/04/11,Mon,Pakistan,Chicken McNuggets 9 pcs,591.00,3.15,Chicken & Fish,Regular
15,2022/04/11,Mon,Pakistan,Chicken McNuggets 20 pcs,927.00,4.94,Chicken & Fish,Regular
16,2022/04/11,Mon,Pakistan,Chicken Wings 3pcs,237.00,1.26,Chicken & Fish,Regular
17,2022/04/11,Mon,Pakistan,Chicken Burger with Cheese,306.00,1.63,Chicken & Fish,Regular
18,2022/04/11,Mon,Pakistan,Value McArabia Chicken,358.00,1.91,Chicken & Fish,Regular
19,2022/04/11,Mon,Pakistan,Mini McRoyale,358.00,1.91,Chicken & Fish,Regular
20,2022/04/11,Mon,Pakistan,Cheese Burger,323.00,1.72,Chicken & Fish,Regular
21,2022/04/11,Mon,Pakistan,Filet-O-Fish ,470.00,2.50,Chicken & Fish,Regular
22,2022/04/11,Mon,Pakistan,Chipotle Wrap,319.00,1.70,Chicken & Fish,Regular
