,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2022/12/21,Wed,Pakistan,Spicy Chicken Burger & Drink,194.00,0.86,Delivery Exclusive,Regular
2,2022/12/21,Wed,Pakistan,"Hot N Crispy Burger, Spicy Chicken Burger & 2 Regular Drinks",591.00,2.61,Delivery Exclusive,Regular
3,2022/12/21,Wed,Pakistan,Chicken Mac & Regular Drink,496.00,2.19,Delivery Exclusive,Midnight Menu
4,2022/12/21,Wed,Pakistan,Strawberry Sundae,254.00,1.12,Delivery Exclusive,Midnight Menu
5,2022/12/21,Wed,Pakistan,Spicy McCrispy,522.00,2.31,★What's New★,Regular
6,2022/12/21,Wed,Pakistan,McFlurry - Fudge Brownie,483.00,2.14,★What's New★,Regular
7,2022/12/21,Wed,Pakistan,Cappuccino & Latte,547.00,2.42,★What's New★,Regular
8,2022/12/21,Wed,Pakistan,Any Donut with Coffee,547.00,2.42,★What's New★,Regular
9,2022/12/21,Wed,Pakistan,Spicy McCrispy,522.00,2.31,Chicken & Fish,Regular
10,2022/12/21,Wed,Pakistan,Hot n Crispy Burger,332.00,1.47,Chicken & Fish,Regular
11,2022/12/21,Wed,Pakistan,Chicken Mac,659.00,2.91,Chicken & Fish,Regular
12,2022/12/21,Wed,Pakistan,McChicken ,478.00,2.11,Chicken & Fish,Regular
13,2022/12/21,Wed,Pakistan,Grand Chicken Spicy,823.00,3.64,Chicken & Fish,Regular
14,2022/12/21,Wed,Pakistan,McArabia,543.00,2.40,Chicken & Fish,Regular
15,2022/12/21,Wed,Pakistan,Chicken McNuggets 6 pcs,530.00,2.34,Chicken & Fish,Regular
16,2022/12/21,Wed,Pakistan,Chicken McNuggets 9 pcs,694.00,3.07,Chicken & Fish,Regular
17,2022/12/21,Wed,Pakistan,Chicken McNuggets 20 pcs,1151.00,5.09,Chicken & Fish,Regular
18,2022/12/21,Wed,Pakistan,Chicken Burger with Cheese,384.00,1.70,Chicken & Fish,Regular
19,2022/12/21,Wed,Pakistan,Value McArabia Chicken,332.00,1.47,Chicken & Fish,Regular
20,2022/12/21,Wed,Pakistan,Mini McRoyale,444.00,1.96,Chicken & Fish,Regular
21,2022/12/21,Wed,Pakistan,Cheese Burger,392.00,1.73,Chicken & Fish,Regular
22,2022/12/21,Wed,Pakistan,Filet-O-Fish ,616.00,2.72,Chicken & Fish,Regular
23,2022/12/21,Wed,Pakistan,Garlic Mayo Wrap,401.00,1.77,Chicken & Fish,Regular
24,2022/12/21,Wed,Pakistan,Chipotle Wrap,401.00,1.77,Chicken & Fish,Regular
25,2022/12/21,Wed,Pakistan,BBQ Wrap,401.00,1.77,Chicken & Fish,Regular
26,2022/12/21,Wed,Pakistan,Big Mac,703.00,3.11,Beef,Regular
27,2022/12/21,Wed,Pakistan,Quarter Pounder,703.00,3.11,Beef,Regular
28,2022/12/21,Wed,Pakistan,McRoyale ,703.00,3.11,Beef,Regular
29,2022/12/21,Wed,Pakistan,Double Cheese Burger,651.00,2.88,Beef,Regular
30,2022/12/21,Wed,Pakistan,Spicy McCrispy Double,776.00,3.43,Double Patty Burgers,Regular
31,2022/12/21,Wed,Pakistan,Hot n Crispy Double,345.00,1.53,Double Patty Burgers,Regular
32,2022/12/21,Wed,Pakistan,McChicken Double,603.00,2.67,Double Patty Burgers,Regular
33,2022/12/21,Wed,Pakistan,Double Big Mac,948.00,4.19,Double Patty Burgers,Regular
34,2022/12/21,Wed,Pakistan,Quarter Pounder Double,1034.00,4.57,Double Patty Burgers,Regular
35,2022/12/21,Wed,Pakistan,Filet-O-Fish Double,888.00,3.93,Double Patty Burgers,Regular
36,2022/12/21,Wed,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,1.89,Crispy Chicken,Regular
37,2022/12/21,Wed,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,1.89,Crispy Chicken,Regular
38,2022/12/21,Wed,Pakistan,2 Pieces Crispy Chicken,634.00,2.80,Crispy Chicken,Regular
39,2022/12/21,Wed,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,806.00,3.56,Crispy Chicken,Regular
40,2022/12/21,Wed,Pakistan,3 Pieces Crispy Chicken,806.00,3.56,Crispy Chicken,Regular
41,2022/12/21,Wed,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,8.90,Crispy Chicken,Regular
42,2022/12/21,Wed,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,8.90,Crispy Chicken,Regular
43,2022/12/21,Wed,Pakistan,Chicken Value Sharebag,1841.00,8.14,Share Bag,Regular
44,2022/12/21,Wed,Pakistan,Chicken Plus - Share Bag,2099.00,9.28,Share Bag,Regular
45,2022/12/21,Wed,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,8.90,Share Bag,Regular
46,2022/12/21,Wed,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,8.90,Share Bag,Regular
47,2022/12/21,Wed,Pakistan,Happy Meal Beef Burger ,530.00,2.34,Happy Meals,Regular
48,2022/12/21,Wed,Pakistan,Happy Meal Cheese Burger,569.00,2.52,Happy Meals,Regular
49,2022/12/21,Wed,Pakistan,Happy Meal Chicken Burger ,569.00,2.52,Happy Meals,Regular
50,2022/12/21,Wed,Pakistan,Happy Meal 4pcs Chicken McNuggets,569.00,2.52,Happy Meals,Regular
51,2022/12/21,Wed,Pakistan,McFlurry - Fudge Brownie,483.00,2.14,Desserts,Regular
52,2022/12/21,Wed,Pakistan,Double Chocolate Pie,375.00,1.66,Desserts,Regular
53,2022/12/21,Wed,Pakistan,Apple Pie,375.00,1.66,Desserts,Regular
54,2022/12/21,Wed,Pakistan,McFlurry Oreo,435.00,1.92,Desserts,Regular
55,2022/12/21,Wed,Pakistan,Hot Fudge Sundae,375.00,1.66,Desserts,Regular
56,2022/12/21,Wed,Pakistan,Strawberry Sundae,375.00,1.66,Desserts,Regular
57,2022/12/21,Wed,Pakistan,Cardamom Tea,289.00,1.28,Beverages,Regular
58,2022/12/21,Wed,Pakistan,Regular Tea,254.00,1.12,Beverages,Regular
59,2022/12/21,Wed,Pakistan,Green Tea,203.00,0.90,Beverages,Regular
60,2022/12/21,Wed,Pakistan,Orange Juice,332.00,1.47,Beverages,Regular
61,2022/12/21,Wed,Pakistan,Vanila Shake,375.00,1.66,Beverages,Regular
62,2022/12/21,Wed,Pakistan,Chocolate Shake,375.00,1.66,Beverages,Regular
63,2022/12/21,Wed,Pakistan,Strawberry Shake,375.00,1.66,Beverages,Regular
64,2022/12/21,Wed,Pakistan,McFizz Strawberry,289.00,1.28,Beverages,Regular
65,2022/12/21,Wed,Pakistan,Coke,203.00,0.90,Beverages,Regular
