,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2024/07/06,Sat,Pakistan,Hot Offer - Spicy McCrispy & Reg.Drink,517.00,1.86,★What's New★,Regular
2,2024/07/06,Sat,Pakistan,T20WC DEAL2 - Hot N Crispy Burger & Reg Drink,375.00,1.35,★What's New★,Regular
3,2024/07/06,Sat,Pakistan,T20WC DEAL3 - Any Chicken Wrap & Reg Drink,375.00,1.35,★What's New★,Regular
4,2024/07/06,Sat,Pakistan,McFlurry Lotus,634.00,2.28,★What's New★,Regular
5,2024/07/06,Sat,Pakistan,Oreo Shake Vanilla - Regular 12 oz,461.00,1.66,★What's New★,Regular
6,2024/07/06,Sat,Pakistan,Oreo Shake Chocolate - Regular 12 oz,461.00,1.66,★What's New★,Regular
7,2024/07/06,Sat,Pakistan,Oreo Shake Strawberry - Regular 12 oz,461.00,1.66,★What's New★,Regular
8,2024/07/06,Sat,Pakistan,Chicken Tenders 3 pcs,371.00,1.33,Chicken & Fish,Regular
9,2024/07/06,Sat,Pakistan,Chicken Tenders 5 pcs,569.00,2.04,Chicken & Fish,Regular
10,2024/07/06,Sat,Pakistan,Chicken McBites,371.00,1.33,Chicken & Fish,Regular
11,2024/07/06,Sat,Pakistan,Hot n Crispy Burger,371.00,1.33,Chicken & Fish,Regular
12,2024/07/06,Sat,Pakistan,Spicy Chicken Burger,371.00,1.33,Chicken & Fish,Regular
13,2024/07/06,Sat,Pakistan,Spicy McCrispy,569.00,2.04,Chicken & Fish,Regular
14,2024/07/06,Sat,Pakistan,Chicken Mac,681.00,2.45,Chicken & Fish,Regular
15,2024/07/06,Sat,Pakistan,McChicken ,491.00,1.76,Chicken & Fish,Regular
16,2024/07/06,Sat,Pakistan,Grand Chicken Spicy,879.00,3.16,Chicken & Fish,Regular
17,2024/07/06,Sat,Pakistan,McArabia,612.00,2.20,Chicken & Fish,Regular
18,2024/07/06,Sat,Pakistan,Chicken McNuggets 6 pcs,569.00,2.04,Chicken & Fish,Regular
19,2024/07/06,Sat,Pakistan,Chicken McNuggets 9 pcs,767.00,2.75,Chicken & Fish,Regular
20,2024/07/06,Sat,Pakistan,Chicken McNuggets 20 pcs,1414.00,5.08,Chicken & Fish,Regular
21,2024/07/06,Sat,Pakistan,Chicken Burger with Cheese,431.00,1.55,Chicken & Fish,Regular
22,2024/07/06,Sat,Pakistan,Mini McArabia,371.00,1.33,Chicken & Fish,Regular
23,2024/07/06,Sat,Pakistan,Filet-O-Fish ,672.00,2.41,Chicken & Fish,Regular
24,2024/07/06,Sat,Pakistan,CHIPOTLE - Chicken Tenders Wrap,353.00,1.27,Chicken & Fish,Regular
25,2024/07/06,Sat,Pakistan,BBQ - Chicken Tenders Wrap,353.00,1.27,Chicken & Fish,Regular
26,2024/07/06,Sat,Pakistan,GARLIC MAYO - Chicken Tenders Wrap,353.00,1.27,Chicken & Fish,Regular
27,2024/07/06,Sat,Pakistan,Big Mac,940.00,3.38,Beef,Regular
28,2024/07/06,Sat,Pakistan,Quarter Pounder,914.00,3.28,Beef,Regular
29,2024/07/06,Sat,Pakistan,McRoyale ,940.00,3.38,Beef,Regular
30,2024/07/06,Sat,Pakistan,Double Cheese Burger,810.00,2.91,Beef,Regular
31,2024/07/06,Sat,Pakistan,Cheese Burger,509.00,1.83,Beef,Regular
32,2024/07/06,Sat,Pakistan,Spicy McCrispy Double,888.00,3.19,Double Patty Burgers,Regular
33,2024/07/06,Sat,Pakistan,Hot n Crispy Double,543.00,1.95,Double Patty Burgers,Regular
34,2024/07/06,Sat,Pakistan,McChicken Double,707.00,2.54,Double Patty Burgers,Regular
35,2024/07/06,Sat,Pakistan,Quarter Pounder Double,1371.00,4.92,Double Patty Burgers,Regular
36,2024/07/06,Sat,Pakistan,Filet-O-Fish Double,1017.00,3.65,Double Patty Burgers,Regular
37,2024/07/06,Sat,Pakistan,2 Pieces Crispy Chicken - Spicy,1026.00,3.69,Crispy Chicken,Regular
38,2024/07/06,Sat,Pakistan,2 Pieces Crispy Chicken,1026.00,3.69,Crispy Chicken,Regular
39,2024/07/06,Sat,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,1388.00,4.99,Crispy Chicken,Regular
40,2024/07/06,Sat,Pakistan,3 Pieces Crispy Chicken,1388.00,4.99,Crispy Chicken,Regular
41,2024/07/06,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,3371.00,12.11,Crispy Chicken,Regular
42,2024/07/06,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,3371.00,12.11,Crispy Chicken,Regular
43,2024/07/06,Sat,Pakistan,Budget Share Bag,1716.00,6.16,Share Bag,Regular
44,2024/07/06,Sat,Pakistan,Jumbo Share Bag,2444.00,8.78,Share Bag,Regular
45,2024/07/06,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,3371.00,12.11,Share Bag,Regular
46,2024/07/06,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,3371.00,12.11,Share Bag,Regular
47,2024/07/06,Sat,Pakistan,Happy Meal - 4pc Nuggets Meal & Sundae,609.00,2.19,Happy Meals,Regular
48,2024/07/06,Sat,Pakistan,Happy Meal - Chicken Burger Meal & Sundae,609.00,2.19,Happy Meals,Regular
49,2024/07/06,Sat,Pakistan,Happy Meal - Beef Burger Meal & Sundae,609.00,2.19,Happy Meals,Regular
50,2024/07/06,Sat,Pakistan,Happy Meal - Cheese Burger Meal & Sundae,652.00,2.34,Happy Meals,Regular
51,2024/07/06,Sat,Pakistan,McFlurry Lotus,634.00,2.28,Desserts,Regular
52,2024/07/06,Sat,Pakistan,McFlurry - Oreo,509.00,1.83,Desserts,Regular
53,2024/07/06,Sat,Pakistan,Chocolate Sundae,422.00,1.52,Desserts,Regular
54,2024/07/06,Sat,Pakistan,Apple Pie,422.00,1.52,Desserts,Regular
55,2024/07/06,Sat,Pakistan,Cardamom Tea,336.00,1.21,Beverages,Regular
56,2024/07/06,Sat,Pakistan,Regular Tea,293.00,1.05,Beverages,Regular
57,2024/07/06,Sat,Pakistan,Green Tea,250.00,0.90,Beverages,Regular
58,2024/07/06,Sat,Pakistan,Oreo Shake Vanilla - Regular 12 oz,461.00,1.66,Beverages,Regular
59,2024/07/06,Sat,Pakistan,Oreo Shake Chocolate - Regular 12 oz,461.00,1.66,Beverages,Regular
60,2024/07/06,Sat,Pakistan,Oreo Shake Strawberry - Regular 12 oz,461.00,1.66,Beverages,Regular
61,2024/07/06,Sat,Pakistan,Orange Juice,448.00,1.61,Beverages,Regular
62,2024/07/06,Sat,Pakistan,Vanila Shake,422.00,1.52,Beverages,Regular
63,2024/07/06,Sat,Pakistan,Chocolate Shake,422.00,1.52,Beverages,Regular
64,2024/07/06,Sat,Pakistan,Strawberry Shake,422.00,1.52,Beverages,Regular
65,2024/07/06,Sat,Pakistan,McFizz Strawberry,362.00,1.30,Beverages,Regular
66,2024/07/06,Sat,Pakistan,Coke,250.00,0.90,Beverages,Regular
67,2024/07/06,Sat,Pakistan,Sprite,250.00,0.90,Beverages,Regular
68,2024/07/06,Sat,Pakistan,Fanta,250.00,0.90,Beverages,Regular
69,2024/07/06,Sat,Pakistan,Coke Zero,250.00,0.90,Beverages,Regular
70,2024/07/06,Sat,Pakistan,Bottled Water,39.00,0.14,Beverages,Regular
71,2024/07/06,Sat,Pakistan,Chicken Tenders 3 pcs,371.00,1.33,Fries & Sides,Regular
72,2024/07/06,Sat,Pakistan,Chicken Tenders 5 pcs,569.00,2.04,Fries & Sides,Regular
73,2024/07/06,Sat,Pakistan,Chicken McBites,371.00,1.33,Fries & Sides,Regular
74,2024/07/06,Sat,Pakistan,Regular Fries,293.00,1.05,Fries & Sides,Regular
75,2024/07/06,Sat,Pakistan,Chicken McNuggets 6 pcs,569.00,2.04,Fries & Sides,Regular
76,2024/07/06,Sat,Pakistan,Chicken McNuggets 9 pcs,767.00,2.75,Fries & Sides,Regular
77,2024/07/06,Sat,Pakistan,Chicken McNuggets 20 pcs,1414.00,5.08,Fries & Sides,Regular
78,2024/07/06,Sat,Pakistan,Chocolate Lava Cake,362.00,1.30,McCafé Treats,Regular
79,2024/07/06,Sat,Pakistan,Red Velvet Lave Cake,362.00,1.30,McCafé Treats,Regular
80,2024/07/06,Sat,Pakistan,Caramel Cake,534.00,1.92,McCafé Treats,Regular
81,2024/07/06,Sat,Pakistan,Red Velvet Cheese Cake,612.00,2.20,McCafé Treats,Regular
82,2024/07/06,Sat,Pakistan,Chocolate Fudge Cake,612.00,2.20,McCafé Treats,Regular
83,2024/07/06,Sat,Pakistan,6pcs Donuts,1500.00,5.39,McCafé Treats,Regular
84,2024/07/06,Sat,Pakistan,Boston Cream,293.00,1.05,McCafé Treats,Regular
85,2024/07/06,Sat,Pakistan,Chocolate Fudge,293.00,1.05,McCafé Treats,Regular
86,2024/07/06,Sat,Pakistan,Caramel Cream,293.00,1.05,McCafé Treats,Regular
87,2024/07/06,Sat,Pakistan,Vanilla Sprinkle,293.00,1.05,McCafé Treats,Regular
88,2024/07/06,Sat,Pakistan,Chocolate Sprinkle,293.00,1.05,McCafé Treats,Regular
89,2024/07/06,Sat,Pakistan,Caramel Ring,293.00,1.05,McCafé Treats,Regular
90,2024/07/06,Sat,Pakistan,Butter Croissant,466.00,1.67,McCafé Treats,Regular
91,2024/07/06,Sat,Pakistan,Double Chocolate Muffin,466.00,1.67,McCafé Treats,Regular
92,2024/07/06,Sat,Pakistan,Milk Chocolate Cookie,293.00,1.05,McCafé Treats,Regular
93,2024/07/06,Sat,Pakistan,Double Chocolate Cookie,293.00,1.05,McCafé Treats,Regular
94,2024/07/06,Sat,Pakistan,Vanilla Oreo Frappe 16oz,802.00,2.88,McCafé Drinks,Regular
95,2024/07/06,Sat,Pakistan,Babyccino,284.00,1.02,McCafé Drinks,Regular
96,2024/07/06,Sat,Pakistan,Espresso - Single Shot,267.00,0.96,McCafé Drinks,Regular
97,2024/07/06,Sat,Pakistan,Macchiato,267.00,0.96,McCafé Drinks,Regular
98,2024/07/06,Sat,Pakistan,Cappuccino,543.00,1.95,McCafé Drinks,Regular
99,2024/07/06,Sat,Pakistan,Latte,543.00,1.95,McCafé Drinks,Regular
100,2024/07/06,Sat,Pakistan,Mochaccino,603.00,2.17,McCafé Drinks,Regular
101,2024/07/06,Sat,Pakistan,Hot Chocolate,603.00,2.17,McCafé Drinks,Regular
102,2024/07/06,Sat,Pakistan,Americano,431.00,1.55,McCafé Drinks,Regular
103,2024/07/06,Sat,Pakistan,Vanilla Frappe,802.00,2.88,McCafé Drinks,Regular
104,2024/07/06,Sat,Pakistan,Caramel Frappe,1060.00,3.81,McCafé Drinks,Regular
105,2024/07/06,Sat,Pakistan,Chocolate Frappe,802.00,2.88,McCafé Drinks,Regular
106,2024/07/06,Sat,Pakistan,Chocolate Oreo Frappe,802.00,2.88,McCafé Drinks,Regular
107,2024/07/06,Sat,Pakistan,Mocha Frappe,974.00,3.50,McCafé Drinks,Regular
108,2024/07/06,Sat,Pakistan,Iced Latte,629.00,2.26,McCafé Drinks,Regular
109,2024/07/06,Sat,Pakistan,Caramel Iced Latte,629.00,2.26,McCafé Drinks,Regular
110,2024/07/06,Sat,Pakistan,Ice Tea Rasberry,552.00,1.98,McCafé Drinks,Regular
111,2024/07/06,Sat,Pakistan,Ice Tea Peach,552.00,1.98,McCafé Drinks,Regular
112,2024/07/06,Sat,Pakistan,Ice Tea Lemon,552.00,1.98,McCafé Drinks,Regular
113,2024/07/06,Sat,Pakistan,Ice Tea Mango,552.00,1.98,McCafé Drinks,Regular
114,2024/07/06,Sat,Pakistan,Garlic Mayo Sauce,43.00,0.15,Condiments,Regular
115,2024/07/06,Sat,Pakistan,Chilli Mayo Sauce,43.00,0.15,Condiments,Regular
116,2024/07/06,Sat,Pakistan,BBQ Sauce,43.00,0.15,Condiments,Regular
117,2024/07/06,Sat,Pakistan,Toasted Pita Bread,30.00,0.11,Condiments,Regular
