,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2023/10/21,Sat,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,1.08,Delivery Exclusive,Regular
2,2023/10/21,Sat,Pakistan,Any 2 Regular Shakes,345.00,1.24,Delivery Exclusive,Regular
3,2023/10/21,Sat,Pakistan,Any 2 Regular Shakes,345.00,1.24,Delivery Exclusive,Breakfast
4,2023/10/21,Sat,Pakistan,McFlurry - Fudge Brownie,483.00,1.73,★What's New★,Regular
5,2023/10/21,Sat,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,1.08,Chicken & Fish,Regular
6,2023/10/21,Sat,Pakistan,Hot n Crispy Burger,332.00,1.19,Chicken & Fish,Regular
7,2023/10/21,Sat,Pakistan,Spicy McCrispy,522.00,1.87,Chicken & Fish,Regular
8,2023/10/21,Sat,Pakistan,Chicken Mac,659.00,2.36,Chicken & Fish,Regular
9,2023/10/21,Sat,Pakistan,McChicken ,478.00,1.71,Chicken & Fish,Regular
10,2023/10/21,Sat,Pakistan,Grand Chicken Spicy,823.00,2.95,Chicken & Fish,Regular
11,2023/10/21,Sat,Pakistan,McArabia,543.00,1.95,Chicken & Fish,Regular
12,2023/10/21,Sat,Pakistan,Chicken McNuggets 6 pcs,530.00,1.90,Chicken & Fish,Regular
13,2023/10/21,Sat,Pakistan,Chicken McNuggets 9 pcs,694.00,2.49,Chicken & Fish,Regular
14,2023/10/21,Sat,Pakistan,Chicken McNuggets 20 pcs,1151.00,4.13,Chicken & Fish,Regular
15,2023/10/21,Sat,Pakistan,Chicken Burger with Cheese,384.00,1.38,Chicken & Fish,Regular
16,2023/10/21,Sat,Pakistan,Mini McArabia,332.00,1.19,Chicken & Fish,Regular
17,2023/10/21,Sat,Pakistan,Cheese Burger,392.00,1.41,Chicken & Fish,Regular
18,2023/10/21,Sat,Pakistan,Filet-O-Fish ,616.00,2.21,Chicken & Fish,Regular
19,2023/10/21,Sat,Pakistan,Garlic Mayo Wrap,401.00,1.44,Chicken & Fish,Regular
20,2023/10/21,Sat,Pakistan,Chipotle Wrap,401.00,1.44,Chicken & Fish,Regular
21,2023/10/21,Sat,Pakistan,BBQ Wrap,401.00,1.44,Chicken & Fish,Regular
22,2023/10/21,Sat,Pakistan,Big Mac,703.00,2.52,Beef,Regular
23,2023/10/21,Sat,Pakistan,Quarter Pounder,703.00,2.52,Beef,Regular
24,2023/10/21,Sat,Pakistan,McRoyale ,703.00,2.52,Beef,Regular
25,2023/10/21,Sat,Pakistan,Double Cheese Burger,651.00,2.33,Beef,Regular
26,2023/10/21,Sat,Pakistan,Spicy McCrispy Double,776.00,2.78,Double Patty Burgers,Regular
27,2023/10/21,Sat,Pakistan,Hot n Crispy Double,345.00,1.24,Double Patty Burgers,Regular
28,2023/10/21,Sat,Pakistan,McChicken Double,603.00,2.16,Double Patty Burgers,Regular
29,2023/10/21,Sat,Pakistan,Double Big Mac,948.00,3.40,Double Patty Burgers,Regular
30,2023/10/21,Sat,Pakistan,Quarter Pounder Double,1034.00,3.71,Double Patty Burgers,Regular
31,2023/10/21,Sat,Pakistan,Filet-O-Fish Double,888.00,3.18,Double Patty Burgers,Regular
32,2023/10/21,Sat,Pakistan,2 Pieces Crispy Chicken,634.00,2.27,Crispy Chicken,Regular
33,2023/10/21,Sat,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,806.00,2.89,Crispy Chicken,Regular
34,2023/10/21,Sat,Pakistan,3 Pieces Crispy Chicken,806.00,2.89,Crispy Chicken,Regular
35,2023/10/21,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,7.22,Crispy Chicken,Regular
36,2023/10/21,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,7.22,Crispy Chicken,Regular
37,2023/10/21,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,7.22,Share Bag,Regular
38,2023/10/21,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,7.22,Share Bag,Regular
39,2023/10/21,Sat,Pakistan,Happy Meal Beef Burger ,530.00,1.90,Happy Meals,Regular
40,2023/10/21,Sat,Pakistan,Happy Meal Cheese Burger,569.00,2.04,Happy Meals,Regular
41,2023/10/21,Sat,Pakistan,Happy Meal Chicken Burger ,569.00,2.04,Happy Meals,Regular
42,2023/10/21,Sat,Pakistan,Happy Meal 4pcs Chicken McNuggets,569.00,2.04,Happy Meals,Regular
43,2023/10/21,Sat,Pakistan,McFlurry - Fudge Brownie,483.00,1.73,Desserts,Regular
44,2023/10/21,Sat,Pakistan,Double Chocolate Pie,375.00,1.35,Desserts,Regular
45,2023/10/21,Sat,Pakistan,McFlurry - Oreo,435.00,1.56,Desserts,Regular
46,2023/10/21,Sat,Pakistan,Chocolate Sundae,375.00,1.35,Desserts,Regular
47,2023/10/21,Sat,Pakistan,Strawberry Sundae,375.00,1.35,Desserts,Regular
48,2023/10/21,Sat,Pakistan,Apple Pie,375.00,1.35,Desserts,Regular
49,2023/10/21,Sat,Pakistan,Any 2 Regular Shakes,345.00,1.24,Beverages,Regular
50,2023/10/21,Sat,Pakistan,Cardamom Tea,289.00,1.04,Beverages,Regular
51,2023/10/21,Sat,Pakistan,Regular Tea,254.00,0.91,Beverages,Regular
52,2023/10/21,Sat,Pakistan,Green Tea,203.00,0.73,Beverages,Regular
53,2023/10/21,Sat,Pakistan,Orange Juice,332.00,1.19,Beverages,Regular
54,2023/10/21,Sat,Pakistan,Vanila Shake,375.00,1.35,Beverages,Regular
55,2023/10/21,Sat,Pakistan,Chocolate Shake,375.00,1.35,Beverages,Regular
56,2023/10/21,Sat,Pakistan,Strawberry Shake,375.00,1.35,Beverages,Regular
57,2023/10/21,Sat,Pakistan,McFizz Strawberry,289.00,1.04,Beverages,Regular
58,2023/10/21,Sat,Pakistan,Coke,203.00,0.73,Beverages,Regular
59,2023/10/21,Sat,Pakistan,Sprite,203.00,0.73,Beverages,Regular
60,2023/10/21,Sat,Pakistan,Fanta,203.00,0.73,Beverages,Regular
61,2023/10/21,Sat,Pakistan,Coke Zero,203.00,0.73,Beverages,Regular
62,2023/10/21,Sat,Pakistan,Bottled Water,39.00,0.14,Beverages,Regular
63,2023/10/21,Sat,Pakistan,Regular Fries,289.00,1.04,Fries & Sides,Regular
64,2023/10/21,Sat,Pakistan,Chicken McNuggets 6 pcs,530.00,1.90,Fries & Sides,Regular
65,2023/10/21,Sat,Pakistan,Chicken McNuggets 9 pcs,694.00,2.49,Fries & Sides,Regular
66,2023/10/21,Sat,Pakistan,Chicken McNuggets 20 pcs,1151.00,4.13,Fries & Sides,Regular
67,2023/10/21,Sat,Pakistan,Chocolate Lava Cake,315.00,1.13,McCafé Bakery,Regular
