,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2023/02/04,Sat,Pakistan,"Hot N Crispy Burger, Spicy Chicken Burger & 2 Regular Drinks",591.00,2.15,Delivery Exclusive,Regular
2,2023/02/04,Sat,Pakistan,McFlurry - Fudge Brownie,483.00,1.76,★What's New★,Regular
3,2023/02/04,Sat,Pakistan,Hot n Crispy Burger,332.00,1.21,Chicken & Fish,Regular
4,2023/02/04,Sat,Pakistan,Chicken Mac,659.00,2.40,Chicken & Fish,Regular
5,2023/02/04,Sat,Pakistan,McChicken ,478.00,1.74,Chicken & Fish,Regular
6,2023/02/04,Sat,Pakistan,Grand Chicken Spicy,823.00,2.99,Chicken & Fish,Regular
7,2023/02/04,Sat,Pakistan,McArabia,543.00,1.97,Chicken & Fish,Regular
8,2023/02/04,Sat,Pakistan,Chicken McNuggets 6 pcs,530.00,1.93,Chicken & Fish,Regular
9,2023/02/04,Sat,Pakistan,Chicken McNuggets 9 pcs,694.00,2.52,Chicken & Fish,Regular
10,2023/02/04,Sat,Pakistan,Chicken McNuggets 20 pcs,1151.00,4.18,Chicken & Fish,Regular
11,2023/02/04,Sat,Pakistan,Chicken Burger with Cheese,384.00,1.40,Chicken & Fish,Regular
12,2023/02/04,Sat,Pakistan,Value McArabia Chicken,332.00,1.21,Chicken & Fish,Regular
13,2023/02/04,Sat,Pakistan,Mini McRoyale,444.00,1.61,Chicken & Fish,Regular
14,2023/02/04,Sat,Pakistan,Cheese Burger,392.00,1.42,Chicken & Fish,Regular
15,2023/02/04,Sat,Pakistan,Filet-O-Fish ,616.00,2.24,Chicken & Fish,Regular
16,2023/02/04,Sat,Pakistan,Garlic Mayo Wrap,401.00,1.46,Chicken & Fish,Regular
17,2023/02/04,Sat,Pakistan,Chipotle Wrap,401.00,1.46,Chicken & Fish,Regular
18,2023/02/04,Sat,Pakistan,BBQ Wrap,401.00,1.46,Chicken & Fish,Regular
19,2023/02/04,Sat,Pakistan,Big Mac,703.00,2.56,Beef,Regular
20,2023/02/04,Sat,Pakistan,Quarter Pounder,703.00,2.56,Beef,Regular
21,2023/02/04,Sat,Pakistan,McRoyale ,703.00,2.56,Beef,Regular
22,2023/02/04,Sat,Pakistan,Double Cheese Burger,651.00,2.37,Beef,Regular
23,2023/02/04,Sat,Pakistan,Hot n Crispy Double,345.00,1.25,Double Patty Burgers,Regular
24,2023/02/04,Sat,Pakistan,McChicken Double,603.00,2.19,Double Patty Burgers,Regular
25,2023/02/04,Sat,Pakistan,Double Big Mac,948.00,3.45,Double Patty Burgers,Regular
26,2023/02/04,Sat,Pakistan,Quarter Pounder Double,1034.00,3.76,Double Patty Burgers,Regular
27,2023/02/04,Sat,Pakistan,Filet-O-Fish Double,888.00,3.23,Double Patty Burgers,Regular
28,2023/02/04,Sat,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,1.55,Crispy Chicken,Regular
29,2023/02/04,Sat,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,1.55,Crispy Chicken,Regular
30,2023/02/04,Sat,Pakistan,2 Pieces Crispy Chicken,634.00,2.30,Crispy Chicken,Regular
31,2023/02/04,Sat,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,806.00,2.93,Crispy Chicken,Regular
32,2023/02/04,Sat,Pakistan,3 Pieces Crispy Chicken,806.00,2.93,Crispy Chicken,Regular
33,2023/02/04,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,7.32,Crispy Chicken,Regular
34,2023/02/04,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,7.32,Crispy Chicken,Regular
35,2023/02/04,Sat,Pakistan,Chicken Value Sharebag,1841.00,6.69,Share Bag,Regular
36,2023/02/04,Sat,Pakistan,Chicken Plus - Share Bag,2099.00,7.63,Share Bag,Regular
37,2023/02/04,Sat,Pakistan,9pcs Spicy Chicken Bucket Meal,2013.00,7.32,Share Bag,Regular
38,2023/02/04,Sat,Pakistan,9pcs Crispy Chicken Bucket Meal,2013.00,7.32,Share Bag,Regular
39,2023/02/04,Sat,Pakistan,Happy Meal Beef Burger ,530.00,1.93,Happy Meals,Regular
40,2023/02/04,Sat,Pakistan,Happy Meal Cheese Burger,569.00,2.07,Happy Meals,Regular
41,2023/02/04,Sat,Pakistan,Happy Meal Chicken Burger ,569.00,2.07,Happy Meals,Regular
42,2023/02/04,Sat,Pakistan,Happy Meal 4pcs Chicken McNuggets,569.00,2.07,Happy Meals,Regular
43,2023/02/04,Sat,Pakistan,McFlurry - Fudge Brownie,483.00,1.76,Desserts,Regular
44,2023/02/04,Sat,Pakistan,Apple Pie,375.00,1.36,Desserts,Regular
45,2023/02/04,Sat,Pakistan,McFlurry Oreo,435.00,1.58,Desserts,Regular
46,2023/02/04,Sat,Pakistan,Hot Fudge Sundae,375.00,1.36,Desserts,Regular
47,2023/02/04,Sat,Pakistan,Strawberry Sundae,375.00,1.36,Desserts,Regular
48,2023/02/04,Sat,Pakistan,Cardamom Tea,289.00,1.05,Beverages,Regular
49,2023/02/04,Sat,Pakistan,Regular Tea,254.00,0.92,Beverages,Regular
50,2023/02/04,Sat,Pakistan,Green Tea,203.00,0.74,Beverages,Regular
51,2023/02/04,Sat,Pakistan,Orange Juice,332.00,1.21,Beverages,Regular
52,2023/02/04,Sat,Pakistan,Vanila Shake,375.00,1.36,Beverages,Regular
53,2023/02/04,Sat,Pakistan,Chocolate Shake,375.00,1.36,Beverages,Regular
54,2023/02/04,Sat,Pakistan,Strawberry Shake,375.00,1.36,Beverages,Regular
55,2023/02/04,Sat,Pakistan,McFizz Strawberry,289.00,1.05,Beverages,Regular
56,2023/02/04,Sat,Pakistan,Coke,203.00,0.74,Beverages,Regular
57,2023/02/04,Sat,Pakistan,Sprite,203.00,0.74,Beverages,Regular
58,2023/02/04,Sat,Pakistan,Fanta,203.00,0.74,Beverages,Regular
59,2023/02/04,Sat,Pakistan,Coke Zero,203.00,0.74,Beverages,Regular
60,2023/02/04,Sat,Pakistan,Bottled Water,39.00,0.14,Beverages,Regular
61,2023/02/04,Sat,Pakistan,Regular Fries,289.00,1.05,Fries & Sides,Regular
62,2023/02/04,Sat,Pakistan,Chicken McNuggets 6 pcs,530.00,1.93,Fries & Sides,Regular
63,2023/02/04,Sat,Pakistan,Chicken McNuggets 9 pcs,694.00,2.52,Fries & Sides,Regular
64,2023/02/04,Sat,Pakistan,Chicken McNuggets 20 pcs,1151.00,4.18,Fries & Sides,Regular
65,2023/02/04,Sat,Pakistan,Chocolate Lava Cake,315.00,1.14,McCafé Bakery,Regular
66,2023/02/04,Sat,Pakistan,Red Velvet Lave Cake,315.00,1.14,McCafé Bakery,Regular
67,2023/02/04,Sat,Pakistan,Oreo Cheese Cake,504.00,1.83,McCafé Bakery,Regular
68,2023/02/04,Sat,Pakistan,Caramel Cake,504.00,1.83,McCafé Bakery,Regular
69,2023/02/04,Sat,Pakistan,Red Velvet Cheese Cake,504.00,1.83,McCafé Bakery,Regular
70,2023/02/04,Sat,Pakistan,Chocolate Fudge Cake,504.00,1.83,McCafé Bakery,Regular
71,2023/02/04,Sat,Pakistan,Tiramisu Cake,504.00,1.83,McCafé Bakery,Regular
