,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
0,2022/04/01,Fri,Pakistan,"Chicken Mac, McChicken & 2 Reg. Drinks",647.00,3.52,Delivery Exclusive,Regular
1,2022/04/01,Fri,Pakistan,Hot n Crispy Burger,259.00,1.41,★What's New★,Regular
2,2022/04/01,Fri,Pakistan,McFlurry KitKat,388.00,2.11,★What's New★,Regular
3,2022/04/01,Fri,Pakistan,KitKat Shake,366.00,1.99,★What's New★,Regular
4,2022/04/01,Fri,Pakistan,Hot n Crispy Burger,259.00,1.41,Chicken & Fish,Regular
5,2022/04/01,Fri,Pakistan,McCrispy - Mayonnaise,444.00,2.41,Chicken & Fish,Regular
6,2022/04/01,Fri,Pakistan,Chicken Mac,556.00,3.02,Chicken & Fish,Regular
7,2022/04/01,Fri,Pakistan,McChicken ,384.00,2.09,Chicken & Fish,Regular
8,2022/04/01,Fri,Pakistan,Grand Chicken Spicy,685.00,3.72,Chicken & Fish,Regular
9,2022/04/01,Fri,Pakistan,McArabia,625.00,3.40,Chicken & Fish,Regular
10,2022/04/01,Fri,Pakistan,Chicken McNuggets 6 pcs,453.00,2.46,Chicken & Fish,Regular
11,2022/04/01,Fri,Pakistan,Chicken McNuggets 9 pcs,591.00,3.21,Chicken & Fish,Regular
12,2022/04/01,Fri,Pakistan,Chicken McNuggets 20 pcs,927.00,5.04,Chicken & Fish,Regular
13,2022/04/01,Fri,Pakistan,Chicken Burger with Cheese,306.00,1.66,Chicken & Fish,Regular
14,2022/04/01,Fri,Pakistan,Value McArabia Chicken,358.00,1.95,Chicken & Fish,Regular
15,2022/04/01,Fri,Pakistan,Mini McRoyale,358.00,1.95,Chicken & Fish,Regular
16,2022/04/01,Fri,Pakistan,Cheese Burger,323.00,1.76,Chicken & Fish,Regular
17,2022/04/01,Fri,Pakistan,Filet-O-Fish ,470.00,2.55,Chicken & Fish,Regular
18,2022/04/01,Fri,Pakistan,Chipotle Wrap,319.00,1.73,Chicken & Fish,Regular
19,2022/04/01,Fri,Pakistan,BBQ Wrap,319.00,1.73,Chicken & Fish,Regular
20,2022/04/01,Fri,Pakistan,Big Mac,556.00,3.02,Beef,Regular
21,2022/04/01,Fri,Pakistan,Quarter Pounder,556.00,3.02,Beef,Regular
22,2022/04/01,Fri,Pakistan,McRoyale ,556.00,3.02,Beef,Regular
23,2022/04/01,Fri,Pakistan,Double Cheese Burger,487.00,2.65,Beef,Regular
24,2022/04/01,Fri,Pakistan,Spicy McCrispy Double,668.00,3.63,Double Patty Burgers,Regular
25,2022/04/01,Fri,Pakistan,McChicken Double,573.00,3.11,Double Patty Burgers,Regular
26,2022/04/01,Fri,Pakistan,Double Big Mac,711.00,3.86,Double Patty Burgers,Regular
27,2022/04/01,Fri,Pakistan,Quarter Pounder Double,754.00,4.10,Double Patty Burgers,Regular
28,2022/04/01,Fri,Pakistan,Filet-O-Fish Double,582.00,3.16,Double Patty Burgers,Regular
29,2022/04/01,Fri,Pakistan,2pcs Spicy Chicken With Regular Drink,427.00,2.32,Crispy Fried Chicken,Regular
30,2022/04/01,Fri,Pakistan,2pcs Crispy Chicken With Regular Drink,427.00,2.32,Crispy Fried Chicken,Regular
31,2022/04/01,Fri,Pakistan,2 Pieces Crispy Chicken,573.00,3.11,Crispy Fried Chicken,Regular
32,2022/04/01,Fri,Pakistan,3 Pieces Spicy Chicken with Regular Fries & Drink,711.00,3.86,Crispy Fried Chicken,Regular
33,2022/04/01,Fri,Pakistan,3 Pieces Crispy Chicken,711.00,3.86,Crispy Fried Chicken,Regular
34,2022/04/01,Fri,Pakistan,9pcs Spicy Chicken Bucket Meal,1789.00,9.72,Crispy Fried Chicken,Regular
35,2022/04/01,Fri,Pakistan,9pcs Crispy Chicken Bucket Meal,1789.00,9.72,Crispy Fried Chicken,Regular
36,2022/04/01,Fri,Pakistan,Chicken Value Sharebag,1737.00,9.44,Share Bag,Regular
37,2022/04/01,Fri,Pakistan,Share Bag- CHICKEN PLUS,1909.00,10.38,Share Bag,Regular
38,2022/04/01,Fri,Pakistan,9pcs Spicy Chicken Bucket Meal,1789.00,9.72,Share Bag,Regular
39,2022/04/01,Fri,Pakistan,9pcs Crispy Chicken Bucket Meal,1789.00,9.72,Share Bag,Regular
40,2022/04/01,Fri,Pakistan,Happy Meal Beef Burger ,366.00,1.99,Happy Meals,Regular
41,2022/04/01,Fri,Pakistan,Happy Meal Cheese Burger,453.00,2.46,Happy Meals,Regular
42,2022/04/01,Fri,Pakistan,Happy Meal Chicken Burger ,453.00,2.46,Happy Meals,Regular
43,2022/04/01,Fri,Pakistan,Happy Meal 4pcs Chicken McNuggets,453.00,2.46,Happy Meals,Regular
44,2022/04/01,Fri,Pakistan,Double Chocolate Pie,241.00,1.31,Desserts,Regular
45,2022/04/01,Fri,Pakistan,McFlurry KitKat,388.00,2.11,Desserts,Regular
46,2022/04/01,Fri,Pakistan,Apple Pie,237.00,1.29,Desserts,Regular
47,2022/04/01,Fri,Pakistan,Sundae Brownie,349.00,1.90,Desserts,Regular
48,2022/04/01,Fri,Pakistan,McFlurry Oreo,349.00,1.90,Desserts,Regular
49,2022/04/01,Fri,Pakistan,Hot Fudge Sundae,323.00,1.76,Desserts,Regular
50,2022/04/01,Fri,Pakistan,Strawberry Sundae,323.00,1.76,Desserts,Regular
51,2022/04/01,Fri,Pakistan,Cardamom Tea,237.00,1.29,Beverages,Regular
52,2022/04/01,Fri,Pakistan,Regular Tea,194.00,1.05,Beverages,Regular
53,2022/04/01,Fri,Pakistan,Green Tea,177.00,0.96,Beverages,Regular
54,2022/04/01,Fri,Pakistan,Orange Juice,272.00,1.48,Beverages,Regular
55,2022/04/01,Fri,Pakistan,Vanila Shake,323.00,1.76,Beverages,Regular
56,2022/04/01,Fri,Pakistan,KitKat Shake,366.00,1.99,Beverages,Regular
