,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2023/07/03,Mon,Pakistan,Mini McArabia,332.00,1.17,Delivery Exclusive,Regular
2,2023/07/03,Mon,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,1.06,★What's New★,Regular
3,2023/07/03,Mon,Pakistan,Any 2 Regular Shakes,345.00,1.21,★What's New★,Regular
4,2023/07/03,Mon,Pakistan,McFlurry - Fudge Brownie,483.00,1.70,★What's New★,Regular
5,2023/07/03,Mon,Pakistan,1 Spicy McCrispy + 1 Regular Drink,302.00,1.06,Chicken & Fish,Regular
6,2023/07/03,Mon,Pakistan,Hot n Crispy Burger,332.00,1.17,Chicken & Fish,Regular
7,2023/07/03,Mon,Pakistan,Spicy McCrispy,522.00,1.83,Chicken & Fish,Regular
8,2023/07/03,Mon,Pakistan,Chicken Mac,659.00,2.31,Chicken & Fish,Regular
9,2023/07/03,Mon,Pakistan,McChicken ,478.00,1.68,Chicken & Fish,Regular
10,2023/07/03,Mon,Pakistan,Grand Chicken Spicy,823.00,2.89,Chicken & Fish,Regular
11,2023/07/03,Mon,Pakistan,McArabia,543.00,1.91,Chicken & Fish,Regular
12,2023/07/03,Mon,Pakistan,Chicken McNuggets 6 pcs,530.00,1.86,Chicken & Fish,Regular
13,2023/07/03,Mon,Pakistan,Chicken McNuggets 9 pcs,694.00,2.44,Chicken & Fish,Regular
14,2023/07/03,Mon,Pakistan,Chicken McNuggets 20 pcs,1151.00,4.04,Chicken & Fish,Regular
15,2023/07/03,Mon,Pakistan,Chicken Burger with Cheese,384.00,1.35,Chicken & Fish,Regular
16,2023/07/03,Mon,Pakistan,Mini McArabia,332.00,1.17,Chicken & Fish,Regular
17,2023/07/03,Mon,Pakistan,Cheese Burger,392.00,1.38,Chicken & Fish,Regular
18,2023/07/03,Mon,Pakistan,Garlic Mayo Wrap,401.00,1.41,Chicken & Fish,Regular
19,2023/07/03,Mon,Pakistan,Chipotle Wrap,401.00,1.41,Chicken & Fish,Regular
20,2023/07/03,Mon,Pakistan,BBQ Wrap,401.00,1.41,Chicken & Fish,Regular
21,2023/07/03,Mon,Pakistan,Big Mac,703.00,2.47,Beef,Regular
22,2023/07/03,Mon,Pakistan,Quarter Pounder,703.00,2.47,Beef,Regular
23,2023/07/03,Mon,Pakistan,McRoyale ,703.00,2.47,Beef,Regular
24,2023/07/03,Mon,Pakistan,Double Cheese Burger,651.00,2.29,Beef,Regular
25,2023/07/03,Mon,Pakistan,Spicy McCrispy Double,776.00,2.73,Double Patty Burgers,Regular
