,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2022/12/06,Tue,Pakistan,Spicy Chicken Burger & Drink,194.00,0.86,Delivery Exclusive,Regular
2,2022/12/06,Tue,Pakistan,"Hot N Crispy Burger, Spicy Chicken Burger & 2 Regular Drinks",591.00,2.63,Delivery Exclusive,Regular
3,2022/12/06,Tue,Pakistan,Chicken Mac & Regular Drink,496.00,2.21,Delivery Exclusive,Midnight Menu
4,2022/12/06,Tue,Pakistan,11pc McNuggets & Regular Drink,560.00,2.49,Delivery Exclusive,Midnight Menu
5,2022/12/06,Tue,Pakistan,Strawberry Sundae,254.00,1.13,Delivery Exclusive,Midnight Menu
6,2022/12/06,Tue,Pakistan,Spicy McCrispy,522.00,2.33,★What's New★,Regular
7,2022/12/06,Tue,Pakistan,Chicken McNuggets 11 pcs,694.00,3.09,★What's New★,Regular
8,2022/12/06,Tue,Pakistan,BOGO Double Chocolate Pie,375.00,1.67,★What's New★,Regular
9,2022/12/06,Tue,Pakistan,McFlurry - Fudge Brownie,483.00,2.15,★What's New★,Regular
10,2022/12/06,Tue,Pakistan,Cappuccino & Latte,547.00,2.44,★What's New★,Regular
11,2022/12/06,Tue,Pakistan,Any Donut with Coffee,547.00,2.44,★What's New★,Regular
12,2022/12/06,Tue,Pakistan,Chicken McNuggets 11 pcs,694.00,3.09,Chicken & Fish,Regular
13,2022/12/06,Tue,Pakistan,Spicy McCrispy,522.00,2.33,Chicken & Fish,Regular
14,2022/12/06,Tue,Pakistan,Hot n Crispy Burger,332.00,1.48,Chicken & Fish,Regular
15,2022/12/06,Tue,Pakistan,Chicken Mac,659.00,2.94,Chicken & Fish,Regular
16,2022/12/06,Tue,Pakistan,McChicken ,478.00,2.13,Chicken & Fish,Regular
17,2022/12/06,Tue,Pakistan,Grand Chicken Spicy,823.00,3.67,Chicken & Fish,Regular
18,2022/12/06,Tue,Pakistan,McArabia,703.00,3.13,Chicken & Fish,Regular
19,2022/12/06,Tue,Pakistan,Chicken McNuggets 6 pcs,530.00,2.36,Chicken & Fish,Regular
