,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2022/08/13,Sat,Australia,Mighty McMuffin,8.00,5.67,Most Popular,Breakfast Menu
2,2022/08/13,Sat,Australia,Sausage & Egg McMuffin,5.90,4.19,Most Popular,Breakfast Menu
3,2022/08/13,Sat,Australia,Bacon & Egg McMuffin,5.65,4.01,Most Popular,Breakfast Menu
4,2022/08/13,Sat,Australia,Brekkie Bundle,29.95,21.24,Most Popular,Breakfast Menu
5,2022/08/13,Sat,Australia,Hash Brown,3.20,2.27,Most Popular,Breakfast Menu
6,2022/08/13,Sat,Australia,Hotcakes with Butter & Syrup,6.90,4.89,Most Popular,Breakfast Menu
7,2022/08/13,Sat,Australia,Big Mac,7.45,5.28,All Day Menu,Breakfast Menu
8,2022/08/13,Sat,Australia,Cheeseburger,4.45,3.16,All Day Menu,Breakfast Menu
9,2022/08/13,Sat,Australia,Double Cheeseburger,6.15,4.36,All Day Menu,Breakfast Menu
10,2022/08/13,Sat,Australia,Small Fries,3.15,2.23,All Day Menu,Breakfast Menu
11,2022/08/13,Sat,Australia,Chicken McNuggets - 3pc,5.40,3.83,All Day Menu,Breakfast Menu
12,2022/08/13,Sat,Australia,Chicken McNuggets - 6pc,7.90,5.60,All Day Menu,Breakfast Menu
13,2022/08/13,Sat,Australia,Chicken McNuggets - 20pc,15.00,10.64,All Day Menu,Breakfast Menu
14,2022/08/13,Sat,Australia,Chicken McNuggets - 40pc,29.45,20.89,All Day Menu,Breakfast Menu
15,2022/08/13,Sat,Australia,Mighty McMuffin,8.00,5.67,McMuffins,Breakfast Menu
16,2022/08/13,Sat,Australia,Double Bacon & Egg McMuffin,6.60,4.68,McMuffins,Breakfast Menu
17,2022/08/13,Sat,Australia,Sausage & Egg McMuffin,5.90,4.19,McMuffins,Breakfast Menu
18,2022/08/13,Sat,Australia,Bacon & Egg McMuffin,5.65,4.01,McMuffins,Breakfast Menu
19,2022/08/13,Sat,Australia,Sausage McMuffin,5.45,3.87,McMuffins,Breakfast Menu
20,2022/08/13,Sat,Australia,Double Sausage & Egg McMuffin,7.00,4.97,McMuffins,Breakfast Menu
