,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/05/18,Sat,Australia,Chicken McMuffin,6.85,4.59,Most Popular,Breakfast Menu
2,2024/05/18,Sat,Australia,Chicken & Bacon McMuffin,7.85,5.26,Most Popular,Breakfast Menu
3,2024/05/18,Sat,Australia,Mighty McMuffin,8.65,5.79,Most Popular,Breakfast Menu
4,2024/05/18,Sat,Australia,Bacon & Egg McMuffin,6.55,4.39,Most Popular,Breakfast Menu
5,2024/05/18,Sat,Australia,Sausage & Egg McMuffin,7.10,4.75,Most Popular,Breakfast Menu
6,2024/05/18,Sat,Australia,Hash Brown,3.65,2.44,Most Popular,Breakfast Menu
7,2024/05/18,Sat,Australia,Hotcakes with Butter & Syrup,7.55,5.06,Most Popular,Breakfast Menu
8,2024/05/18,Sat,Australia,Small Fries,3.95,2.65,All Day Menu,Breakfast Menu
9,2024/05/18,Sat,Australia,Big Mac,8.50,5.69,All Day Menu,Breakfast Menu
10,2024/05/18,Sat,Australia,Chicken McMuffin,6.85,4.59,McMuffins,Breakfast Menu
11,2024/05/18,Sat,Australia,Chicken & Bacon McMuffin,7.85,5.26,McMuffins,Breakfast Menu
12,2024/05/18,Sat,Australia,Mighty McMuffin,8.65,5.79,McMuffins,Breakfast Menu
13,2024/05/18,Sat,Australia,Double Bacon & Egg McMuffin,7.80,5.22,McMuffins,Breakfast Menu
14,2024/05/18,Sat,Australia,Bacon & Egg McMuffin,6.55,4.39,McMuffins,Breakfast Menu
15,2024/05/18,Sat,Australia,Big Brekkie Burger,10.15,6.80,McMuffins,Breakfast Menu
16,2024/05/18,Sat,Australia,Double Sausage & Egg McMuffin,8.25,5.53,McMuffins,Breakfast Menu
17,2024/05/18,Sat,Australia,Sausage & Egg McMuffin,7.10,4.75,McMuffins,Breakfast Menu
18,2024/05/18,Sat,Australia,Sausage McMuffin,6.55,4.39,McMuffins,Breakfast Menu
19,2024/05/18,Sat,Australia,Double Sausage McMuffin,7.80,5.22,McMuffins,Breakfast Menu
20,2024/05/18,Sat,Australia,Small Chocolate Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
21,2024/05/18,Sat,Australia,Small Strawberry Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
22,2024/05/18,Sat,Australia,Small Vanilla Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
23,2024/05/18,Sat,Australia,Medium Chocolate Frappé,6.55,4.39,Shakes & Frappes,Breakfast Menu
24,2024/05/18,Sat,Australia,Medium Coffee Frappé,6.55,4.39,Shakes & Frappes,Breakfast Menu
