,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2023/03/25,Sat,Australia,Hash Brown,3.40,2.26,Most Popular,Breakfast Menu
2,2023/03/25,Sat,Australia,Bacon & Egg McMuffin,6.15,4.09,Most Popular,Breakfast Menu
3,2023/03/25,Sat,Australia,Mighty McMuffin,8.45,5.62,Most Popular,Breakfast Menu
4,2023/03/25,Sat,Australia,Sausage & Egg McMuffin,6.45,4.29,Most Popular,Breakfast Menu
5,2023/03/25,Sat,Australia,Hotcakes with Butter & Syrup,7.40,4.92,Most Popular,Breakfast Menu
6,2023/03/25,Sat,Australia,Brekkie Bundle,29.95,19.90,Most Popular,Breakfast Menu
7,2023/03/25,Sat,Australia,Double Cheeseburger,6.35,4.22,All Day Menu,Breakfast Menu
8,2023/03/25,Sat,Australia,Chicken McNuggets - 6pc,8.35,5.55,All Day Menu,Breakfast Menu
9,2023/03/25,Sat,Australia,Cheeseburger,4.80,3.19,All Day Menu,Breakfast Menu
10,2023/03/25,Sat,Australia,Big Mac,8.00,5.32,All Day Menu,Breakfast Menu
11,2023/03/25,Sat,Australia,Small Fries,3.40,2.26,All Day Menu,Breakfast Menu
12,2023/03/25,Sat,Australia,Chicken McNuggets - 20pc,15.45,10.27,All Day Menu,Breakfast Menu
13,2023/03/25,Sat,Australia,Chicken McNuggets - 3pc,5.40,3.59,All Day Menu,Breakfast Menu
14,2023/03/25,Sat,Australia,Chicken McNuggets - 40pc,29.45,19.57,All Day Menu,Breakfast Menu
15,2023/03/25,Sat,Australia,10pc Chicken McNuggets,10.00,6.65,All Day Menu,Breakfast Menu
16,2023/03/25,Sat,Australia,Bacon & Egg McMuffin,6.15,4.09,McMuffins,Breakfast Menu
17,2023/03/25,Sat,Australia,Sausage & Egg McMuffin,6.45,4.29,McMuffins,Breakfast Menu
18,2023/03/25,Sat,Australia,Mighty McMuffin,8.45,5.62,McMuffins,Breakfast Menu
19,2023/03/25,Sat,Australia,Brekkie Bundle,29.95,19.90,McMuffins,Breakfast Menu
20,2023/03/25,Sat,Australia,Sausage McMuffin,6.00,3.99,McMuffins,Breakfast Menu
21,2023/03/25,Sat,Australia,Big Brekkie Burger,9.35,6.21,McMuffins,Breakfast Menu
22,2023/03/25,Sat,Australia,Double Bacon & Egg McMuffin,7.20,4.78,McMuffins,Breakfast Menu
23,2023/03/25,Sat,Australia,Double Sausage & Egg McMuffin,7.50,4.98,McMuffins,Breakfast Menu
24,2023/03/25,Sat,Australia,Double Sausage McMuffin,7.40,4.92,McMuffins,Breakfast Menu
25,2023/03/25,Sat,Australia,Medium Coffee Frappé,6.10,4.05,Shakes & Frappes,Breakfast Menu
26,2023/03/25,Sat,Australia,Medium Chocolate Frappé,6.10,4.05,Shakes & Frappes,Breakfast Menu
27,2023/03/25,Sat,Australia,Medium Salted Caramel Frappé,6.10,4.05,Shakes & Frappes,Breakfast Menu
28,2023/03/25,Sat,Australia,Small Frozen Coke®,4.30,2.86,Soft Drinks,Breakfast Menu
29,2023/03/25,Sat,Australia,Small Coke® No Sugar,4.30,2.86,Soft Drinks,Breakfast Menu
