,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/05/21,Tue,Australia,Chicken McMuffin,6.85,4.57,Most Popular,Breakfast Menu
2,2024/05/21,Tue,Australia,Chicken & Bacon McMuffin,7.85,5.24,Most Popular,Breakfast Menu
3,2024/05/21,Tue,Australia,Mighty McMuffin,8.65,5.77,Most Popular,Breakfast Menu
4,2024/05/21,Tue,Australia,Bacon & Egg McMuffin,6.55,4.37,Most Popular,Breakfast Menu
5,2024/05/21,Tue,Australia,Sausage & Egg McMuffin,7.10,4.74,Most Popular,Breakfast Menu
6,2024/05/21,Tue,Australia,Hash Brown,3.65,2.44,Most Popular,Breakfast Menu
7,2024/05/21,Tue,Australia,Hotcakes with Butter & Syrup,7.55,5.04,Most Popular,Breakfast Menu
8,2024/05/21,Tue,Australia,Small Fries,3.95,2.64,All Day Menu,Breakfast Menu
9,2024/05/21,Tue,Australia,Big Mac,8.50,5.67,All Day Menu,Breakfast Menu
10,2024/05/21,Tue,Australia,Chicken McMuffin,6.85,4.57,McMuffins,Breakfast Menu
11,2024/05/21,Tue,Australia,Chicken & Bacon McMuffin,7.85,5.24,McMuffins,Breakfast Menu
12,2024/05/21,Tue,Australia,Mighty McMuffin,8.65,5.77,McMuffins,Breakfast Menu
13,2024/05/21,Tue,Australia,Double Bacon & Egg McMuffin,7.80,5.20,McMuffins,Breakfast Menu
14,2024/05/21,Tue,Australia,Bacon & Egg McMuffin,6.55,4.37,McMuffins,Breakfast Menu
15,2024/05/21,Tue,Australia,Big Brekkie Burger,10.15,6.77,McMuffins,Breakfast Menu
16,2024/05/21,Tue,Australia,Double Sausage & Egg McMuffin,8.25,5.50,McMuffins,Breakfast Menu
17,2024/05/21,Tue,Australia,Sausage & Egg McMuffin,7.10,4.74,McMuffins,Breakfast Menu
18,2024/05/21,Tue,Australia,Sausage McMuffin,6.55,4.37,McMuffins,Breakfast Menu
19,2024/05/21,Tue,Australia,Double Sausage McMuffin,7.80,5.20,McMuffins,Breakfast Menu
20,2024/05/21,Tue,Australia,Small Chocolate Shake,5.65,3.77,Shakes & Frappes,Breakfast Menu
21,2024/05/21,Tue,Australia,Small Strawberry Shake,5.65,3.77,Shakes & Frappes,Breakfast Menu
22,2024/05/21,Tue,Australia,Small Vanilla Shake,5.65,3.77,Shakes & Frappes,Breakfast Menu
23,2024/05/21,Tue,Australia,Medium Chocolate Frappé,6.55,4.37,Shakes & Frappes,Breakfast Menu
24,2024/05/21,Tue,Australia,Medium Coffee Frappé,6.55,4.37,Shakes & Frappes,Breakfast Menu
25,2024/05/21,Tue,Australia,Medium Salted Caramel Frappé,6.55,4.37,Shakes & Frappes,Breakfast Menu
