,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2022/07/03,Sun,Australia,Mighty McMuffin,7.70,5.25,Most Popular,Breakfast Menu
2,2022/07/03,Sun,Australia,Brekkie Bundle,29.95,20.41,Most Popular,Breakfast Menu
3,2022/07/03,Sun,Australia,Bacon & Egg McMuffin,5.50,3.75,Most Popular,Breakfast Menu
4,2022/07/03,Sun,Australia,Sausage & Egg McMuffin,5.70,3.88,Most Popular,Breakfast Menu
5,2022/07/03,Sun,Australia,Hotcakes with Butter & Syrup,6.70,4.57,Most Popular,Breakfast Menu
6,2022/07/03,Sun,Australia,Hash Brown,2.95,2.01,Most Popular,Breakfast Menu
7,2022/07/03,Sun,Australia,Mighty McMuffin,7.70,5.25,McMuffins,Breakfast Menu
8,2022/07/03,Sun,Australia,Brekkie Bundle,29.95,20.41,McMuffins,Breakfast Menu
9,2022/07/03,Sun,Australia,Bacon & Egg McMuffin,5.50,3.75,McMuffins,Breakfast Menu
10,2022/07/03,Sun,Australia,Double Bacon & Egg McMuffin,6.40,4.36,McMuffins,Breakfast Menu
11,2022/07/03,Sun,Australia,Sausage & Egg McMuffin,5.70,3.88,McMuffins,Breakfast Menu
12,2022/07/03,Sun,Australia,Double Sausage & Egg McMuffin,6.80,4.63,McMuffins,Breakfast Menu
13,2022/07/03,Sun,Australia,Sausage McMuffin,5.20,3.54,McMuffins,Breakfast Menu
14,2022/07/03,Sun,Australia,Double Sausage McMuffin,6.30,4.29,McMuffins,Breakfast Menu
15,2022/07/03,Sun,Australia,Big Brekkie Burger,8.75,5.96,McMuffins,Breakfast Menu
16,2022/07/03,Sun,Australia,Hotcakes with Butter & Syrup,6.70,4.57,More Brekkie Favourites,Breakfast Menu
17,2022/07/03,Sun,Australia,Hash Brown,2.95,2.01,More Brekkie Favourites,Breakfast Menu
18,2022/07/03,Sun,Australia,Big Brekkie Burger,8.75,5.96,More Brekkie Favourites,Breakfast Menu
19,2022/07/03,Sun,Australia,Small Fries,2.95,2.01,All Day Menu,Breakfast Menu
20,2022/07/03,Sun,Australia,Chicken McNuggets - 3pc,5.40,3.68,All Day Menu,Breakfast Menu
21,2022/07/03,Sun,Australia,Chicken McNuggets - 6pc,7.65,5.21,All Day Menu,Breakfast Menu
22,2022/07/03,Sun,Australia,Chicken McNuggets - 20pc,14.85,10.12,All Day Menu,Breakfast Menu
23,2022/07/03,Sun,Australia,Cheeseburger,4.25,2.90,All Day Menu,Breakfast Menu
24,2022/07/03,Sun,Australia,Double Cheeseburger,6.00,4.09,All Day Menu,Breakfast Menu
25,2022/07/03,Sun,Australia,Big Mac,7.25,4.94,All Day Menu,Breakfast Menu
26,2022/07/03,Sun,Australia,Chicken McNuggets - 40pc,29.45,20.07,All Day Menu,Breakfast Menu
27,2022/07/03,Sun,Australia,Small Australiano Chai Coffee  McCafé,5.35,3.65,McCafe Drinks,Breakfast Menu
28,2022/07/03,Sun,Australia,Small Cappuccino McCafe,4.75,3.24,McCafe Drinks,Breakfast Menu
29,2022/07/03,Sun,Australia,Small Flat White McCafe,4.75,3.24,McCafe Drinks,Breakfast Menu
30,2022/07/03,Sun,Australia,Small Long Black McCafe,4.75,3.24,McCafe Drinks,Breakfast Menu
31,2022/07/03,Sun,Australia,Small Hot Chocolate McCafé,4.90,3.34,McCafe Drinks,Breakfast Menu
32,2022/07/03,Sun,Australia,Small Latté McCafe,4.75,3.24,McCafe Drinks,Breakfast Menu
33,2022/07/03,Sun,Australia,Small Mocha McCafe,4.90,3.34,McCafe Drinks,Breakfast Menu
34,2022/07/03,Sun,Australia,Espresso McCafé,3.60,2.45,McCafe Drinks,Breakfast Menu
35,2022/07/03,Sun,Australia,Macchiato McCafé,3.60,2.45,McCafe Drinks,Breakfast Menu
36,2022/07/03,Sun,Australia,Piccolo Latte,3.60,2.45,McCafe Drinks,Breakfast Menu
37,2022/07/03,Sun,Australia,Small Chai Latte McCafé,4.90,3.34,McCafe Drinks,Breakfast Menu
38,2022/07/03,Sun,Australia,Small Iced Australiano Chai Coffee McCafé,6.15,4.19,McCafe Drinks,Breakfast Menu
39,2022/07/03,Sun,Australia,Small McCafé Deluxe Iced Coffee,6.15,4.19,McCafe Drinks,Breakfast Menu
40,2022/07/03,Sun,Australia,Small Iced Chocolate McCafé,5.00,3.41,McCafe Drinks,Breakfast Menu
41,2022/07/03,Sun,Australia,Small Iced Mocha McCafé,5.25,3.58,McCafe Drinks,Breakfast Menu
42,2022/07/03,Sun,Australia,Small Iced Chai Latte McCafé,4.75,3.24,McCafe Drinks,Breakfast Menu
43,2022/07/03,Sun,Australia,Small Iced Latté McCafé,4.95,3.37,McCafe Drinks,Breakfast Menu
44,2022/07/03,Sun,Australia,Zoetic Green Tea,4.10,2.79,McCafe Drinks,Breakfast Menu
45,2022/07/03,Sun,Australia,Zoetic English Breakfast Tea,4.10,2.79,McCafe Drinks,Breakfast Menu
46,2022/07/03,Sun,Australia,Zoetic Peppermint Tea,4.10,2.79,McCafe Drinks,Breakfast Menu
47,2022/07/03,Sun,Australia,Small Orange Juice,4.35,2.96,Juice & Bottled Drinks,Breakfast Menu
48,2022/07/03,Sun,Australia,Apple Juice 250mL,4.10,2.79,Juice & Bottled Drinks,Breakfast Menu
49,2022/07/03,Sun,Australia,Bottled Water 250mL,3.60,2.45,Juice & Bottled Drinks,Breakfast Menu
50,2022/07/03,Sun,Australia,CalciYum™ Chocolate Flavoured Milk,4.35,2.96,Juice & Bottled Drinks,Breakfast Menu
51,2022/07/03,Sun,Australia,Bottled Water 600mL,4.45,3.03,Juice & Bottled Drinks,Breakfast Menu
52,2022/07/03,Sun,Australia,Small Chocolate Shake,5.10,3.48,"Shakes, Frappes & Smoothies",Breakfast Menu
53,2022/07/03,Sun,Australia,Small Strawberry Shake,5.10,3.48,"Shakes, Frappes & Smoothies",Breakfast Menu
54,2022/07/03,Sun,Australia,Small Vanilla Shake,5.10,3.48,"Shakes, Frappes & Smoothies",Breakfast Menu
55,2022/07/03,Sun,Australia,Medium Chocolate Frappé,5.65,3.85,"Shakes, Frappes & Smoothies",Breakfast Menu
56,2022/07/03,Sun,Australia,Medium Coffee Frappé,5.65,3.85,"Shakes, Frappes & Smoothies",Breakfast Menu
57,2022/07/03,Sun,Australia,Medium Salted Caramel Frappé,5.65,3.85,"Shakes, Frappes & Smoothies",Breakfast Menu
58,2022/07/03,Sun,Australia,Small Coke®,3.75,2.56,Soft Drinks,Breakfast Menu
59,2022/07/03,Sun,Australia,Small Diet Coke®,3.75,2.56,Soft Drinks,Breakfast Menu
60,2022/07/03,Sun,Australia,Small Sprite®,3.75,2.56,Soft Drinks,Breakfast Menu
61,2022/07/03,Sun,Australia,Small Fanta®,3.75,2.56,Soft Drinks,Breakfast Menu
62,2022/07/03,Sun,Australia,Small Coke® No Sugar,3.75,2.56,Soft Drinks,Breakfast Menu
63,2022/07/03,Sun,Australia,Small Vanilla Coke®,3.75,2.56,Soft Drinks,Breakfast Menu
64,2022/07/03,Sun,Australia,Small Sparkling Water,3.75,2.56,Soft Drinks,Breakfast Menu
65,2022/07/03,Sun,Australia,Small Frozen Coke®,3.75,2.56,Soft Drinks,Breakfast Menu
66,2022/07/03,Sun,Australia,McFlurry with OREO® Cookie,5.90,4.02,Desserts,Breakfast Menu
67,2022/07/03,Sun,Australia,M&M'S® MINIS McFlurry,5.90,4.02,Desserts,Breakfast Menu
68,2022/07/03,Sun,Australia,Hot Apple Pie,3.00,2.04,Desserts,Breakfast Menu
69,2022/07/03,Sun,Australia,McDonaldland Cookies,1.40,0.95,Desserts,Breakfast Menu
70,2022/07/03,Sun,Australia,Strawberry Sundae,4.40,3.00,Desserts,Breakfast Menu
71,2022/07/03,Sun,Australia,Hot Fudge Sundae,4.40,3.00,Desserts,Breakfast Menu
72,2022/07/03,Sun,Australia,Caramel Sundae,4.40,3.00,Desserts,Breakfast Menu
73,2022/07/03,Sun,Australia,Hot Cake Syrup,0.80,0.55,Breakfast Condiments,Breakfast Menu
74,2022/07/03,Sun,Australia,Sweet 'n Sour Sauce,0.55,0.37,Breakfast Condiments,Breakfast Menu
75,2022/07/03,Sun,Australia,Barbecue Sauce,0.55,0.37,Breakfast Condiments,Breakfast Menu
76,2022/07/03,Sun,Australia,Mustard Sauce,0.55,0.37,Breakfast Condiments,Breakfast Menu
77,2022/07/03,Sun,Australia,Ketchup,0.30,0.20,Breakfast Condiments,Breakfast Menu
78,2022/07/03,Sun,Australia,McChicken Sauce,0.55,0.37,Breakfast Condiments,Breakfast Menu
79,2022/07/03,Sun,Australia,Meal For 2,29.95,20.41,Family & Sharing,Overnight Menu
80,2022/07/03,Sun,Australia,McValue Box,29.95,20.41,Family & Sharing,Overnight Menu
81,2022/07/03,Sun,Australia,McFavourites Box,47.95,32.68,Family & Sharing,Overnight Menu
82,2022/07/03,Sun,Australia,McFamily Box,57.95,39.49,Family & Sharing,Overnight Menu
