,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/05/16,Thu,Australia,Chicken McMuffin,6.85,4.58,Most Popular,Breakfast Menu
2,2024/05/16,Thu,Australia,Chicken & Bacon McMuffin,7.85,5.25,Most Popular,Breakfast Menu
3,2024/05/16,Thu,Australia,Mighty McMuffin,8.65,5.79,Most Popular,Breakfast Menu
4,2024/05/16,Thu,Australia,Bacon & Egg McMuffin,6.55,4.38,Most Popular,Breakfast Menu
5,2024/05/16,Thu,Australia,Sausage & Egg McMuffin,7.10,4.75,Most Popular,Breakfast Menu
6,2024/05/16,Thu,Australia,Hash Brown,3.65,2.44,Most Popular,Breakfast Menu
7,2024/05/16,Thu,Australia,Hotcakes with Butter & Syrup,7.55,5.05,Most Popular,Breakfast Menu
8,2024/05/16,Thu,Australia,Small Fries,3.95,2.64,All Day Menu,Breakfast Menu
9,2024/05/16,Thu,Australia,Big Mac,8.50,5.68,All Day Menu,Breakfast Menu
10,2024/05/16,Thu,Australia,Chicken McMuffin,6.85,4.58,McMuffins,Breakfast Menu
11,2024/05/16,Thu,Australia,Chicken & Bacon McMuffin,7.85,5.25,McMuffins,Breakfast Menu
12,2024/05/16,Thu,Australia,Mighty McMuffin,8.65,5.79,McMuffins,Breakfast Menu
13,2024/05/16,Thu,Australia,Double Bacon & Egg McMuffin,7.80,5.22,McMuffins,Breakfast Menu
14,2024/05/16,Thu,Australia,Bacon & Egg McMuffin,6.55,4.38,McMuffins,Breakfast Menu
15,2024/05/16,Thu,Australia,Big Brekkie Burger,10.15,6.79,McMuffins,Breakfast Menu
16,2024/05/16,Thu,Australia,Double Sausage & Egg McMuffin,8.25,5.52,McMuffins,Breakfast Menu
17,2024/05/16,Thu,Australia,Sausage & Egg McMuffin,7.10,4.75,McMuffins,Breakfast Menu
18,2024/05/16,Thu,Australia,Sausage McMuffin,6.55,4.38,McMuffins,Breakfast Menu
19,2024/05/16,Thu,Australia,Double Sausage McMuffin,7.80,5.22,McMuffins,Breakfast Menu
20,2024/05/16,Thu,Australia,Small Chocolate Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
21,2024/05/16,Thu,Australia,Small Strawberry Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
22,2024/05/16,Thu,Australia,Small Vanilla Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
23,2024/05/16,Thu,Australia,Medium Chocolate Frappé,6.55,4.38,Shakes & Frappes,Breakfast Menu
24,2024/05/16,Thu,Australia,Medium Coffee Frappé,6.55,4.38,Shakes & Frappes,Breakfast Menu
25,2024/05/16,Thu,Australia,Medium Salted Caramel Frappé,6.55,4.38,Shakes & Frappes,Breakfast Menu
26,2024/05/16,Thu,Australia,AFL Captain Cards,2.00,1.34,Shakes & Frappes,Breakfast Menu
27,2024/05/16,Thu,Australia,Small Frozen Coke® K-Wave,4.50,3.01,Soft Drinks,Breakfast Menu
28,2024/05/16,Thu,Australia,Small Coke®,4.50,3.01,Soft Drinks,Breakfast Menu
29,2024/05/16,Thu,Australia,Hot Cross Bun with Cadbury® Choc Chips,2.50,1.67,Desserts,Breakfast Menu
30,2024/05/16,Thu,Australia,Fruit Hot Cross Bun,2.50,1.67,Desserts,Breakfast Menu
31,2024/05/16,Thu,Australia,Apple Crumble Muffin,5.55,3.71,Desserts,Breakfast Menu
32,2024/05/16,Thu,Australia,Double Choc Muffin,5.55,3.71,Desserts,Breakfast Menu
33,2024/05/16,Thu,Australia,Caramello® McFlurry,7.10,4.75,Desserts,Breakfast Menu
34,2024/05/16,Thu,Australia,Caramel Sundae,5.55,3.71,Desserts,Breakfast Menu
35,2024/05/16,Thu,Australia,Strawberry Sundae,5.55,3.71,Desserts,Breakfast Menu
36,2024/05/16,Thu,Australia,Hot Fudge Sundae,5.55,3.71,Desserts,Breakfast Menu
37,2024/05/16,Thu,Australia,Hot Apple Pie,4.35,2.91,Desserts,Breakfast Menu
38,2024/05/16,Thu,Australia,M&M'S® MINIS McFlurry,7.10,4.75,Desserts,Breakfast Menu
39,2024/05/16,Thu,Australia,Chicken McMuffin,6.85,4.58,More Brekkie Favourites,Breakfast Menu
40,2024/05/16,Thu,Australia,Chicken & Bacon McMuffin,7.85,5.25,More Brekkie Favourites,Breakfast Menu
41,2024/05/16,Thu,Australia,Fruit Hot Cross Bun,2.50,1.67,More Brekkie Favourites,Breakfast Menu
42,2024/05/16,Thu,Australia,Double Choc Muffin,5.55,3.71,More Brekkie Favourites,Breakfast Menu
43,2024/05/16,Thu,Australia,Hot Cross Bun with Cadbury® Choc Chips,2.50,1.67,More Brekkie Favourites,Breakfast Menu
44,2024/05/16,Thu,Australia,Apple Crumble Muffin,5.55,3.71,More Brekkie Favourites,Breakfast Menu
45,2024/05/16,Thu,Australia,Hash Brown,3.65,2.44,More Brekkie Favourites,Breakfast Menu
46,2024/05/16,Thu,Australia,Big Brekkie Burger,10.15,6.79,More Brekkie Favourites,Breakfast Menu
47,2024/05/16,Thu,Australia,Hotcakes with Butter & Syrup,7.55,5.05,More Brekkie Favourites,Breakfast Menu
48,2024/05/16,Thu,Australia,Apple Slices,3.85,2.57,More Brekkie Favourites,Breakfast Menu
49,2024/05/16,Thu,Australia,Hot Cake Syrup,1.10,0.74,Breakfast Condiments,Breakfast Menu
50,2024/05/16,Thu,Australia,Sweet 'n Sour Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
51,2024/05/16,Thu,Australia,Barbecue Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
52,2024/05/16,Thu,Australia,McChicken Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
53,2024/05/16,Thu,Australia,Mustard Sauce,0.75,0.50,Breakfast Condiments,Breakfast Menu
54,2024/05/16,Thu,Australia,Ketchup,0.30,0.20,Breakfast Condiments,Breakfast Menu
55,2024/05/16,Thu,Australia,AFL Captain Cards,2.00,1.34,Breakfast Condiments,Breakfast Menu
56,2024/05/16,Thu,Australia,Small Iced Latté McCafé,5.50,3.68,McCafe Drinks,Breakfast Menu
57,2024/05/16,Thu,Australia,Small Cappuccino McCafe,5.15,3.44,McCafe Drinks,Breakfast Menu
58,2024/05/16,Thu,Australia,Small Orange Fruit Drink,5.40,3.61,Juice & Bottled Drinks,Breakfast Menu
59,2024/05/16,Thu,Australia,Apple Juice 250mL,4.90,3.28,Juice & Bottled Drinks,Breakfast Menu
60,2024/05/16,Thu,Australia,Bottled Water 250mL,4.40,2.94,Juice & Bottled Drinks,Breakfast Menu
61,2024/05/16,Thu,Australia,CalciYum™ Chocolate Flavoured Milk,5.30,3.54,Juice & Bottled Drinks,Breakfast Menu
62,2024/05/16,Thu,Australia,Bottled Water 600mL,5.15,3.44,Juice & Bottled Drinks,Breakfast Menu
63,2024/05/16,Thu,Australia,AFL Captain Cards,2.00,1.34,Juice & Bottled Drinks,Breakfast Menu
64,2024/05/16,Thu,Australia,Bottled Water 600mL,5.15,3.44,RMHC Support,Breakfast Menu
65,2024/05/16,Thu,Australia,AFL Bundle for 2,28.95,19.36,Family & Sharing,Overnight Menu
66,2024/05/16,Thu,Australia,AFL Bundle for 4,47.95,32.07,Family & Sharing,Overnight Menu
67,2024/05/16,Thu,Australia,AFL Bundle for 6,59.95,40.09,Family & Sharing,Overnight Menu
68,2024/05/16,Thu,Australia,Meal For 2,29.95,20.03,Family & Sharing,Overnight Menu
69,2024/05/16,Thu,Australia,Macca's Bundle For 2,28.95,19.36,Family & Sharing,Overnight Menu
70,2024/05/16,Thu,Australia,Macca's Bundle For 4,47.95,32.07,Family & Sharing,Overnight Menu
71,2024/05/16,Thu,Australia,Macca's Bundle For 6,59.95,40.09,Family & Sharing,Overnight Menu
72,2024/05/16,Thu,Australia,Chicken McNuggets - 20pc,15.90,10.63,Family & Sharing,Overnight Menu
73,2024/05/16,Thu,Australia,Chicken McNuggets - 10pc,10.55,7.06,Family & Sharing,Overnight Menu
74,2024/05/16,Thu,Australia,Chicken McNuggets - 40pc,29.45,19.70,Family & Sharing,Overnight Menu
75,2024/05/16,Thu,Australia,Grand Big Mac,10.50,7.02,Beef,Overnight Menu
76,2024/05/16,Thu,Australia,Big Mac,8.50,5.68,Beef,Overnight Menu
77,2024/05/16,Thu,Australia,Mac Jr,8.30,5.55,Beef,Overnight Menu
78,2024/05/16,Thu,Australia,Double Quarter Pounder,11.00,7.36,Beef,Overnight Menu
79,2024/05/16,Thu,Australia,Double Big Mac,10.60,7.09,Beef,Overnight Menu
80,2024/05/16,Thu,Australia,Double Cheeseburger,6.55,4.38,Beef,Overnight Menu
81,2024/05/16,Thu,Australia,Triple Cheeseburger,9.60,6.42,Beef,Overnight Menu
82,2024/05/16,Thu,Australia,Quarter Pounder,8.40,5.62,Beef,Overnight Menu
83,2024/05/16,Thu,Australia,Cheeseburger,5.20,3.48,Beef,Overnight Menu
84,2024/05/16,Thu,Australia,Hamburger,4.45,2.98,Beef,Overnight Menu
85,2024/05/16,Thu,Australia,McSpicy Burger,11.40,7.62,Chicken & Fish,Overnight Menu
86,2024/05/16,Thu,Australia,McCrispy,9.15,6.12,Chicken & Fish,Overnight Menu
87,2024/05/16,Thu,Australia,McCrispy Deluxe,10.25,6.86,Chicken & Fish,Overnight Menu
88,2024/05/16,Thu,Australia,McChicken,8.20,5.48,Chicken & Fish,Overnight Menu
89,2024/05/16,Thu,Australia,Chicken McNuggets - 40pc,29.45,19.70,Chicken & Fish,Overnight Menu
90,2024/05/16,Thu,Australia,Chicken McNuggets - 20pc,15.90,10.63,Chicken & Fish,Overnight Menu
91,2024/05/16,Thu,Australia,Double McChicken,10.95,7.32,Chicken & Fish,Overnight Menu
92,2024/05/16,Thu,Australia,Double Filet-O-Fish,9.70,6.49,Chicken & Fish,Overnight Menu
93,2024/05/16,Thu,Australia,Filet-O-Fish,7.60,5.08,Chicken & Fish,Overnight Menu
94,2024/05/16,Thu,Australia,Chicken 'n' Cheese,6.20,4.15,Chicken & Fish,Overnight Menu
95,2024/05/16,Thu,Australia,Chicken McNuggets - 10pc,10.55,7.06,Chicken & Fish,Overnight Menu
96,2024/05/16,Thu,Australia,Chicken McNuggets - 3pc,5.40,3.61,Chicken & Fish,Overnight Menu
97,2024/05/16,Thu,Australia,Chicken McNuggets - 6pc,8.40,5.62,Chicken & Fish,Overnight Menu
98,2024/05/16,Thu,Australia,McChicken Burger,8.20,5.48,Chicken & Fish,Overnight Menu
99,2024/05/16,Thu,Australia,AFL Captain Cards,2.00,1.34,Chicken & Fish,Overnight Menu
100,2024/05/16,Thu,Australia,Chicken McNuggets - 20pc,15.90,10.63,Chicken McNuggets,Overnight Menu
101,2024/05/16,Thu,Australia,Chicken McNuggets - 10pc,10.55,7.06,Chicken McNuggets,Overnight Menu
102,2024/05/16,Thu,Australia,Chicken McNuggets - 40pc,29.45,19.70,Chicken McNuggets,Overnight Menu
103,2024/05/16,Thu,Australia,10pc Chicken McNuggets,10.55,7.06,Chicken McNuggets,Overnight Menu
104,2024/05/16,Thu,Australia,Chicken McNuggets - 6pc,8.40,5.62,Chicken McNuggets,Overnight Menu
105,2024/05/16,Thu,Australia,Chicken McNuggets - 3pc,5.40,3.61,Chicken McNuggets,Overnight Menu
106,2024/05/16,Thu,Australia,AFL Captain Cards,2.00,1.34,Chicken McNuggets,Overnight Menu
107,2024/05/16,Thu,Australia,Onion Rings - 6pc,4.55,3.04,Snacks & Fries,Overnight Menu
108,2024/05/16,Thu,Australia,Hash Brown,3.65,2.44,Snacks & Fries,Overnight Menu
