,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2022/08/27,Sat,Australia,Mighty McMuffin,8.00,5.59,Most Popular,Breakfast Menu
2,2022/08/27,Sat,Australia,Sausage & Egg McMuffin,5.90,4.12,Most Popular,Breakfast Menu
3,2022/08/27,Sat,Australia,Bacon & Egg McMuffin,5.65,3.95,Most Popular,Breakfast Menu
4,2022/08/27,Sat,Australia,Brekkie Bundle,29.95,20.91,Most Popular,Breakfast Menu
5,2022/08/27,Sat,Australia,Hash Brown,3.20,2.23,Most Popular,Breakfast Menu
6,2022/08/27,Sat,Australia,Hotcakes with Butter & Syrup,6.90,4.82,Most Popular,Breakfast Menu
7,2022/08/27,Sat,Australia,Big Mac,7.45,5.20,All Day Menu,Breakfast Menu
8,2022/08/27,Sat,Australia,Cheeseburger,4.45,3.11,All Day Menu,Breakfast Menu
9,2022/08/27,Sat,Australia,Double Cheeseburger,6.15,4.29,All Day Menu,Breakfast Menu
10,2022/08/27,Sat,Australia,Small Fries,3.15,2.20,All Day Menu,Breakfast Menu
11,2022/08/27,Sat,Australia,Chicken McNuggets - 3pc,5.40,3.77,All Day Menu,Breakfast Menu
12,2022/08/27,Sat,Australia,Chicken McNuggets - 6pc,7.90,5.52,All Day Menu,Breakfast Menu
13,2022/08/27,Sat,Australia,Chicken McNuggets - 20pc,15.00,10.47,All Day Menu,Breakfast Menu
14,2022/08/27,Sat,Australia,Chicken McNuggets - 40pc,29.45,20.56,All Day Menu,Breakfast Menu
15,2022/08/27,Sat,Australia,Mighty McMuffin,8.00,5.59,McMuffins,Breakfast Menu
16,2022/08/27,Sat,Australia,Double Bacon & Egg McMuffin,6.60,4.61,McMuffins,Breakfast Menu
17,2022/08/27,Sat,Australia,Sausage & Egg McMuffin,5.90,4.12,McMuffins,Breakfast Menu
18,2022/08/27,Sat,Australia,Bacon & Egg McMuffin,5.65,3.95,McMuffins,Breakfast Menu
19,2022/08/27,Sat,Australia,Sausage McMuffin,5.45,3.81,McMuffins,Breakfast Menu
20,2022/08/27,Sat,Australia,Double Sausage & Egg McMuffin,7.00,4.89,McMuffins,Breakfast Menu
21,2022/08/27,Sat,Australia,Double Sausage McMuffin,6.75,4.71,McMuffins,Breakfast Menu
22,2022/08/27,Sat,Australia,Big Brekkie Burger,9.00,6.28,McMuffins,Breakfast Menu
23,2022/08/27,Sat,Australia,Brekkie Bundle,29.95,20.91,McMuffins,Breakfast Menu
24,2022/08/27,Sat,Australia,Big Brekkie Burger,9.00,6.28,More Brekkie Favourites,Breakfast Menu
25,2022/08/27,Sat,Australia,Hash Brown,3.20,2.23,More Brekkie Favourites,Breakfast Menu
26,2022/08/27,Sat,Australia,Hotcakes with Butter & Syrup,6.90,4.82,More Brekkie Favourites,Breakfast Menu
27,2022/08/27,Sat,Australia,Small Cappuccino McCafe,5.00,3.49,McCafe Drinks,Breakfast Menu
28,2022/08/27,Sat,Australia,Small Flat White McCafe,5.00,3.49,McCafe Drinks,Breakfast Menu
