,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2023/07/20,Thu,Australia,Chicken McNuggets - 6pc,8.35,5.65,Most popular,Breakfast Menu
2,2023/07/20,Thu,Australia,Double Cheeseburger,6.35,4.30,Most popular,Breakfast Menu
3,2023/07/20,Thu,Australia,Big Mac,8.00,5.41,Most popular,Breakfast Menu
4,2023/07/20,Thu,Australia,Bacon & Egg McMuffin,6.15,4.16,Most popular,Breakfast Menu
5,2023/07/20,Thu,Australia,Cheeseburger,4.80,3.25,Most popular,Breakfast Menu
6,2023/07/20,Thu,Australia,OREO® McFlurry,6.75,4.57,Most popular,Breakfast Menu
7,2023/07/20,Thu,Australia,Hot Fudge Sundae,5.20,3.52,Most popular,Breakfast Menu
8,2023/07/20,Thu,Australia,Sausage & Egg McMuffin,6.45,4.36,Most popular,Breakfast Menu
9,2023/07/20,Thu,Australia,Mighty McMuffin,8.45,5.72,Most popular,Breakfast Menu
10,2023/07/20,Thu,Australia,Hotcakes with Butter & Syrup,7.40,5.01,Most popular,Breakfast Menu
11,2023/07/20,Thu,Australia,Hash Brown,3.40,2.30,Most Popular,Breakfast Menu
12,2023/07/20,Thu,Australia,Bacon & Egg McMuffin,6.15,4.16,Most Popular,Breakfast Menu
13,2023/07/20,Thu,Australia,Mighty McMuffin,8.45,5.72,Most Popular,Breakfast Menu
14,2023/07/20,Thu,Australia,Sausage & Egg McMuffin,6.45,4.36,Most Popular,Breakfast Menu
15,2023/07/20,Thu,Australia,Hotcakes with Butter & Syrup,7.40,5.01,Most Popular,Breakfast Menu
16,2023/07/20,Thu,Australia,Brekkie Bundle,29.95,20.26,Most Popular,Breakfast Menu
17,2023/07/20,Thu,Australia,Double Cheeseburger,6.35,4.30,All Day Menu,Breakfast Menu
18,2023/07/20,Thu,Australia,Cheeseburger,4.80,3.25,All Day Menu,Breakfast Menu
19,2023/07/20,Thu,Australia,Chicken McNuggets - 6pc,8.35,5.65,All Day Menu,Breakfast Menu
20,2023/07/20,Thu,Australia,Big Mac,8.00,5.41,All Day Menu,Breakfast Menu
21,2023/07/20,Thu,Australia,Small Fries,3.40,2.30,All Day Menu,Breakfast Menu
22,2023/07/20,Thu,Australia,Chicken McNuggets - 20pc,15.45,10.45,All Day Menu,Breakfast Menu
23,2023/07/20,Thu,Australia,Chicken McNuggets - 3pc,5.40,3.65,All Day Menu,Breakfast Menu
24,2023/07/20,Thu,Australia,Chicken McNuggets - 40pc,29.45,19.92,All Day Menu,Breakfast Menu
25,2023/07/20,Thu,Australia,Bacon & Egg McMuffin,6.15,4.16,McMuffins,Breakfast Menu
26,2023/07/20,Thu,Australia,Sausage & Egg McMuffin,6.45,4.36,McMuffins,Breakfast Menu
27,2023/07/20,Thu,Australia,Mighty McMuffin,8.45,5.72,McMuffins,Breakfast Menu
28,2023/07/20,Thu,Australia,Sausage McMuffin,6.00,4.06,McMuffins,Breakfast Menu
29,2023/07/20,Thu,Australia,Double Sausage & Egg McMuffin,7.50,5.07,McMuffins,Breakfast Menu
30,2023/07/20,Thu,Australia,Big Brekkie Burger,9.35,6.33,McMuffins,Breakfast Menu
31,2023/07/20,Thu,Australia,Double Bacon & Egg McMuffin,7.20,4.87,McMuffins,Breakfast Menu
32,2023/07/20,Thu,Australia,Brekkie Bundle,29.95,20.26,McMuffins,Breakfast Menu
33,2023/07/20,Thu,Australia,Double Sausage McMuffin,7.40,5.01,McMuffins,Breakfast Menu
34,2023/07/20,Thu,Australia,Small Chocolate Shake,5.65,3.82,Shakes & Frappes,Breakfast Menu
35,2023/07/20,Thu,Australia,Medium Chocolate Frappé,6.10,4.13,Shakes & Frappes,Breakfast Menu
36,2023/07/20,Thu,Australia,Medium Coffee Frappé,6.10,4.13,Shakes & Frappes,Breakfast Menu
37,2023/07/20,Thu,Australia,Small Vanilla Shake,5.65,3.82,Shakes & Frappes,Breakfast Menu
38,2023/07/20,Thu,Australia,Medium Salted Caramel Frappé,6.10,4.13,Shakes & Frappes,Breakfast Menu
39,2023/07/20,Thu,Australia,Small Strawberry Shake,5.65,3.82,Shakes & Frappes,Breakfast Menu
40,2023/07/20,Thu,Australia,Small Coke®,4.30,2.91,Soft Drinks,Breakfast Menu
41,2023/07/20,Thu,Australia,Small Coke® No Sugar,4.30,2.91,Soft Drinks,Breakfast Menu
42,2023/07/20,Thu,Australia,Small Frozen Coke®,4.30,2.91,Soft Drinks,Breakfast Menu
43,2023/07/20,Thu,Australia,Small Vanilla Coke®,4.30,2.91,Soft Drinks,Breakfast Menu
44,2023/07/20,Thu,Australia,Small Sprite® Zero Sugar,4.30,2.91,Soft Drinks,Breakfast Menu
45,2023/07/20,Thu,Australia,Small Fanta®,4.30,2.91,Soft Drinks,Breakfast Menu
46,2023/07/20,Thu,Australia,Small Frozen Fanta® Flavours,4.30,2.91,Soft Drinks,Breakfast Menu
47,2023/07/20,Thu,Australia,Small Sparkling Water,4.30,2.91,Soft Drinks,Breakfast Menu
48,2023/07/20,Thu,Australia,OREO® McFlurry,6.75,4.57,Desserts,Breakfast Menu
49,2023/07/20,Thu,Australia,Hot Fudge Sundae,5.20,3.52,Desserts,Breakfast Menu
50,2023/07/20,Thu,Australia,Hot Apple Pie,3.65,2.47,Desserts,Breakfast Menu
51,2023/07/20,Thu,Australia,M&M'S® MINIS McFlurry,6.75,4.57,Desserts,Breakfast Menu
52,2023/07/20,Thu,Australia,Maltesers® McFlurry®,6.75,4.57,Desserts,Breakfast Menu
53,2023/07/20,Thu,Australia,Caramel Sundae,5.20,3.52,Desserts,Breakfast Menu
54,2023/07/20,Thu,Australia,McDonaldland Cookies,1.90,1.29,Desserts,Breakfast Menu
55,2023/07/20,Thu,Australia,Strawberry Sundae,5.20,3.52,Desserts,Breakfast Menu
56,2023/07/20,Thu,Australia,Double Choc Muffin,5.00,3.38,Desserts,Breakfast Menu
57,2023/07/20,Thu,Australia,Apple Crumble Muffin,5.00,3.38,Desserts,Breakfast Menu
58,2023/07/20,Thu,Australia,Hash Brown,3.40,2.30,More Brekkie Favourites,Breakfast Menu
59,2023/07/20,Thu,Australia,Hotcakes with Butter & Syrup,7.40,5.01,More Brekkie Favourites,Breakfast Menu
60,2023/07/20,Thu,Australia,Big Brekkie Burger,9.35,6.33,More Brekkie Favourites,Breakfast Menu
61,2023/07/20,Thu,Australia,Double Choc Muffin,5.00,3.38,More Brekkie Favourites,Breakfast Menu
62,2023/07/20,Thu,Australia,Apple Crumble Muffin,5.00,3.38,More Brekkie Favourites,Breakfast Menu
63,2023/07/20,Thu,Australia,AFL Captain Cards,2.00,1.35,More Brekkie Favourites,Breakfast Menu
64,2023/07/20,Thu,Australia,Sweet 'n Sour Sauce,0.75,0.51,Breakfast Condiments,Breakfast Menu
65,2023/07/20,Thu,Australia,McChicken Sauce,0.75,0.51,Breakfast Condiments,Breakfast Menu
66,2023/07/20,Thu,Australia,Ketchup,0.30,0.20,Breakfast Condiments,Breakfast Menu
67,2023/07/20,Thu,Australia,Barbecue Sauce,0.75,0.51,Breakfast Condiments,Breakfast Menu
68,2023/07/20,Thu,Australia,AFL Captain Cards,2.00,1.35,Breakfast Condiments,Breakfast Menu
69,2023/07/20,Thu,Australia,Hot Cake Syrup,1.00,0.68,Breakfast Condiments,Breakfast Menu
70,2023/07/20,Thu,Australia,Mustard Sauce,0.75,0.51,Breakfast Condiments,Breakfast Menu
71,2023/07/20,Thu,Australia,Cajun Sauce,0.50,0.34,Breakfast Condiments,Breakfast Menu
72,2023/07/20,Thu,Australia,Small Latté McCafe,5.00,3.38,McCafe Drinks,Breakfast Menu
73,2023/07/20,Thu,Australia,Small Long Black McCafe,5.00,3.38,McCafe Drinks,Breakfast Menu
74,2023/07/20,Thu,Australia,Small Chai Latte McCafé,4.90,3.31,McCafe Drinks,Breakfast Menu
75,2023/07/20,Thu,Australia,Small Hot Chocolate McCafé,4.90,3.31,McCafe Drinks,Breakfast Menu
76,2023/07/20,Thu,Australia,Small Iced Chocolate McCafé,5.20,3.52,McCafe Drinks,Breakfast Menu
77,2023/07/20,Thu,Australia,Small Iced Latté McCafé,5.20,3.52,McCafe Drinks,Breakfast Menu
78,2023/07/20,Thu,Australia,Small Cappuccino McCafe,5.00,3.38,McCafe Drinks,Breakfast Menu
79,2023/07/20,Thu,Australia,Small Flat White McCafe,5.00,3.38,McCafe Drinks,Breakfast Menu
80,2023/07/20,Thu,Australia,Small Mocha McCafe,5.25,3.55,McCafe Drinks,Breakfast Menu
81,2023/07/20,Thu,Australia,Small McCafé Deluxe Iced Coffee,7.60,5.14,McCafe Drinks,Breakfast Menu
82,2023/07/20,Thu,Australia,Small Iced Long Black - McCafé,5.20,3.52,McCafe Drinks,Breakfast Menu
83,2023/07/20,Thu,Australia,Small Iced Mocha McCafé,5.50,3.72,McCafe Drinks,Breakfast Menu
84,2023/07/20,Thu,Australia,Espresso McCafé,3.95,2.67,McCafe Drinks,Breakfast Menu
85,2023/07/20,Thu,Australia,Small Iced Chai Latte McCafé,5.00,3.38,McCafe Drinks,Breakfast Menu
86,2023/07/20,Thu,Australia,Small Flavoured Iced Latte McCafé,6.40,4.33,McCafe Drinks,Breakfast Menu
87,2023/07/20,Thu,Australia,Zoetic Peppermint Tea,4.25,2.88,McCafe Drinks,Breakfast Menu
88,2023/07/20,Thu,Australia,Macchiato McCafé,3.95,2.67,McCafe Drinks,Breakfast Menu
89,2023/07/20,Thu,Australia,Piccolo Latte,3.95,2.67,McCafe Drinks,Breakfast Menu
90,2023/07/20,Thu,Australia,Zoetic Green Tea,4.25,2.88,McCafe Drinks,Breakfast Menu
91,2023/07/20,Thu,Australia,Zoetic English Breakfast Tea,4.25,2.88,McCafe Drinks,Breakfast Menu
92,2023/07/20,Thu,Australia,Small Orange Juice,5.00,3.38,Juice & Bottled Drinks,Breakfast Menu
93,2023/07/20,Thu,Australia,Apple Juice 250mL,4.75,3.21,Juice & Bottled Drinks,Breakfast Menu
94,2023/07/20,Thu,Australia,Bottled Water 600mL,5.15,3.48,Juice & Bottled Drinks,Breakfast Menu
95,2023/07/20,Thu,Australia,CalciYum™ Chocolate Flavoured Milk,5.10,3.45,Juice & Bottled Drinks,Breakfast Menu
96,2023/07/20,Thu,Australia,Bottled Water 250mL,4.35,2.94,Juice & Bottled Drinks,Breakfast Menu
97,2023/07/20,Thu,Australia,Bottled Water 600mL,5.15,3.48,RMHC Support,Breakfast Menu
98,2023/07/20,Thu,Australia,Chicken McNuggets - 10pc,10.20,6.90,Most popular,Overnight Menu
99,2023/07/20,Thu,Australia,Quarter Pounder,8.00,5.41,Most popular,Overnight Menu
100,2023/07/20,Thu,Australia,Double Cheeseburger,6.35,4.30,Most popular,Overnight Menu
101,2023/07/20,Thu,Australia,McChicken,7.95,5.38,Most popular,Overnight Menu
