,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/06/13,Thu,Australia,Hash Brown,3.65,2.44,Most Popular,Breakfast Menu
2,2024/06/13,Thu,Australia,Mighty McMuffin,8.95,5.99,Most Popular,Breakfast Menu
3,2024/06/13,Thu,Australia,Bacon & Egg McMuffin,6.95,4.65,Most Popular,Breakfast Menu
4,2024/06/13,Thu,Australia,Sausage & Egg McMuffin,6.95,4.65,Most Popular,Breakfast Menu
5,2024/06/13,Thu,Australia,Biscoff McPop,2.00,1.34,Most Popular,Breakfast Menu
6,2024/06/13,Thu,Australia,Hotcakes with Butter & Syrup,7.95,5.32,Most Popular,Breakfast Menu
7,2024/06/13,Thu,Australia,Hash Brown,3.65,2.44,Everyday Value,Breakfast Menu
8,2024/06/13,Thu,Australia,Small Spicy Shaker Fries,4.45,2.98,All Day Menu,Breakfast Menu
9,2024/06/13,Thu,Australia,Small Fries,3.95,2.64,All Day Menu,Breakfast Menu
10,2024/06/13,Thu,Australia,Chicken & Bacon McMuffin,7.95,5.32,McMuffins,Breakfast Menu
11,2024/06/13,Thu,Australia,Chicken McMuffin,6.95,4.65,McMuffins,Breakfast Menu
12,2024/06/13,Thu,Australia,Mighty McMuffin,8.95,5.99,McMuffins,Breakfast Menu
13,2024/06/13,Thu,Australia,Double Bacon & Egg McMuffin,7.95,5.32,McMuffins,Breakfast Menu
14,2024/06/13,Thu,Australia,Bacon & Egg McMuffin,6.95,4.65,McMuffins,Breakfast Menu
15,2024/06/13,Thu,Australia,Big Brekkie Burger,9.95,6.66,McMuffins,Breakfast Menu
16,2024/06/13,Thu,Australia,Double Sausage & Egg McMuffin,7.95,5.32,McMuffins,Breakfast Menu
17,2024/06/13,Thu,Australia,Sausage & Egg McMuffin,6.95,4.65,McMuffins,Breakfast Menu
18,2024/06/13,Thu,Australia,Sausage McMuffin,5.95,3.98,McMuffins,Breakfast Menu
19,2024/06/13,Thu,Australia,Double Sausage McMuffin,6.95,4.65,McMuffins,Breakfast Menu
20,2024/06/13,Thu,Australia,Small Banana Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
21,2024/06/13,Thu,Australia,Small Chocolate Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
22,2024/06/13,Thu,Australia,Small Strawberry Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
23,2024/06/13,Thu,Australia,Small Vanilla Shake,5.65,3.78,Shakes & Frappes,Breakfast Menu
24,2024/06/13,Thu,Australia,Medium Chocolate Frappé,6.55,4.38,Shakes & Frappes,Breakfast Menu
25,2024/06/13,Thu,Australia,Medium Coffee Frappé,6.55,4.38,Shakes & Frappes,Breakfast Menu
