,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/08/02,Tue,Sri Lanka,Spicy Mix,750.00,2.07,Ala Carte & Value Meals,Regular
2,2022/08/02,Tue,Sri Lanka,Crispy Chicken 02 PC,870.00,2.40,Ala Carte & Value Meals,Regular
3,2022/08/02,Tue,Sri Lanka,Crispy Chicken 05 PC,2200.00,6.06,Ala Carte & Value Meals,Regular
4,2022/08/02,Tue,Sri Lanka,Spicy chicken footlong,730.00,2.01,Ala Carte & Value Meals,Regular
5,2022/08/02,Tue,Sri Lanka,Crispy Chicken Wrap,600.00,1.65,Ala Carte & Value Meals,Regular
6,2022/08/02,Tue,Sri Lanka,Tandoori Chicken Wrap,380.00,1.05,Ala Carte & Value Meals,Regular
7,2022/08/02,Tue,Sri Lanka,McSpicy Chicken Wrap,1210.00,3.34,Ala Carte & Value Meals,Regular
8,2022/08/02,Tue,Sri Lanka,Crispy Chicken Burger,420.00,1.16,Ala Carte & Value Meals,Regular
9,2022/08/02,Tue,Sri Lanka,Chicken Junior,560.00,1.54,Ala Carte & Value Meals,Regular
10,2022/08/02,Tue,Sri Lanka,Beefburger,740.00,2.04,Ala Carte & Value Meals,Regular
11,2022/08/02,Tue,Sri Lanka,Cheeseburger,850.00,2.34,Ala Carte & Value Meals,Regular
12,2022/08/02,Tue,Sri Lanka,Double Cheeseburger,1340.00,3.69,Ala Carte & Value Meals,Regular
13,2022/08/02,Tue,Sri Lanka,Big Mac,1340.00,3.69,Ala Carte & Value Meals,Regular
14,2022/08/02,Tue,Sri Lanka,McChicken Burger,1210.00,3.34,Ala Carte & Value Meals,Regular
15,2022/08/02,Tue,Sri Lanka,McSpicy Chicken Burger,890.00,2.45,Ala Carte & Value Meals,Regular
16,2022/08/02,Tue,Sri Lanka,Chicken Big Mac,1210.00,3.34,Ala Carte & Value Meals,Regular
17,2022/08/02,Tue,Sri Lanka,Chicken McNuggets 6 PC,1060.00,2.92,Ala Carte & Value Meals,Regular
18,2022/08/02,Tue,Sri Lanka,Chicken McNuggets 9 PC,1500.00,4.13,Ala Carte & Value Meals,Regular
19,2022/08/02,Tue,Sri Lanka,McSpicy Chicken Fillet,880.00,2.43,Ala Carte & Value Meals,Regular
20,2022/08/02,Tue,Sri Lanka,McSpicy Wings 3 PC,410.00,1.13,Ala Carte & Value Meals,Regular
21,2022/08/02,Tue,Sri Lanka,McSpicy Wings 6 PC,760.00,2.09,Ala Carte & Value Meals,Regular
22,2022/08/02,Tue,Sri Lanka,Filet-O-Fish,990.00,2.73,Ala Carte & Value Meals,Regular
