,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
0,2022/05/05,Thu,Sri Lanka,Crispy Chicken 02 PC,730.00,2.07,Ala Carte & Value Meals,Regular
1,2022/05/05,Thu,Sri Lanka,Crispy Chicken 05 PC,1670.00,4.74,Ala Carte & Value Meals,Regular
2,2022/05/05,Thu,Sri Lanka,Spicy chicken footlong,660.00,1.87,Ala Carte & Value Meals,Regular
3,2022/05/05,Thu,Sri Lanka,Crispy Chicken Wrap,460.00,1.31,Ala Carte & Value Meals,Regular
4,2022/05/05,Thu,Sri Lanka,Tandoori Chicken Wrap,380.00,1.08,Ala Carte & Value Meals,Regular
5,2022/05/05,Thu,Sri Lanka,McSpicy Chicken Wrap,920.00,2.61,Ala Carte & Value Meals,Regular
6,2022/05/05,Thu,Sri Lanka,Crispy Chicken Burger,320.00,0.91,Ala Carte & Value Meals,Regular
7,2022/05/05,Thu,Sri Lanka,Chicken Junior,420.00,1.19,Ala Carte & Value Meals,Regular
8,2022/05/05,Thu,Sri Lanka,Beefburger,560.00,1.59,Ala Carte & Value Meals,Regular
9,2022/05/05,Thu,Sri Lanka,Cheeseburger,640.00,1.82,Ala Carte & Value Meals,Regular
10,2022/05/05,Thu,Sri Lanka,Double Cheeseburger,1020.00,2.89,Ala Carte & Value Meals,Regular
11,2022/05/05,Thu,Sri Lanka,Big Mac,1020.00,2.89,Ala Carte & Value Meals,Regular
12,2022/05/05,Thu,Sri Lanka,McChicken Burger,920.00,2.61,Ala Carte & Value Meals,Regular
13,2022/05/05,Thu,Sri Lanka,McSpicy Chicken Burger,680.00,1.93,Ala Carte & Value Meals,Regular
14,2022/05/05,Thu,Sri Lanka,Chicken Big Mac,920.00,2.61,Ala Carte & Value Meals,Regular
15,2022/05/05,Thu,Sri Lanka,Chicken McNuggets 6 PC,800.00,2.27,Ala Carte & Value Meals,Regular
16,2022/05/05,Thu,Sri Lanka,Chicken McNuggets 9 PC,1140.00,3.23,Ala Carte & Value Meals,Regular
17,2022/05/05,Thu,Sri Lanka,McSpicy Chicken Fillet,670.00,1.90,Ala Carte & Value Meals,Regular
18,2022/05/05,Thu,Sri Lanka,McSpicy Wings 3 PC,310.00,0.88,Ala Carte & Value Meals,Regular
19,2022/05/05,Thu,Sri Lanka,McSpicy Wings 6 PC,580.00,1.65,Ala Carte & Value Meals,Regular
