,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/09/11,Sun,Sri Lanka,Spicy Mix,750.00,2.09,Ala Carte & Value Meals,Regular
2,2022/09/11,Sun,Sri Lanka,Crispy Chicken 02 PC,1010.00,2.82,Ala Carte & Value Meals,Regular
3,2022/09/11,Sun,Sri Lanka,Crispy Chicken 05 PC,2540.00,7.09,Ala Carte & Value Meals,Regular
4,2022/09/11,Sun,Sri Lanka,Spicy chicken footlong,840.00,2.35,Ala Carte & Value Meals,Regular
5,2022/09/11,Sun,Sri Lanka,Crispy Chicken Wrap,690.00,1.93,Ala Carte & Value Meals,Regular
6,2022/09/11,Sun,Sri Lanka,McSpicy Chicken Wrap,1400.00,3.91,Ala Carte & Value Meals,Regular
7,2022/09/11,Sun,Sri Lanka,Crispy Chicken Burger,480.00,1.34,Ala Carte & Value Meals,Regular
8,2022/09/11,Sun,Sri Lanka,Chicken Junior,650.00,1.82,Ala Carte & Value Meals,Regular
9,2022/09/11,Sun,Sri Lanka,Beefburger,860.00,2.40,Ala Carte & Value Meals,Regular
10,2022/09/11,Sun,Sri Lanka,Cheeseburger,990.00,2.76,Ala Carte & Value Meals,Regular
11,2022/09/11,Sun,Sri Lanka,Double Cheeseburger,1550.00,4.33,Ala Carte & Value Meals,Regular
12,2022/09/11,Sun,Sri Lanka,Big Mac,1500.00,4.19,Ala Carte & Value Meals,Regular
13,2022/09/11,Sun,Sri Lanka,McChicken Burger,1400.00,3.91,Ala Carte & Value Meals,Regular
14,2022/09/11,Sun,Sri Lanka,McSpicy Chicken Burger,1000.00,2.79,Ala Carte & Value Meals,Regular
15,2022/09/11,Sun,Sri Lanka,Chicken Big Mac,1400.00,3.91,Ala Carte & Value Meals,Regular
16,2022/09/11,Sun,Sri Lanka,Chicken McNuggets 6 PC,1240.00,3.46,Ala Carte & Value Meals,Regular
17,2022/09/11,Sun,Sri Lanka,Chicken McNuggets 9 PC,1730.00,4.83,Ala Carte & Value Meals,Regular
18,2022/09/11,Sun,Sri Lanka,McSpicy Chicken Fillet,1020.00,2.85,Ala Carte & Value Meals,Regular
19,2022/09/11,Sun,Sri Lanka,McSpicy Wings 3 PC,470.00,1.31,Ala Carte & Value Meals,Regular
20,2022/09/11,Sun,Sri Lanka,McSpicy Wings 6 PC,880.00,2.46,Ala Carte & Value Meals,Regular
21,2022/09/11,Sun,Sri Lanka,Filet-O-Fish,1140.00,3.18,Ala Carte & Value Meals,Regular
22,2022/09/11,Sun,Sri Lanka,Veggie Burger,910.00,2.54,Ala Carte & Value Meals,Regular
23,2022/09/11,Sun,Sri Lanka,Sausage & Egg Burger,480.00,1.34,Breakfast & Value Meals,Breakfast
24,2022/09/11,Sun,Sri Lanka,Egg Burger,360.00,1.01,Breakfast & Value Meals,Breakfast
25,2022/09/11,Sun,Sri Lanka,Omelette Burger,380.00,1.06,Breakfast & Value Meals,Breakfast
26,2022/09/11,Sun,Sri Lanka,Hash Brown,280.00,0.78,Breakfast & Value Meals,Breakfast
27,2022/09/11,Sun,Sri Lanka,Crispy Chicken Wrap,690.00,1.93,Breakfast & Value Meals,Breakfast
28,2022/09/11,Sun,Sri Lanka,Crispy Chicken Burger,480.00,1.34,Breakfast & Value Meals,Breakfast
29,2022/09/11,Sun,Sri Lanka,Chicken Junior,650.00,1.82,Breakfast & Value Meals,Breakfast
30,2022/09/11,Sun,Sri Lanka,McSpicy Chicken Burger,1000.00,2.79,Breakfast & Value Meals,Breakfast
31,2022/09/11,Sun,Sri Lanka,Double Chicken Rice meal,1260.00,3.52,Rice,Regular
32,2022/09/11,Sun,Sri Lanka,Curry N Rice,460.00,1.28,Rice,Regular
33,2022/09/11,Sun,Sri Lanka,McRice,880.00,2.46,Rice,Regular
34,2022/09/11,Sun,Sri Lanka,McRice - Fish,880.00,2.46,Rice,Regular
35,2022/09/11,Sun,Sri Lanka,McRice - Vegetable,880.00,2.46,Rice,Regular
36,2022/09/11,Sun,Sri Lanka,Mini-Salad,470.00,1.31,Salads/Sides,Regular
37,2022/09/11,Sun,Sri Lanka,Fries,470.00,1.31,Salads/Sides,Regular
38,2022/09/11,Sun,Sri Lanka,Choco Chip McFlurry,770.00,2.15,Desserts,Regular
39,2022/09/11,Sun,Sri Lanka,OREO McFLURRY,770.00,2.15,Desserts,Regular
40,2022/09/11,Sun,Sri Lanka,Chocolate Sundae,530.00,1.48,Desserts,Regular
41,2022/09/11,Sun,Sri Lanka,Strawberry Sundae,550.00,1.54,Desserts,Regular
42,2022/09/11,Sun,Sri Lanka,Plain Sundae,480.00,1.34,Desserts,Regular
43,2022/09/11,Sun,Sri Lanka,Chocolate flavoured milk,370.00,1.03,Beverages,Regular
44,2022/09/11,Sun,Sri Lanka,Coke zero,250.00,0.70,Beverages,Regular
45,2022/09/11,Sun,Sri Lanka,Coke,310.00,0.87,Beverages,Regular
46,2022/09/11,Sun,Sri Lanka,Fanta,310.00,0.87,Beverages,Regular
47,2022/09/11,Sun,Sri Lanka,Sprite,310.00,0.87,Beverages,Regular
48,2022/09/11,Sun,Sri Lanka,Water,80.00,0.22,Beverages,Regular
49,2022/09/11,Sun,Sri Lanka,Happy Crispy Burger Meal,1230.00,3.43,Happy Meals,Regular
50,2022/09/11,Sun,Sri Lanka,Happy Meal Rice - Chicken,1110.00,3.10,Happy Meals,Regular
51,2022/09/11,Sun,Sri Lanka,Happy Meal 4 Nugget,1230.00,3.43,Happy Meals,Regular
