,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2025/02/19,Wed,Pakistan,Spicy Chicken Burger,315.00,1.13,Happy Menu,Regular
2,2025/02/19,Wed,Pakistan,Hot n Crispy Burger,358.00,1.28,Happy Menu,Regular
3,2025/02/19,Wed,Pakistan,Mini McArabia,358.00,1.28,Happy Menu,Regular
4,2025/02/19,Wed,Pakistan,Chicken Tenders 3 pcs,375.00,1.34,Happy Menu,Regular
5,2025/02/19,Wed,Pakistan,BBQ - Chicken Tenders Wrap,375.00,1.34,Happy Menu,Regular
6,2025/02/19,Wed,Pakistan,CHIPOTLE - Chicken Tenders Wrap,375.00,1.34,Happy Menu,Regular
7,2025/02/19,Wed,Pakistan,GARLIC MAYO - Chicken Tenders Wrap,375.00,1.34,Happy Menu,Regular
8,2025/02/19,Wed,Pakistan,Grand Chicken Special,961.00,3.44,★What's New★,Regular
9,2025/02/19,Wed,Pakistan,ICC Exclusive - 2 McChicken & 2 Reg. Drinks,888.00,3.18,★What's New★,Regular
10,2025/02/19,Wed,Pakistan,Karak Chai,336.00,1.20,★What's New★,Regular
11,2025/02/19,Wed,Pakistan,Shakespresso 16 OZ,530.00,1.90,★What's New★,Regular
12,2025/02/19,Wed,Pakistan,Grand Chicken Special,961.00,3.44,Chicken & Fish,Regular
13,2025/02/19,Wed,Pakistan,Spicy McCrispy,595.00,2.13,Chicken & Fish,Regular
14,2025/02/19,Wed,Pakistan,Chicken Mac,638.00,2.29,Chicken & Fish,Regular
15,2025/02/19,Wed,Pakistan,McChicken ,509.00,1.82,Chicken & Fish,Regular
16,2025/02/19,Wed,Pakistan,Grand Chicken Spicy,940.00,3.37,Chicken & Fish,Regular
17,2025/02/19,Wed,Pakistan,McArabia,638.00,2.29,Chicken & Fish,Regular
18,2025/02/19,Wed,Pakistan,Filet-O-Fish ,707.00,2.53,Chicken & Fish,Regular
19,2025/02/19,Wed,Pakistan,Chicken McNuggets 6 pcs,552.00,1.98,Chicken & Fish,Regular
20,2025/02/19,Wed,Pakistan,Chicken McNuggets 9 pcs,810.00,2.90,Chicken & Fish,Regular
21,2025/02/19,Wed,Pakistan,Chicken McNuggets 20 pcs,1500.00,5.37,Chicken & Fish,Regular
22,2025/02/19,Wed,Pakistan,Chicken Tenders 3 pcs,375.00,1.34,Chicken & Fish,Regular
23,2025/02/19,Wed,Pakistan,Chicken Tenders 5 pcs,595.00,2.13,Chicken & Fish,Regular
24,2025/02/19,Wed,Pakistan,CHIPOTLE - Chicken Tenders Wrap,375.00,1.34,Chicken & Fish,Regular
25,2025/02/19,Wed,Pakistan,BBQ - Chicken Tenders Wrap,375.00,1.34,Chicken & Fish,Regular
26,2025/02/19,Wed,Pakistan,GARLIC MAYO - Chicken Tenders Wrap,375.00,1.34,Chicken & Fish,Regular
27,2025/02/19,Wed,Pakistan,Big Mac,940.00,3.37,Beef,Regular
28,2025/02/19,Wed,Pakistan,Quarter Pounder,940.00,3.37,Beef,Regular
29,2025/02/19,Wed,Pakistan,McRoyale ,940.00,3.37,Beef,Regular
30,2025/02/19,Wed,Pakistan,Double Cheese Burger,810.00,2.90,Beef,Regular
31,2025/02/19,Wed,Pakistan,Beef Burger,401.00,1.44,Beef,Regular
32,2025/02/19,Wed,Pakistan,Beef Cheese Burger,461.00,1.65,Beef,Regular
33,2025/02/19,Wed,Pakistan,Spicy McCrispy Double,922.00,3.30,Double Patty Burgers,Regular
34,2025/02/19,Wed,Pakistan,Hot n Crispy Double,543.00,1.94,Double Patty Burgers,Regular
35,2025/02/19,Wed,Pakistan,McChicken Double,741.00,2.65,Double Patty Burgers,Regular
36,2025/02/19,Wed,Pakistan,Quarter Pounder Double,1371.00,4.91,Double Patty Burgers,Regular
37,2025/02/19,Wed,Pakistan,Filet-O-Fish Double,1052.00,3.77,Double Patty Burgers,Regular
38,2025/02/19,Wed,Pakistan,1pc Crispy Chicken,509.00,1.82,Crispy Chicken,Regular
39,2025/02/19,Wed,Pakistan,1pc Crispy Chicken - Spicy,509.00,1.82,Crispy Chicken,Regular
40,2025/02/19,Wed,Pakistan,2pcs Crispy Chicken with Fries & Drink,1052.00,3.77,Crispy Chicken,Regular
41,2025/02/19,Wed,Pakistan,2pcs Crispy Chicken with Fries & Drink - Spicy,1052.00,3.77,Crispy Chicken,Regular
42,2025/02/19,Wed,Pakistan,3pcs Crispy Chicken with Fries & Drink,1414.00,5.06,Crispy Chicken,Regular
43,2025/02/19,Wed,Pakistan,3pcs Crispy Chicken with Fries & Drink - Spicy,1414.00,5.06,Crispy Chicken,Regular
44,2025/02/19,Wed,Pakistan,Mix Crispy and Spicy Chicken 9pcs Bucket Meal,3371.00,12.07,Crispy Chicken,Regular
45,2025/02/19,Wed,Pakistan,9pcs Spicy Chicken Bucket Meal,3371.00,12.07,Crispy Chicken,Regular
46,2025/02/19,Wed,Pakistan,9pcs Crispy Chicken Bucket Meal,3371.00,12.07,Crispy Chicken,Regular
47,2025/02/19,Wed,Pakistan,Budget Share Bag,1845.00,6.61,Share Bag,Regular
48,2025/02/19,Wed,Pakistan,Jumbo Share Bag,2491.00,8.92,Share Bag,Regular
49,2025/02/19,Wed,Pakistan,9pcs Spicy Chicken Bucket Meal,3371.00,12.07,Share Bag,Regular
50,2025/02/19,Wed,Pakistan,9pcs Crispy Chicken Bucket Meal,3371.00,12.07,Share Bag,Regular
51,2025/02/19,Wed,Pakistan,Happy Meal - 4pc Nuggets Meal & Sundae,686.00,2.46,Happy Meals,Regular
52,2025/02/19,Wed,Pakistan,Happy Meal - Chicken Burger Meal & Sundae,686.00,2.46,Happy Meals,Regular
53,2025/02/19,Wed,Pakistan,Happy Meal - Beef Burger Meal & Sundae,643.00,2.30,Happy Meals,Regular
54,2025/02/19,Wed,Pakistan,Happy Meal - Cheese Burger Meal & Sundae,704.00,2.52,Happy Meals,Regular
55,2025/02/19,Wed,Pakistan,Happy Meal Beef Burger ,659.00,2.36,Happy Meals,Regular
56,2025/02/19,Wed,Pakistan,Happy Meal Cheese Burger,720.00,2.58,Happy Meals,Regular
57,2025/02/19,Wed,Pakistan,Happy Meal Chicken Burger ,703.00,2.52,Happy Meals,Regular
58,2025/02/19,Wed,Pakistan,Happy Meal 4pcs Chicken McNuggets,703.00,2.52,Happy Meals,Regular
59,2025/02/19,Wed,Pakistan,McFlurry Oreo,526.00,1.88,Desserts,Regular
60,2025/02/19,Wed,Pakistan,McFlurry Lotus,634.00,2.27,Desserts,Regular
61,2025/02/19,Wed,Pakistan,Vanilla Sundae without Topping,336.00,1.20,Desserts,Regular
62,2025/02/19,Wed,Pakistan,Chocolate Sundae,440.00,1.58,Desserts,Regular
63,2025/02/19,Wed,Pakistan,Strawberry Sundae,440.00,1.58,Desserts,Regular
64,2025/02/19,Wed,Pakistan,Apple Pie,422.00,1.51,Desserts,Regular
65,2025/02/19,Wed,Pakistan,Karak Chai,336.00,1.20,Beverages,Regular
66,2025/02/19,Wed,Pakistan,Regular Vanila Shake,440.00,1.58,Beverages,Regular
67,2025/02/19,Wed,Pakistan,Regular Chocolate Shake,440.00,1.58,Beverages,Regular
68,2025/02/19,Wed,Pakistan,Regular Strawberry Shake,440.00,1.58,Beverages,Regular
69,2025/02/19,Wed,Pakistan,Cardamom Tea,353.00,1.26,Beverages,Regular
70,2025/02/19,Wed,Pakistan,Regular Tea,310.00,1.11,Beverages,Regular
71,2025/02/19,Wed,Pakistan,Green Tea,267.00,0.96,Beverages,Regular
72,2025/02/19,Wed,Pakistan,Orange Juice,448.00,1.60,Beverages,Regular
73,2025/02/19,Wed,Pakistan,Apple Juice 10 Oz,448.00,1.60,Beverages,Regular
74,2025/02/19,Wed,Pakistan,McFizz Strawberry,289.00,1.04,Beverages,Regular
75,2025/02/19,Wed,Pakistan,Coke,250.00,0.90,Beverages,Regular
76,2025/02/19,Wed,Pakistan,Sprite,250.00,0.90,Beverages,Regular
77,2025/02/19,Wed,Pakistan,Fanta,250.00,0.90,Beverages,Regular
78,2025/02/19,Wed,Pakistan,Coke Zero,250.00,0.90,Beverages,Regular
79,2025/02/19,Wed,Pakistan,Bottled Water,78.00,0.28,Beverages,Regular
80,2025/02/19,Wed,Pakistan,McFries,422.00,1.51,Fries & Sides,Regular
81,2025/02/19,Wed,Pakistan,Chicken Tenders 3 pcs,375.00,1.34,Fries & Sides,Regular
82,2025/02/19,Wed,Pakistan,Chicken Tenders 5 pcs,595.00,2.13,Fries & Sides,Regular
83,2025/02/19,Wed,Pakistan,Regular Fries,293.00,1.05,Fries & Sides,Regular
84,2025/02/19,Wed,Pakistan,Chicken McNuggets 6 pcs,552.00,1.98,Fries & Sides,Regular
85,2025/02/19,Wed,Pakistan,Chicken McNuggets 9 pcs,810.00,2.90,Fries & Sides,Regular
86,2025/02/19,Wed,Pakistan,Chicken McNuggets 20 pcs,1500.00,5.37,Fries & Sides,Regular
87,2025/02/19,Wed,Pakistan,Chocolate Chip Muffin,483.00,1.73,McCafé Treats,Regular
88,2025/02/19,Wed,Pakistan,Triple Chocolate Muffin,483.00,1.73,McCafé Treats,Regular
89,2025/02/19,Wed,Pakistan,Chocolate Lava Cake,336.00,1.20,McCafé Treats,Regular
90,2025/02/19,Wed,Pakistan,Red Velvet Lava Cake,336.00,1.20,McCafé Treats,Regular
91,2025/02/19,Wed,Pakistan,Chunk Brownie,422.00,1.51,McCafé Treats,Regular
92,2025/02/19,Wed,Pakistan,Fudge Brownie,397.00,1.42,McCafé Treats,Regular
93,2025/02/19,Wed,Pakistan,Caramel Cake,509.00,1.82,McCafé Treats,Regular
94,2025/02/19,Wed,Pakistan,Red Velvet Cheese Cake,638.00,2.29,McCafé Treats,Regular
95,2025/02/19,Wed,Pakistan,Chocolate Fudge Cake,638.00,2.29,McCafé Treats,Regular
96,2025/02/19,Wed,Pakistan,6pcs Donuts,1517.00,5.43,McCafé Treats,Regular
97,2025/02/19,Wed,Pakistan,Boston Cream,315.00,1.13,McCafé Treats,Regular
98,2025/02/19,Wed,Pakistan,Chocolate Fudge,315.00,1.13,McCafé Treats,Regular
99,2025/02/19,Wed,Pakistan,Caramel Cream,315.00,1.13,McCafé Treats,Regular
100,2025/02/19,Wed,Pakistan,Vanilla Sprinkle,315.00,1.13,McCafé Treats,Regular
101,2025/02/19,Wed,Pakistan,Chocolate Sprinkle,315.00,1.13,McCafé Treats,Regular
102,2025/02/19,Wed,Pakistan,Butter Croissant,466.00,1.67,McCafé Treats,Regular
103,2025/02/19,Wed,Pakistan,Milk Chocolate Cookie,293.00,1.05,McCafé Treats,Regular
