,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2025/04/02,Wed,Pakistan,Spicy Chicken Burger,315.00,1.13,Happy Menu,Regular
2,2025/04/02,Wed,Pakistan,Hot n Crispy Burger,358.00,1.28,Happy Menu,Regular
3,2025/04/02,Wed,Pakistan,Mini McArabia,358.00,1.28,Happy Menu,Regular
4,2025/04/02,Wed,Pakistan,Chicken Tenders 3 pcs,375.00,1.34,Happy Menu,Regular
5,2025/04/02,Wed,Pakistan,BBQ - Chicken Tenders Wrap,397.00,1.42,Happy Menu,Regular
6,2025/04/02,Wed,Pakistan,CHIPOTLE - Chicken Tenders Wrap,397.00,1.42,Happy Menu,Regular
7,2025/04/02,Wed,Pakistan,GARLIC MAYO - Chicken Tenders Wrap,397.00,1.42,Happy Menu,Regular
8,2025/04/02,Wed,Pakistan,Shakespresso 16 OZ,530.00,1.89,★What's New★,Breakfast
9,2025/04/02,Wed,Pakistan,McFlurry Lotus,634.00,2.26,★What's New★,Breakfast
10,2025/04/02,Wed,Pakistan,Grand Chicken Special,961.00,3.43,★What's New★,Regular
11,2025/04/02,Wed,Pakistan,Fanta McFloat 16 Oz,289.00,1.03,★What's New★,Regular
12,2025/04/02,Wed,Pakistan,Coke McFloat 16 Oz,289.00,1.03,★What's New★,Regular
13,2025/04/02,Wed,Pakistan,Sprite McFloat 16 Oz,289.00,1.03,★What's New★,Regular
14,2025/04/02,Wed,Pakistan,Karak Chai,336.00,1.20,★What's New★,Regular
15,2025/04/02,Wed,Pakistan,Shakespresso 16 OZ,530.00,1.89,★What's New★,Regular
16,2025/04/02,Wed,Pakistan,Grand Chicken Special,961.00,3.43,Chicken & Fish,Regular
17,2025/04/02,Wed,Pakistan,Spicy McCrispy,612.00,2.19,Chicken & Fish,Regular
18,2025/04/02,Wed,Pakistan,Chicken Mac,638.00,2.28,Chicken & Fish,Regular
19,2025/04/02,Wed,Pakistan,McChicken ,509.00,1.82,Chicken & Fish,Regular
20,2025/04/02,Wed,Pakistan,Grand Chicken Spicy,940.00,3.36,Chicken & Fish,Regular
21,2025/04/02,Wed,Pakistan,McArabia,638.00,2.28,Chicken & Fish,Regular
