,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/07/17,Wed,Fiji,Filet-O-Fish (S/R),12.55,5.62,Classic McValue Meals,Regular
2,2024/07/17,Wed,Fiji,Vege McWrap (S/R),13.45,6.03,Classic McValue Meals,Regular
3,2024/07/17,Wed,Fiji,Filet McWrap (S/R),13.95,6.25,Classic McValue Meals,Regular
4,2024/07/17,Wed,Fiji,McChicken (S/R),14.35,6.43,Chicken Mcvalue Meals,Regular
5,2024/07/17,Wed,Fiji,2pc Hot And Spicy (S/R),13.95,6.25,Chicken Mcvalue Meals,Regular
6,2024/07/17,Wed,Fiji,3pc Hot And Spicy (S/R),18.95,8.49,Chicken Mcvalue Meals,Regular
7,2024/07/17,Wed,Fiji,5pc Hot And Spicy (S/R),27.75,12.43,Chicken Mcvalue Meals,Regular
8,2024/07/17,Wed,Fiji,6pk McNuggets (S/R),13.50,6.05,Chicken Mcvalue Meals,Regular
9,2024/07/17,Wed,Fiji,10pk McNuggets (S/R),16.35,7.33,Chicken Mcvalue Meals,Regular
10,2024/07/17,Wed,Fiji,Chicken Aioli McWrap (S/R),13.95,6.25,Chicken Mcvalue Meals,Regular
11,2024/07/17,Wed,Fiji,4pk Chicken McNuggets Happy Meal,12.95,5.80,Happy Meals,Regular
12,2024/07/17,Wed,Fiji,Filet-O-Fish,8.45,3.79,Classic Favourites,Regular
13,2024/07/17,Wed,Fiji,Salad Burger,7.95,3.56,Classic Favourites,Regular
14,2024/07/17,Wed,Fiji,Vege McWrap,9.85,4.41,Classic Favourites,Regular
15,2024/07/17,Wed,Fiji,Filet McWrap,10.75,4.82,Classic Favourites,Regular
16,2024/07/17,Wed,Fiji,3pc Hot And Spicy Chicken,15.95,7.15,Chicken Favourites,Regular
17,2024/07/17,Wed,Fiji,5pc Hot And Spicy Chicken,24.55,11.00,Chicken Favourites,Regular
18,2024/07/17,Wed,Fiji,6pk McNuggets,7.95,3.56,Chicken Favourites,Regular
19,2024/07/17,Wed,Fiji,10pk McNuggets,11.95,5.35,Chicken Favourites,Regular
20,2024/07/17,Wed,Fiji,Chicken Aioli McWrap,10.95,4.91,Chicken Favourites,Regular
21,2024/07/17,Wed,Fiji,McChicken,9.85,4.41,Chicken Favourites,Regular
22,2024/07/17,Wed,Fiji,Apple Pie,6.15,2.76,Sides And Condiments,Regular
23,2024/07/17,Wed,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
24,2024/07/17,Wed,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
25,2024/07/17,Wed,Fiji,Fries (S/R),4.15,1.86,Sides And Condiments,Regular
26,2024/07/17,Wed,Fiji,McCafe Iced Lemon Tea,7.75,3.47,McCafe Drinks,Regular
27,2024/07/17,Wed,Fiji,McCafe Iced Mango Tea,7.75,3.47,McCafe Drinks,Regular
28,2024/07/17,Wed,Fiji,McCafe Iced Peach Tea,7.75,3.47,McCafe Drinks,Regular
29,2024/07/17,Wed,Fiji,6pk No Chicken Nuggets,9.95,4.46,Promotions,Regular
30,2024/07/17,Wed,Fiji,10pk No Chicken Nuggets,14.95,6.70,Promotions,Regular
31,2024/07/17,Wed,Fiji,Sweet Thai Chili Sauce,1.00,0.45,Promotions,Regular
