,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2024/11/09,Sat,Fiji,Big Mac (S/R) -Beef,14.75,6.52,Classic McValue Meals,Regular
2,2024/11/09,Sat,Fiji,Cheeseburger (S/R) - Beef,10.95,4.84,Classic McValue Meals,Regular
3,2024/11/09,Sat,Fiji,Quarter Pounder (S/R) - Beef,14.95,6.61,Classic McValue Meals,Regular
4,2024/11/09,Sat,Fiji,Filet-O-Fish (S/R),12.55,5.55,Classic McValue Meals,Regular
5,2024/11/09,Sat,Fiji,McFeast (S/R) - Beef,16.55,7.32,Classic McValue Meals,Regular
6,2024/11/09,Sat,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.17,Classic McValue Meals,Regular
7,2024/11/09,Sat,Fiji,Vege McWrap (S/R),13.45,5.95,Classic McValue Meals,Regular
8,2024/11/09,Sat,Fiji,Filet McWrap (S/R),13.95,6.17,Classic McValue Meals,Regular
9,2024/11/09,Sat,Fiji,McChicken (S/R),14.35,6.35,Chicken Mcvalue Meals,Regular
10,2024/11/09,Sat,Fiji,6pk McNuggets (S/R),13.50,5.97,Chicken Mcvalue Meals,Regular
11,2024/11/09,Sat,Fiji,10pk McNuggets (S/R),16.35,7.23,Chicken Mcvalue Meals,Regular
12,2024/11/09,Sat,Fiji,Chicken Aioli McWrap (S/R),13.95,6.17,Chicken Mcvalue Meals,Regular
13,2024/11/09,Sat,Fiji,Cheeseburger Happy Meal (Beef),12.95,5.73,Happy Meals,Regular
14,2024/11/09,Sat,Fiji,Junior Burger Happy Meal (Beef),12.95,5.73,Happy Meals,Regular
15,2024/11/09,Sat,Fiji,4pk Chicken McNuggets Happy Meal,12.95,5.73,Happy Meals,Regular
16,2024/11/09,Sat,Fiji,Big Mac (Beef),10.25,4.53,Classic Favourites,Regular
17,2024/11/09,Sat,Fiji,Cheeseburger (Beef),6.65,2.94,Classic Favourites,Regular
18,2024/11/09,Sat,Fiji,Quarter Pounder (Beef),10.95,4.84,Classic Favourites,Regular
19,2024/11/09,Sat,Fiji,Filet-O-Fish,8.45,3.74,Classic Favourites,Regular
20,2024/11/09,Sat,Fiji,McFeast (Beef),12.95,5.73,Classic Favourites,Regular
21,2024/11/09,Sat,Fiji,Double Cheeseburger (Beef),10.45,4.62,Classic Favourites,Regular
22,2024/11/09,Sat,Fiji,Salad Burger,7.95,3.52,Classic Favourites,Regular
23,2024/11/09,Sat,Fiji,Vege McWrap,9.85,4.36,Classic Favourites,Regular
24,2024/11/09,Sat,Fiji,Filet McWrap,10.75,4.75,Classic Favourites,Regular
25,2024/11/09,Sat,Fiji,6pk McNuggets,7.95,3.52,Chicken Favourites,Regular
26,2024/11/09,Sat,Fiji,10pk McNuggets,11.95,5.28,Chicken Favourites,Regular
27,2024/11/09,Sat,Fiji,Chicken Aioli McWrap,10.95,4.84,Chicken Favourites,Regular
28,2024/11/09,Sat,Fiji,McChicken,9.85,4.36,Chicken Favourites,Regular
29,2024/11/09,Sat,Fiji,Apple Pie,6.15,2.72,Sides And Condiments,Regular
30,2024/11/09,Sat,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
31,2024/11/09,Sat,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
32,2024/11/09,Sat,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
33,2024/11/09,Sat,Fiji,Fries (S/R),4.15,1.84,Sides And Condiments,Regular
34,2024/11/09,Sat,Fiji,McCafe Iced Lemon Tea,7.75,3.43,McCafe Drinks,Regular
35,2024/11/09,Sat,Fiji,McCafe Iced Mango Tea,7.75,3.43,McCafe Drinks,Regular
36,2024/11/09,Sat,Fiji,McCafe Iced Peach Tea,7.75,3.43,McCafe Drinks,Regular
37,2024/11/09,Sat,Fiji,6pk No Chicken Nuggets,9.95,4.40,Promotions,Regular
38,2024/11/09,Sat,Fiji,10pk No Chicken Nuggets,14.95,6.61,Promotions,Regular
39,2024/11/09,Sat,Fiji,2pc Hot And Spicy (S/R),13.95,6.17,Chicken Mcvalue Meals,Regular
40,2024/11/09,Sat,Fiji,3pc Hot And Spicy (S/R),18.95,8.38,Chicken Mcvalue Meals,Regular
41,2024/11/09,Sat,Fiji,5pc Hot And Spicy (S/R),27.75,12.27,Chicken Mcvalue Meals,Regular
42,2024/11/09,Sat,Fiji,3pc Hot And Spicy Chicken,15.95,7.05,Chicken Favourites,Regular
43,2024/11/09,Sat,Fiji,5pc Hot And Spicy Chicken,24.55,10.86,Chicken Favourites,Regular
44,2024/11/09,Sat,Fiji,Chicken Sharebox,54.95,24.30,Promotions,Regular
45,2024/11/09,Sat,Fiji,Beef Sharebox,54.95,24.30,Promotions,Regular
