,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/08/20,Tue,Malaysia,6pcs Chicken McNuggets®,10.61,2.42,Promotion,Regular
2,2024/08/20,Tue,Malaysia,9pcs Chicken McNuggets® ,14.10,3.22,Promotion,Regular
3,2024/08/20,Tue,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.88,Promotion,Regular
4,2024/08/20,Tue,Malaysia,20pcs Chicken McNuggets®,26.70,6.09,Promotion,Regular
5,2024/08/20,Tue,Malaysia,Spicy Korean Beef Burger,14.10,3.22,Promotion,Regular
6,2024/08/20,Tue,Malaysia,Double Spicy Korean Beef Burger,17.88,4.08,Promotion,Regular
7,2024/08/20,Tue,Malaysia,Spicy Korean Chicken Burger,14.10,3.22,Promotion,Regular
8,2024/08/20,Tue,Malaysia,Double Spicy Korean Chicken Burger,17.88,4.08,Promotion,Regular
9,2024/08/20,Tue,Malaysia,Gula Melaka OREO® McFlurry™,8.40,1.92,Promotion,Regular
10,2024/08/20,Tue,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.88,Promotion,Regular
11,2024/08/20,Tue,Malaysia,Strawberry Chocolate Pie,6.04,1.38,Promotion,Regular
12,2024/08/20,Tue,Malaysia,Orange McFizz™,6.70,1.53,Promotion,Regular
13,2024/08/20,Tue,Malaysia,Banana Pie,5.57,1.27,Promotion,Regular
14,2024/08/20,Tue,Malaysia,OREO® McFlurry™,7.78,1.78,Promotion,Regular
15,2024/08/20,Tue,Malaysia,Chocolate Sundae & Chocolate,6.04,1.38,Promotion,Regular
16,2024/08/20,Tue,Malaysia,Chocolate Sundae & Strawberry,6.04,1.38,Promotion,Regular
17,2024/08/20,Tue,Malaysia,Ice Blended Mango Peach,10.28,2.35,Promotion,Regular
18,2024/08/20,Tue,Malaysia,Mekdi Lunch Box,25.00,5.71,Promotion,Regular
19,2024/08/20,Tue,Malaysia,Omelette Wrap with Hash Browns & Chicken Sausage,10.33,2.36,Promotion,Breakfast
20,2024/08/20,Tue,Malaysia,Omelette Wrap with Hash Browns & Crispy Chicken,10.33,2.36,Promotion,Breakfast
21,2024/08/20,Tue,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.88,Promotion,Breakfast
22,2024/08/20,Tue,Malaysia,Gula Melaka OREO® McFlurry™,8.40,1.92,Promotion,Breakfast
23,2024/08/20,Tue,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.88,Promotion,Breakfast
24,2024/08/20,Tue,Malaysia,Strawberry Chocolate Pie,6.04,1.38,Promotion,Breakfast
25,2024/08/20,Tue,Malaysia,Orange McFizz™,6.70,1.53,Promotion,Breakfast
26,2024/08/20,Tue,Malaysia,Banana Pie,5.57,1.27,Promotion,Breakfast
27,2024/08/20,Tue,Malaysia,OREO® McFlurry™,7.78,1.78,Promotion,Breakfast
28,2024/08/20,Tue,Malaysia,Chocolate Sundae & Chocolate,6.04,1.38,Promotion,Breakfast
29,2024/08/20,Tue,Malaysia,Chocolate Sundae & Strawberry,6.04,1.38,Promotion,Breakfast
30,2024/08/20,Tue,Malaysia,Ice Blended Mango Peach,10.28,2.35,Promotion,Breakfast
31,2024/08/20,Tue,Malaysia,Mekdi Lunch Box,25.00,5.71,Promotion,Breakfast
32,2024/08/20,Tue,Malaysia,Spicy Tomato Chicken Wrap,12.22,2.79,McSaver Small Meals,Regular
33,2024/08/20,Tue,Malaysia,Chicken Burger,10.33,2.36,McSaver Small Meals,Regular
34,2024/08/20,Tue,Malaysia,Double Spicy Chicken with Cheese,12.22,2.79,McSaver Small Meals,Regular
35,2024/08/20,Tue,Malaysia,Spicy Beef Burger,11.27,2.57,McSaver Small Meals,Regular
36,2024/08/20,Tue,Malaysia,Spicy Beef Burger Special,12.22,2.79,McSaver Small Meals,Regular
37,2024/08/20,Tue,Malaysia,Spicy Beef Burger Special with Cheese,13.16,3.00,McSaver Small Meals,Regular
38,2024/08/20,Tue,Malaysia,Spicy Korean Beef Burger,14.10,3.22,Burgers,Regular
39,2024/08/20,Tue,Malaysia,Double Spicy Korean Beef Burger,17.88,4.08,Burgers,Regular
40,2024/08/20,Tue,Malaysia,Spicy Korean Chicken Burger,14.10,3.22,Burgers,Regular
41,2024/08/20,Tue,Malaysia,Double Spicy Korean Chicken Burger,17.88,4.08,Burgers,Regular
42,2024/08/20,Tue,Malaysia,Spicy Tomato Chicken Wrap,10.33,2.36,Burgers,Regular
43,2024/08/20,Tue,Malaysia,Spicy Beef Burger,9.39,2.14,Burgers,Regular
44,2024/08/20,Tue,Malaysia,Spicy Beef Burger Special,10.33,2.36,Burgers,Regular
45,2024/08/20,Tue,Malaysia,Spicy Beef Burger Special with Cheese,11.27,2.57,Burgers,Regular
46,2024/08/20,Tue,Malaysia,Double Cheeseburger,11.93,2.72,Burgers,Regular
47,2024/08/20,Tue,Malaysia,Spicy Double Cheese,12.88,2.94,Burgers,Regular
48,2024/08/20,Tue,Malaysia,Big Mac™,13.40,3.06,Burgers,Regular
49,2024/08/20,Tue,Malaysia,Double Spicy Chicken with Cheese,10.33,2.36,Burgers,Regular
50,2024/08/20,Tue,Malaysia,McChicken®,9.43,2.15,Burgers,Regular
51,2024/08/20,Tue,Malaysia,Spicy Chicken McDeluxe™,13.54,3.09,Burgers,Regular
52,2024/08/20,Tue,Malaysia,Spicy Crispy Chicken,12.17,2.78,Burgers,Regular
53,2024/08/20,Tue,Malaysia,GCB™,13.63,3.11,Burgers,Regular
54,2024/08/20,Tue,Malaysia,Chicken Burger,8.44,1.93,Burgers,Regular
55,2024/08/20,Tue,Malaysia,Filet-O-Fish™,9.95,2.27,Burgers,Regular
56,2024/08/20,Tue,Malaysia,6pcs Chicken McNuggets®,10.61,2.42,McNuggets,Regular
57,2024/08/20,Tue,Malaysia,9pcs Chicken McNuggets® ,14.10,3.22,McNuggets,Regular
58,2024/08/20,Tue,Malaysia,20pcs Chicken McNuggets®,26.70,6.09,McNuggets,Regular
59,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Spicy (2pcs),14.62,3.34,Ayam Goreng McD,Regular
60,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,14.62,3.34,Ayam Goreng McD,Regular
61,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Mixed (2pcs),14.62,3.34,Ayam Goreng McD,Regular
62,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Spicy (3pcs),18.40,4.20,Ayam Goreng McD,Regular
63,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Regular (3pcs),18.40,4.20,Ayam Goreng McD,Regular
64,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Mixed (3pcs),18.40,4.20,Ayam Goreng McD,Regular
65,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ (5pcs),33.02,7.54,Ayam Goreng McD,Regular
66,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ (10pcs),60.38,13.78,Ayam Goreng McD,Regular
67,2024/08/20,Tue,Malaysia,Nasi Lemak McD™,8.02,1.83,Nasi Lemak & Bubur,Regular
68,2024/08/20,Tue,Malaysia,Nasi Lemak McD™ + Ayam Goreng Spicy (1pc),13.77,3.14,Nasi Lemak & Bubur,Regular
69,2024/08/20,Tue,Malaysia,Nasi Lemak McD™ + Ayam Goreng Spicy (2pcs),16.60,3.79,Nasi Lemak & Bubur,Regular
70,2024/08/20,Tue,Malaysia,Nasi Lemak McD™ + Ayam Goreng Regular (1pc),13.77,3.14,Nasi Lemak & Bubur,Regular
71,2024/08/20,Tue,Malaysia,Nasi Lemak McD™ + Ayam Goreng Regular (2pcs),16.60,3.79,Nasi Lemak & Bubur,Regular
72,2024/08/20,Tue,Malaysia,Nasi Lemak McD™ + Ayam Goreng Mixed (2pcs),16.60,3.79,Nasi Lemak & Bubur,Regular
73,2024/08/20,Tue,Malaysia,Bubur Ayam McD™,7.26,1.66,Nasi Lemak & Bubur,Regular
74,2024/08/20,Tue,Malaysia,Parties@Home Package A,117.92,26.92,Parties@Home,Regular
75,2024/08/20,Tue,Malaysia,Parties@Home Package B,141.51,32.30,Parties@Home,Regular
76,2024/08/20,Tue,Malaysia,Parties@Home Package C,165.09,37.69,Parties@Home,Regular
77,2024/08/20,Tue,Malaysia,Mekdi Lunch Box,25.00,5.71,Parties@Home,Regular
78,2024/08/20,Tue,Malaysia,Chicken Burger,11.13,2.54,Happy Meals,Regular
79,2024/08/20,Tue,Malaysia,4pcs Chicken McNuggets®,11.42,2.61,Happy Meals,Regular
80,2024/08/20,Tue,Malaysia,Ayam Goreng McD™,11.13,2.54,Happy Meals,Regular
81,2024/08/20,Tue,Malaysia,Cheeseburger,11.32,2.58,Happy Meals,Regular
82,2024/08/20,Tue,Malaysia,Ayam Goreng McD™ Spicy (1pc),11.13,2.54,Happy Meals,Regular
83,2024/08/20,Tue,Malaysia,Bubur Ayam McD™,11.13,2.54,Happy Meals,Regular
84,2024/08/20,Tue,Malaysia,Iced Latte,8.40,1.92,McCafe Drinks,Regular
85,2024/08/20,Tue,Malaysia,Latte,7.45,1.70,McCafe Drinks,Regular
86,2024/08/20,Tue,Malaysia,Cappuccino,7.45,1.70,McCafe Drinks,Regular
87,2024/08/20,Tue,Malaysia,Americano,6.51,1.49,McCafe Drinks,Regular
88,2024/08/20,Tue,Malaysia,Iced Americano,7.45,1.70,McCafe Drinks,Regular
89,2024/08/20,Tue,Malaysia,Iced Chocolate,10.85,2.48,McCafe Drinks,Regular
90,2024/08/20,Tue,Malaysia,Ice Blended Chocolate,13.68,3.12,McCafe Drinks,Regular
91,2024/08/20,Tue,Malaysia,Ice Blended Milo,13.68,3.12,McCafe Drinks,Regular
92,2024/08/20,Tue,Malaysia,Iced Mocha,10.85,2.48,McCafe Drinks,Regular
93,2024/08/20,Tue,Malaysia,Ice Blended Mocha,13.68,3.12,McCafe Drinks,Regular
94,2024/08/20,Tue,Malaysia,Ice Blended Mango Peach,10.28,2.35,McCafe Drinks,Regular
95,2024/08/20,Tue,Malaysia,Belgium Chocolate + McCafé Drink,15.08,3.44,McCafe Drinks,Regular
96,2024/08/20,Tue,Malaysia,Red Velvet Cake + McCafé Drink,15.08,3.44,McCafe Drinks,Regular
97,2024/08/20,Tue,Malaysia,Classic Cheesecake + McCafé Drink,16.03,3.66,McCafe Drinks,Regular
98,2024/08/20,Tue,Malaysia,Belgium Chocolate Cake,13.11,2.99,McCafe Cakes,Regular
99,2024/08/20,Tue,Malaysia,Red Velvet Cake,13.11,2.99,McCafe Cakes,Regular
100,2024/08/20,Tue,Malaysia,Classic Cheesecake,13.11,2.99,McCafe Cakes,Regular
101,2024/08/20,Tue,Malaysia,Belgium Chocolate + McCafé Drink,15.08,3.44,McCafe Cakes,Regular
102,2024/08/20,Tue,Malaysia,Red Velvet Cake + McCafé Drink,15.08,3.44,McCafe Cakes,Regular
103,2024/08/20,Tue,Malaysia,Classic Cheesecake + McCafé Drink,16.03,3.66,McCafe Cakes,Regular
104,2024/08/20,Tue,Malaysia,Chocolate Sundae & Chocolate,6.04,1.38,Desserts & Sides,Regular
105,2024/08/20,Tue,Malaysia,Chocolate Sundae & Strawberry,6.04,1.38,Desserts & Sides,Regular
106,2024/08/20,Tue,Malaysia,Banana Pie,5.57,1.27,Desserts & Sides,Regular
107,2024/08/20,Tue,Malaysia,Strawberry Chocolate Pie,6.04,1.38,Desserts & Sides,Regular
108,2024/08/20,Tue,Malaysia,Gula Melaka OREO® McFlurry™,8.40,1.92,Desserts & Sides,Regular
109,2024/08/20,Tue,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.88,Desserts & Sides,Regular
110,2024/08/20,Tue,Malaysia,Apple Pie,4.95,1.13,Desserts & Sides,Regular
111,2024/08/20,Tue,Malaysia,OREO® McFlurry™,7.78,1.78,Desserts & Sides,Regular
112,2024/08/20,Tue,Malaysia,Chocolate Sundae,5.90,1.35,Desserts & Sides,Regular
113,2024/08/20,Tue,Malaysia,Strawberry Sundae,5.90,1.35,Desserts & Sides,Regular
