,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/10/23,Wed,Malaysia,Spicy Chicken McDeluxe™,13.54,3.13,Promotion,Regular
2,2024/10/23,Wed,Malaysia,Spicy Chicken Wrap,13.54,3.13,Promotion,Regular
3,2024/10/23,Wed,Malaysia,Sweet Chilli Fish Burger,13.16,3.04,Promotion,Regular
4,2024/10/23,Wed,Malaysia,Double Sweet Chilli Fish Burger,17.41,4.03,Promotion,Regular
5,2024/10/23,Wed,Malaysia,Sweet Chilli Fish Wrap,13.68,3.16,Promotion,Regular
6,2024/10/23,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.40,Promotion,Regular
7,2024/10/23,Wed,Malaysia,OREO® McFlurry™,7.78,1.80,Promotion,Regular
8,2024/10/23,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.40,Promotion,Regular
9,2024/10/23,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.40,Promotion,Regular
10,2024/10/23,Wed,Malaysia,Mekdi Lunch Box,25.00,5.78,Promotion,Regular
11,2024/10/23,Wed,Malaysia,Omelette Wrap with Hash Browns & Chicken Sausage,10.33,2.39,Promotion,Breakfast
12,2024/10/23,Wed,Malaysia,Omelette Wrap with Hash Browns & Crispy Chicken,10.33,2.39,Promotion,Breakfast
13,2024/10/23,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.40,Promotion,Breakfast
14,2024/10/23,Wed,Malaysia,OREO® McFlurry™,7.78,1.80,Promotion,Breakfast
15,2024/10/23,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.40,Promotion,Breakfast
16,2024/10/23,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.40,Promotion,Breakfast
17,2024/10/23,Wed,Malaysia,Mekdi Lunch Box,25.00,5.78,Promotion,Breakfast
18,2024/10/23,Wed,Malaysia,1pc Ayam Goreng McD™,11.27,2.61,McSaver Small Meals,Regular
19,2024/10/23,Wed,Malaysia,Spicy Tomato Chicken Wrap,12.22,2.83,McSaver Small Meals,Regular
20,2024/10/23,Wed,Malaysia,Chicken Burger,10.33,2.39,McSaver Small Meals,Regular
21,2024/10/23,Wed,Malaysia,Double Spicy Chicken with Cheese,12.22,2.83,McSaver Small Meals,Regular
22,2024/10/23,Wed,Malaysia,Spicy Beef Burger,11.27,2.61,McSaver Small Meals,Regular
23,2024/10/23,Wed,Malaysia,Spicy Beef Burger Special,12.22,2.83,McSaver Small Meals,Regular
24,2024/10/23,Wed,Malaysia,Spicy Beef Burger Special with Cheese,13.16,3.04,McSaver Small Meals,Regular
25,2024/10/23,Wed,Malaysia,Spicy Chicken McDeluxe™,13.54,3.13,Burgers,Regular
26,2024/10/23,Wed,Malaysia,Spicy Chicken Wrap,13.54,3.13,Burgers,Regular
27,2024/10/23,Wed,Malaysia,Sweet Chilli Fish Burger,13.16,3.04,Burgers,Regular
28,2024/10/23,Wed,Malaysia,Double Sweet Chilli Fish Burger,17.41,4.03,Burgers,Regular
29,2024/10/23,Wed,Malaysia,Spicy Tomato Chicken Wrap,10.33,2.39,Burgers,Regular
30,2024/10/23,Wed,Malaysia,Sweet Chilli Fish Wrap,13.68,3.16,Burgers,Regular
31,2024/10/23,Wed,Malaysia,Spicy Beef Burger,9.39,2.17,Burgers,Regular
32,2024/10/23,Wed,Malaysia,Spicy Beef Burger Special,10.33,2.39,Burgers,Regular
33,2024/10/23,Wed,Malaysia,Spicy Beef Burger Special with Cheese,11.27,2.61,Burgers,Regular
34,2024/10/23,Wed,Malaysia,Double Cheeseburger,11.93,2.76,Burgers,Regular
35,2024/10/23,Wed,Malaysia,Spicy Double Cheese,12.88,2.98,Burgers,Regular
36,2024/10/23,Wed,Malaysia,Big Mac™,13.40,3.10,Burgers,Regular
37,2024/10/23,Wed,Malaysia,Double Spicy Chicken with Cheese,10.33,2.39,Burgers,Regular
38,2024/10/23,Wed,Malaysia,McChicken®,9.43,2.18,Burgers,Regular
39,2024/10/23,Wed,Malaysia,Spicy Crispy Chicken,12.17,2.81,Burgers,Regular
40,2024/10/23,Wed,Malaysia,GCB™,13.63,3.15,Burgers,Regular
41,2024/10/23,Wed,Malaysia,Chicken Burger,8.44,1.95,Burgers,Regular
42,2024/10/23,Wed,Malaysia,Filet-O-Fish™,9.95,2.30,Burgers,Regular
43,2024/10/23,Wed,Malaysia,6pcs Chicken McNuggets®,10.61,2.45,McNuggets,Regular
44,2024/10/23,Wed,Malaysia,9pcs Chicken McNuggets® ,14.10,3.26,McNuggets,Regular
45,2024/10/23,Wed,Malaysia,20pcs Chicken McNuggets®,26.70,6.17,McNuggets,Regular
46,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Spicy (2pcs),14.62,3.38,Ayam Goreng McD,Regular
47,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,14.62,3.38,Ayam Goreng McD,Regular
48,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Mixed (2pcs),14.62,3.38,Ayam Goreng McD,Regular
49,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Spicy (3pcs),18.40,4.26,Ayam Goreng McD,Regular
50,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Regular (3pcs),18.40,4.26,Ayam Goreng McD,Regular
51,2024/10/23,Wed,Malaysia,Ayam Goreng McD™ Mixed (3pcs),18.40,4.26,Ayam Goreng McD,Regular
