,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/09/25,Wed,Malaysia,Sweet Chilli Fish Burger,13.16,3.17,Promotion,Regular
2,2024/09/25,Wed,Malaysia,Double Sweet Chilli Fish Burger,17.41,4.19,Promotion,Regular
3,2024/09/25,Wed,Malaysia,Filet-O-Fish™,9.95,2.39,Promotion,Regular
4,2024/09/25,Wed,Malaysia,Double Filet-O-Fish™,14.20,3.42,Promotion,Regular
5,2024/09/25,Wed,Malaysia,Sweet Chilli Fish Wrap,13.68,3.29,Promotion,Regular
6,2024/09/25,Wed,Malaysia,Sweet Chilli Fish Wrap with Hash Browns,14.62,3.52,Promotion,Regular
7,2024/09/25,Wed,Malaysia,Double Cheeseburger,14.10,3.39,Promotion,Regular
8,2024/09/25,Wed,Malaysia,Big Mac™,15.99,3.85,Promotion,Regular
9,2024/09/25,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.45,Promotion,Regular
10,2024/09/25,Wed,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.98,Promotion,Regular
11,2024/09/25,Wed,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.98,Promotion,Regular
12,2024/09/25,Wed,Malaysia,Orange McFizz™,6.70,1.61,Promotion,Regular
13,2024/09/25,Wed,Malaysia,OREO® McFlurry™,7.78,1.87,Promotion,Regular
14,2024/09/25,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.45,Promotion,Regular
15,2024/09/25,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.45,Promotion,Regular
16,2024/09/25,Wed,Malaysia,Ice Blended Mango Peach,10.28,2.47,Promotion,Regular
17,2024/09/25,Wed,Malaysia,Iced Mango Peach,5.66,1.36,Promotion,Regular
18,2024/09/25,Wed,Malaysia,Mekdi Lunch Box,25.00,6.01,Promotion,Regular
19,2024/09/25,Wed,Malaysia,Omelette Wrap with Hash Browns & Chicken Sausage,10.33,2.49,Promotion,Breakfast
20,2024/09/25,Wed,Malaysia,Omelette Wrap with Hash Browns & Crispy Chicken,10.33,2.49,Promotion,Breakfast
21,2024/09/25,Wed,Malaysia,Strawberry Chocolate Pie,6.04,1.45,Promotion,Breakfast
22,2024/09/25,Wed,Malaysia,Chocolate Oreo® McFlurry™,8.25,1.98,Promotion,Breakfast
23,2024/09/25,Wed,Malaysia,Strawberry Oreo® McFlurry™,8.25,1.98,Promotion,Breakfast
24,2024/09/25,Wed,Malaysia,Orange McFizz™,6.70,1.61,Promotion,Breakfast
25,2024/09/25,Wed,Malaysia,OREO® McFlurry™,7.78,1.87,Promotion,Breakfast
26,2024/09/25,Wed,Malaysia,Chocolate Sundae & Chocolate,6.04,1.45,Promotion,Breakfast
27,2024/09/25,Wed,Malaysia,Chocolate Sundae & Strawberry,6.04,1.45,Promotion,Breakfast
28,2024/09/25,Wed,Malaysia,Ice Blended Mango Peach,10.28,2.47,Promotion,Breakfast
29,2024/09/25,Wed,Malaysia,Iced Mango Peach,5.66,1.36,Promotion,Breakfast
30,2024/09/25,Wed,Malaysia,Mekdi Lunch Box,25.00,6.01,Promotion,Breakfast
31,2024/09/25,Wed,Malaysia,Spicy Tomato Chicken Wrap,12.22,2.94,McSaver Small Meals,Regular
32,2024/09/25,Wed,Malaysia,Chicken Burger,10.33,2.49,McSaver Small Meals,Regular
33,2024/09/25,Wed,Malaysia,Double Spicy Chicken with Cheese,12.22,2.94,McSaver Small Meals,Regular
34,2024/09/25,Wed,Malaysia,Spicy Beef Burger,11.27,2.71,McSaver Small Meals,Regular
