,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2025/01/12,Sun,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),415.00,4.82,Newly Launched
2,2025/01/12,Sun,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.75,Newly Launched
3,2025/01/12,Sun,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,589.00,6.84,Newly Launched
4,2025/01/12,Sun,India,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,669.00,7.76,Newly Launched
5,2025/01/12,Sun,India,Crispy Veggie Burger,200.00,2.32,Newly Launched
6,2025/01/12,Sun,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,619.00,7.18,Newly Launched
7,2025/01/12,Sun,India,Crispy Veggie Burger + McAloo Tikki,245.00,2.84,Newly Launched
8,2025/01/12,Sun,India,Mc Crispy Chicken Burger,224.00,2.60,Newly Launched
9,2025/01/12,Sun,India,2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,709.00,8.23,Newly Launched
10,2025/01/12,Sun,India,Mc Crispy Chicken Burger + McAloo Tikki,295.00,3.42,Newly Launched
11,2025/01/12,Sun,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.59,Newly Launched
12,2025/01/12,Sun,India,Mc Crispy Chicken Burger + Classic Cheese Fries,369.00,4.28,Newly Launched
13,2025/01/12,Sun,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.59,Newly Launched
14,2025/01/12,Sun,India,Crispy Veggie Burger Meal (M),327.00,3.79,Newly Launched
15,2025/01/12,Sun,India,Mc Crispy Chicken Burger + Piri Piri Fries (M),359.00,4.17,Newly Launched
16,2025/01/12,Sun,India,Mc Crispy Chicken Burger Meal (M),367.00,4.26,Newly Launched
17,2025/01/12,Sun,India,Iced Coffee with Cinammon Spice,229.00,2.66,Newly Launched
18,2025/01/12,Sun,India,Classic Coffee Regular with Cinammon Spice,237.00,2.75,Newly Launched
19,2025/01/12,Sun,India,Cappuccino Small with Cinammon Spice,195.00,2.26,Newly Launched
20,2025/01/12,Sun,India,Iced Coffee with French Vanilla,229.00,2.66,Newly Launched
21,2025/01/12,Sun,India,Classic Coffee Regular with French Vanilla,237.00,2.75,Newly Launched
22,2025/01/12,Sun,India,Cappuccino Small with French Vanilla,195.00,2.26,Newly Launched
23,2025/01/12,Sun,India,Iced Coffee with Hazelnut,229.00,2.66,Newly Launched
24,2025/01/12,Sun,India,Cappuccino Small with Hazelnut,195.00,2.26,Newly Launched
25,2025/01/12,Sun,India,Classic Coffee Regular with Hazelnut,237.00,2.75,Newly Launched
26,2025/01/12,Sun,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),415.00,4.82,Group Sharing Combos
27,2025/01/12,Sun,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.75,Group Sharing Combos
28,2025/01/12,Sun,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,589.00,6.84,Group Sharing Combos
29,2025/01/12,Sun,India,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,669.00,7.76,Group Sharing Combos
30,2025/01/12,Sun,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,619.00,7.18,Group Sharing Combos
31,2025/01/12,Sun,India,2 Mc Crispy Chicken Burger + Fries (L) + 2 Coke,709.00,8.23,Group Sharing Combos
32,2025/01/12,Sun,India,Burger Combo for 2: McChicken Burger,449.00,5.21,Group Sharing Combos
33,2025/01/12,Sun,India,Burger Combo for 2: McVeggie + McAloo Tikki with Pizza McPuff,409.00,4.75,Group Sharing Combos
34,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Chicken + McChicken,449.00,5.21,Group Sharing Combos
35,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Deluxe Paneer Burger,579.00,6.72,Group Sharing Combos
36,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Deluxe Chicken Burger,550.00,6.38,Group Sharing Combos
37,2025/01/12,Sun,India,Burger Combo for 2: McCheese Burger Veg,629.00,7.30,Group Sharing Combos
38,2025/01/12,Sun,India,Burger Combo for 2: McCheese Burger Chicken,659.00,7.65,Group Sharing Combos
39,2025/01/12,Sun,India,Burger Combo for 2: Corn & Cheese Burger,449.00,5.21,Group Sharing Combos
40,2025/01/12,Sun,India,Burger Combo for 2: Grilled Chicken & Cheese,479.00,5.56,Group Sharing Combos
41,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Chicken Burger,529.00,6.14,Group Sharing Combos
42,2025/01/12,Sun,India,Burger Combo for 2: McVeggie Burger,409.00,4.75,Group Sharing Combos
43,2025/01/12,Sun,India,Burger Combo for 2: Corn & Cheese + McVeggie,392.00,4.55,Group Sharing Combos
44,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Chicken Burger with Pizza McPuff,509.00,5.91,Group Sharing Combos
45,2025/01/12,Sun,India,Burger Combo for 2: McChicken Burger with Pizza McPuff,429.00,4.98,Group Sharing Combos
46,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Coke,399.00,4.63,Group Sharing Combos
47,2025/01/12,Sun,India,Burger Combo for 2: McVeggie + McAloo Tikki with Coke,349.00,4.05,Group Sharing Combos
48,2025/01/12,Sun,India,Burger Combo for 2: McVeggie Burger with Pizza McPuff,469.00,5.44,Group Sharing Combos
49,2025/01/12,Sun,India,2 Chicken Maharaja Mac Burger + 2 Coke + Fries (L) + McFlurry Oreo (M),611.00,7.09,Group Sharing Combos
50,2025/01/12,Sun,India,Burger Combo for 2: McAloo Tikki,349.00,4.05,Group Sharing Combos
51,2025/01/12,Sun,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Pizza McPuff,388.00,4.50,Group Sharing Combos
52,2025/01/12,Sun,India,6 Pc Chicken Nuggets + McChicken Burger + Coke,359.00,4.17,Group Sharing Combos
53,2025/01/12,Sun,India,Chicken Surprise Burger + Cold Coffee,267.00,3.10,McSaver Combos (2 Pc Meals)
54,2025/01/12,Sun,India,McSaver Peppery Chicken Surprise Burger,119.00,1.38,McSaver Combos (2 Pc Meals)
55,2025/01/12,Sun,India,Chicken Surprise Burger + Iced Coffee,256.00,2.97,McSaver Combos (2 Pc Meals)
56,2025/01/12,Sun,India,Chicken Surprise Burger + Cappuccino,225.00,2.61,McSaver Combos (2 Pc Meals)
57,2025/01/12,Sun,India,McAloo Tikki Burger + Cold Coffee,251.00,2.91,McSaver Combos (2 Pc Meals)
58,2025/01/12,Sun,India,McAloo Tikki Burger + Iced Coffee,250.00,2.90,McSaver Combos (2 Pc Meals)
59,2025/01/12,Sun,India,McAloo Tikki Burger + Cappuccino,219.00,2.54,McSaver Combos (2 Pc Meals)
60,2025/01/12,Sun,India,Crispy Veggie Burger + McAloo Tikki,245.00,2.84,McSaver Combos (2 Pc Meals)
61,2025/01/12,Sun,India,Mc Crispy Chicken Burger + McAloo Tikki,295.00,3.42,McSaver Combos (2 Pc Meals)
62,2025/01/12,Sun,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.59,McSaver Combos (2 Pc Meals)
63,2025/01/12,Sun,India,Mc Crispy Chicken Burger + Classic Cheese Fries,369.00,4.28,McSaver Combos (2 Pc Meals)
64,2025/01/12,Sun,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.59,McSaver Combos (2 Pc Meals)
65,2025/01/12,Sun,India,Mc Crispy Chicken Burger + Piri Piri Fries (M),359.00,4.17,McSaver Combos (2 Pc Meals)
66,2025/01/12,Sun,India,New McSaver Mexican McAloo Tikki NONG,119.00,1.38,McSaver Combos (2 Pc Meals)
67,2025/01/12,Sun,India,New McSaver McAloo Tikki NONG,119.00,1.38,McSaver Combos (2 Pc Meals)
68,2025/01/12,Sun,India,Chicken Surprise Burger + Chocolate Shake,209.00,2.43,McSaver Combos (2 Pc Meals)
69,2025/01/12,Sun,India,Chicken Surprise Burger + Fries (M),163.00,1.89,McSaver Combos (2 Pc Meals)
70,2025/01/12,Sun,India,New McSaver Chicken Nuggets (4 Pc),119.00,1.38,McSaver Combos (2 Pc Meals)
71,2025/01/12,Sun,India,Chicken Surprise Burger + McChicken Burger,200.00,2.32,McSaver Combos (2 Pc Meals)
72,2025/01/12,Sun,India,New McSaver Mexican McAloo Tikki,119.00,1.38,McSaver Combos (2 Pc Meals)
73,2025/01/12,Sun,India,New McSaver Small Fries,119.00,1.38,McSaver Combos (2 Pc Meals)
74,2025/01/12,Sun,India,New McSaver Masala McEgg,119.00,1.38,McSaver Combos (2 Pc Meals)
75,2025/01/12,Sun,India,New McSaver Pizza McPuff,119.00,1.38,McSaver Combos (2 Pc Meals)
76,2025/01/12,Sun,India,New McSaver McAloo Tikki,119.00,1.38,McSaver Combos (2 Pc Meals)
77,2025/01/12,Sun,India,McChicken Burger + Fries (M),229.00,2.66,McSaver Combos (2 Pc Meals)
78,2025/01/12,Sun,India,McAloo Tikki Burger + Veg Pizza McPuff + Fries (R),209.00,2.43,McSaver Combos (2 Pc Meals)
79,2025/01/12,Sun,India,McAloo Tikki + Fries (R),109.00,1.26,McSaver Combos (2 Pc Meals)
80,2025/01/12,Sun,India,2 McVeggie Burger,250.00,2.90,McSaver Combos (2 Pc Meals)
81,2025/01/12,Sun,India,New McSaver Chicken Surprise,119.00,1.38,McSaver Combos (2 Pc Meals)
82,2025/01/12,Sun,India,Corn & Cheese Burger + Coke + Fries (M) + Veg Pizza McPuff,355.00,4.12,McSaver Combos (2 Pc Meals)
83,2025/01/12,Sun,India,Corn & Cheese Burger + Fries (R),187.00,2.17,McSaver Combos (2 Pc Meals)
84,2025/01/12,Sun,India,Grilled Chicken & Cheese Burger + Coke,229.00,2.66,McSaver Combos (2 Pc Meals)
85,2025/01/12,Sun,India,Corn & Cheese Burger + Coke,229.00,2.66,McSaver Combos (2 Pc Meals)
86,2025/01/12,Sun,India,Grilled Chicken & Cheese Burger + Veg Pizza McPuff,190.00,2.20,McSaver Combos (2 Pc Meals)
87,2025/01/12,Sun,India,Corn & Cheese Burger + Veg Pizza McPuff,177.00,2.05,McSaver Combos (2 Pc Meals)
88,2025/01/12,Sun,India,McChicken Burger + Fries (L),239.00,2.77,McSaver Combos (2 Pc Meals)
89,2025/01/12,Sun,India,McSpicy Paneer Burger + Fries (M) + Piri Piri Spice Mix,279.00,3.24,McSaver Combos (2 Pc Meals)
90,2025/01/12,Sun,India,McVeggie Burger + Veg Pizza McPuff + Fries (L),279.00,3.24,McSaver Combos (2 Pc Meals)
91,2025/01/12,Sun,India,Strawberry Shake + Fries (M),196.00,2.27,McSaver Combos (2 Pc Meals)
92,2025/01/12,Sun,India,Mexican McAloo Tikki Burger + Fries (R),116.00,1.35,McSaver Combos (2 Pc Meals)
93,2025/01/12,Sun,India,McChicken Burger + Fries (R),176.00,2.04,McSaver Combos (2 Pc Meals)
94,2025/01/12,Sun,India,McVeggie Burger + Veg Pizza McPuff,189.00,2.19,McSaver Combos (2 Pc Meals)
95,2025/01/12,Sun,India,6 Pc Chicken Nuggets + Fries (M) + Piri Piri Spice Mix,246.00,2.85,McSaver Combos (2 Pc Meals)
96,2025/01/12,Sun,India,Chocolate Flavoured Shake+ Fries (M),196.00,2.27,McSaver Combos (2 Pc Meals)
97,2025/01/12,Sun,India,McSpicy Chicken Burger + Mexican Cheese Fries,279.00,3.24,McSaver Combos (2 Pc Meals)
98,2025/01/12,Sun,India,McSpicy Chicken Burger + Fries (M) + Piri Piri Spice Mix,279.00,3.24,McSaver Combos (2 Pc Meals)
99,2025/01/12,Sun,India,McSpicy Paneer + Classic Cheese Fries,279.00,3.24,McSaver Combos (2 Pc Meals)
100,2025/01/12,Sun,India,Veg Pizza McPuff + McSpicy Chicken Burger,249.00,2.89,McSaver Combos (2 Pc Meals)
101,2025/01/12,Sun,India,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,132.00,1.53,McSaver Combos (2 Pc Meals)
102,2025/01/12,Sun,India,McVeggie Burger + Fries (M),199.00,2.31,McSaver Combos (2 Pc Meals)
103,2025/01/12,Sun,India,Mexican McAloo Tikki Burger + Fries (L),174.00,2.02,McSaver Combos (2 Pc Meals)
104,2025/01/12,Sun,India,McVeggie Burger + Fries (M) + Piri Piri Mix,232.00,2.69,McSaver Combos (2 Pc Meals)
105,2025/01/12,Sun,India,McVeggie Burger + Fries (R),176.00,2.04,McSaver Combos (2 Pc Meals)
106,2025/01/12,Sun,India,McVeggie Burger + Fries (L),239.00,2.77,McSaver Combos (2 Pc Meals)
107,2025/01/12,Sun,India,McChicken Burger + McSpicy Chicken Burger,299.00,3.47,McSaver Combos (2 Pc Meals)
108,2025/01/12,Sun,India,McVeggie Burger + McAloo Tikki Burger,199.00,2.31,McSaver Combos (2 Pc Meals)
109,2025/01/12,Sun,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,185.00,2.15,McSaver Combos (2 Pc Meals)
110,2025/01/12,Sun,India,McChicken Burger + Veg Pizza McPuff,179.00,2.08,McSaver Combos (2 Pc Meals)
111,2025/01/12,Sun,India,2 McFlurry Oreo (S),158.00,1.83,McSaver Combos (2 Pc Meals)
112,2025/01/12,Sun,India,2 Iced Coffee,238.00,2.76,McSaver Combos (2 Pc Meals)
113,2025/01/12,Sun,India,2 Coke,163.00,1.89,McSaver Combos (2 Pc Meals)
114,2025/01/12,Sun,India,2 Fries (R),112.00,1.30,McSaver Combos (2 Pc Meals)
115,2025/01/12,Sun,India,2 Soft Serve Hot Fudge (M),156.00,1.81,McSaver Combos (2 Pc Meals)
116,2025/01/12,Sun,India,2 Cappuccino,238.00,2.76,McSaver Combos (2 Pc Meals)
117,2025/01/12,Sun,India,Black Forest Mcflurry (M) BOGO,139.00,1.61,McSaver Combos (2 Pc Meals)
118,2025/01/12,Sun,India,Peppery Chicken Surprise Burger Meal (M),238.00,2.76,Burger Combos ( 3 Pc Meals )
119,2025/01/12,Sun,India,McAloo Tikki Burger with Cheese Combo ( M),229.00,2.66,Burger Combos ( 3 Pc Meals )
120,2025/01/12,Sun,India,Mexican McAloo Tikki Burger with Cheese Combo ( M),248.00,2.88,Burger Combos ( 3 Pc Meals )
121,2025/01/12,Sun,India,Crispy Veggie Burger Meal (M),327.00,3.79,Burger Combos ( 3 Pc Meals )
122,2025/01/12,Sun,India,Mc Crispy Chicken Burger Meal (M),367.00,4.26,Burger Combos ( 3 Pc Meals )
123,2025/01/12,Sun,India,Mexican McAloo Tikki NONG Burger Combo ( M),224.00,2.60,Burger Combos ( 3 Pc Meals )
124,2025/01/12,Sun,India,McAloo Tikki NONG Burger Combo ( M),205.00,2.38,Burger Combos ( 3 Pc Meals )
125,2025/01/12,Sun,India,Chicken Surprise Burger + 4 Pc Chicken McNuggets + Coke,249.00,2.89,Burger Combos ( 3 Pc Meals )
126,2025/01/12,Sun,India,Chicken Surprise Burger Combo,238.00,2.76,Burger Combos ( 3 Pc Meals )
127,2025/01/12,Sun,India,Mexican McAloo Tikki Double Patty Burger Combo,243.00,2.82,Burger Combos ( 3 Pc Meals )
128,2025/01/12,Sun,India,McSpicy Deluxe Chicken Double Patty Burger Combo,428.00,4.97,Burger Combos ( 3 Pc Meals )
129,2025/01/12,Sun,India,McSpicy Chicken Double Patty Burger combo,409.00,4.75,Burger Combos ( 3 Pc Meals )
130,2025/01/12,Sun,India,McChicken Double Patty Burger Combo,353.00,4.10,Burger Combos ( 3 Pc Meals )
131,2025/01/12,Sun,India,McVeggie Double Patty Burger Combo,320.00,3.71,Burger Combos ( 3 Pc Meals )
132,2025/01/12,Sun,India,McAloo Tikki Double Patty Burger Combo,224.00,2.60,Burger Combos ( 3 Pc Meals )
133,2025/01/12,Sun,India,McSpicy Deluxe Paneer Burger Combo,361.00,4.19,Burger Combos ( 3 Pc Meals )
134,2025/01/12,Sun,India,McSpicy Deluxe Chicken Burger Combo,371.00,4.31,Burger Combos ( 3 Pc Meals )
135,2025/01/12,Sun,India,McCheese Burger Chicken Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
136,2025/01/12,Sun,India,McCheese Burger Veg Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
137,2025/01/12,Sun,India,Corn & cheese Burger Combo,309.00,3.59,Burger Combos ( 3 Pc Meals )
138,2025/01/12,Sun,India,Grilled Cheese and Chicken Burger Combo,304.00,3.53,Burger Combos ( 3 Pc Meals )
139,2025/01/12,Sun,India,McVeggie Burger Combo,280.00,3.25,Burger Combos ( 3 Pc Meals )
140,2025/01/12,Sun,India,McChicken Burger Combo,315.00,3.66,Burger Combos ( 3 Pc Meals )
141,2025/01/12,Sun,India,Filet-O-Fish Burger Combo,350.00,4.06,Burger Combos ( 3 Pc Meals )
142,2025/01/12,Sun,India,McAloo Tikki Burger Combo,205.00,2.38,Burger Combos ( 3 Pc Meals )
143,2025/01/12,Sun,India,Mexican McAloo Tikki Burger Combo,224.00,2.60,Burger Combos ( 3 Pc Meals )
144,2025/01/12,Sun,India,McSpicy Chicken Burger Combo,352.00,4.09,Burger Combos ( 3 Pc Meals )
145,2025/01/12,Sun,India,McSpicy Paneer Burger Combo,342.00,3.97,Burger Combos ( 3 Pc Meals )
146,2025/01/12,Sun,India,McSpicy Premium Burger Chicken Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
147,2025/01/12,Sun,India,McSpicy Premium Burger Veg Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
148,2025/01/12,Sun,India,Veg Maharaja Mac Burger Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
149,2025/01/12,Sun,India,Chicken Maharaja Mac Burger Combo,385.00,4.47,Burger Combos ( 3 Pc Meals )
150,2025/01/12,Sun,India,Big Spicy Paneer Wrap Combo,361.00,4.19,Burger Combos ( 3 Pc Meals )
151,2025/01/12,Sun,India,Big Spicy Chicken Wrap Combo,371.00,4.31,Burger Combos ( 3 Pc Meals )
152,2025/01/12,Sun,India,Masala McEgg Burger Combo,225.00,2.61,Burger Combos ( 3 Pc Meals )
153,2025/01/12,Sun,India,9 Pc Chicken Nuggets Combo,387.00,4.49,Burger Combos ( 3 Pc Meals )
154,2025/01/12,Sun,India,Chicken McNuggets 6 Pcs Combo,347.00,4.03,Burger Combos ( 3 Pc Meals )
155,2025/01/12,Sun,India,McVeggie Burger Happy Meal,315.00,3.66,Burger Combos ( 3 Pc Meals )
156,2025/01/12,Sun,India,McChicken Burger Happy Meal,336.00,3.90,Burger Combos ( 3 Pc Meals )
157,2025/01/12,Sun,India,4 Pc Chicken Nuggets Happy Meal,277.00,3.21,Burger Combos ( 3 Pc Meals )
158,2025/01/12,Sun,India,McAloo Tikki Burger Happy Meal,221.00,2.56,Burger Combos ( 3 Pc Meals )
159,2025/01/12,Sun,India,McEgg Burger Happy Meal,247.00,2.87,Burger Combos ( 3 Pc Meals )
160,2025/01/12,Sun,India,2 Pc Chicken Nuggets Happy Meal,230.00,2.67,Burger Combos ( 3 Pc Meals )
161,2025/01/12,Sun,India,Birthday Party Package - McVeggie,2.00,0.02,Burger Combos ( 3 Pc Meals )
162,2025/01/12,Sun,India,Birthday Party Package - McChicken,2.00,0.02,Burger Combos ( 3 Pc Meals )
163,2025/01/12,Sun,India,McCheese Burger Veg Combo with Corn,417.00,4.84,Burger Combos ( 3 Pc Meals )
164,2025/01/12,Sun,India,Peppery Chicken Surprise Burger,81.00,0.94,Burgers & Wraps
165,2025/01/12,Sun,India,McAloo Tikki Burger with Cheese,99.00,1.15,Burgers & Wraps
166,2025/01/12,Sun,India,Mexican McAloo Tikki with Cheese,99.00,1.15,Burgers & Wraps
167,2025/01/12,Sun,India,Crispy Veggie Burger,200.00,2.32,Burgers & Wraps
168,2025/01/12,Sun,India,Mc Crispy Chicken Burger,224.00,2.60,Burgers & Wraps
169,2025/01/12,Sun,India,Mexican McAloo Tikki Burger NONG,75.00,0.87,Burgers & Wraps
170,2025/01/12,Sun,India,McAloo Tikki Burger NONG,75.00,0.87,Burgers & Wraps
171,2025/01/12,Sun,India,Chicken Surprise Burger,76.00,0.88,Burgers & Wraps
172,2025/01/12,Sun,India,Mexican McAloo Tikki Double Patty Burger,94.00,1.09,Burgers & Wraps
173,2025/01/12,Sun,India,McSpicy Deluxe Chicken Double Patty Burger,300.00,3.48,Burgers & Wraps
174,2025/01/12,Sun,India,McSpicy Chicken Double Patty Burger,281.00,3.26,Burgers & Wraps
175,2025/01/12,Sun,India,McChicken Double Patty Burger,173.00,2.01,Burgers & Wraps
176,2025/01/12,Sun,India,McVeggie Double Patty Burger,188.00,2.18,Burgers & Wraps
177,2025/01/12,Sun,India,McAloo Tikki Double Patty Burger,94.00,1.09,Burgers & Wraps
178,2025/01/12,Sun,India,McSpicy Deluxe Paneer Burger,234.00,2.72,Burgers & Wraps
179,2025/01/12,Sun,India,McSpicy Deluxe Chicken Burger,243.00,2.82,Burgers & Wraps
180,2025/01/12,Sun,India,McCheese Burger Chicken,281.00,3.26,Burgers & Wraps
181,2025/01/12,Sun,India,Grilled Chicken & Cheese Burger,164.00,1.90,Burgers & Wraps
182,2025/01/12,Sun,India,Corn & Cheese Burger,155.00,1.80,Burgers & Wraps
183,2025/01/12,Sun,India,McSpicy Premium Chicken Burger,260.00,3.02,Burgers & Wraps
184,2025/01/12,Sun,India,McSpicy Premium Veg Burger,249.00,2.89,Burgers & Wraps
185,2025/01/12,Sun,India,McAloo Tikki Burger,75.00,0.87,Burgers & Wraps
186,2025/01/12,Sun,India,McChicken Burger,145.00,1.68,Burgers & Wraps
187,2025/01/12,Sun,India,McVeggie Burger,150.00,1.74,Burgers & Wraps
188,2025/01/12,Sun,India,Filet-O-Fish Burger,185.00,2.15,Burgers & Wraps
189,2025/01/12,Sun,India,Chicken Maharaja Mac Burger,268.00,3.11,Burgers & Wraps
190,2025/01/12,Sun,India,Veg Maharaja Mac Burger,225.00,2.61,Burgers & Wraps
191,2025/01/12,Sun,India,Mexican McAloo Tikki Burger,75.00,0.87,Burgers & Wraps
192,2025/01/12,Sun,India,Masala McEgg Burger,72.00,0.84,Burgers & Wraps
193,2025/01/12,Sun,India,McSpicy Paneer Burger,215.00,2.50,Burgers & Wraps
194,2025/01/12,Sun,India,McSpicy Chicken Burger,224.00,2.60,Burgers & Wraps
195,2025/01/12,Sun,India,Big Spicy Chicken Wrap,259.00,3.01,Burgers & Wraps
196,2025/01/12,Sun,India,Big Spicy Paneer Wrap,240.00,2.79,Burgers & Wraps
197,2025/01/12,Sun,India,McCheese Burger Veg,262.00,3.04,Burgers & Wraps
198,2025/01/12,Sun,India,Fries (M) + Piri Piri Mix,123.00,1.43,Fries & Sides
199,2025/01/12,Sun,India,20 Pc Chicken Nuggets,422.00,4.90,Fries & Sides
200,2025/01/12,Sun,India,9 Pc Chicken Nuggets,214.00,2.48,Fries & Sides
201,2025/01/12,Sun,India,6 Pc Chicken Nuggets,190.00,2.20,Fries & Sides
202,2025/01/12,Sun,India,Salsa Cheese Fries,136.00,1.58,Fries & Sides
203,2025/01/12,Sun,India,Fries (Large),140.00,1.62,Fries & Sides
204,2025/01/12,Sun,India,Fries (Medium),120.00,1.39,Fries & Sides
205,2025/01/12,Sun,India,Fries (Regular),79.00,0.92,Fries & Sides
206,2025/01/12,Sun,India,Classic Cheese Fries,157.00,1.82,Fries & Sides
207,2025/01/12,Sun,India,4 Pcs Chicken Nuggets,110.00,1.28,Fries & Sides
208,2025/01/12,Sun,India,Veg Pizza McPuff,66.00,0.77,Fries & Sides
209,2025/01/12,Sun,India,Classic Corn Cup,90.00,1.04,Fries & Sides
210,2025/01/12,Sun,India,Mustard Sauce,19.00,0.22,Fries & Sides
211,2025/01/12,Sun,India,Barbeque Sauce,19.00,0.22,Fries & Sides
212,2025/01/12,Sun,India,Chilli Sauce Sachet,2.00,0.02,Fries & Sides
213,2025/01/12,Sun,India,Piri Piri Spice Mix,24.00,0.28,Fries & Sides
214,2025/01/12,Sun,India,Tomato Ketchup Sachet,1.00,0.01,Fries & Sides
215,2025/01/12,Sun,India,Small Latte with Almond Milk,197.00,2.29,Coffee & Beverages (Hot and Cold)
216,2025/01/12,Sun,India,Small Iced Coffee with Almond Milk,236.00,2.74,Coffee & Beverages (Hot and Cold)
217,2025/01/12,Sun,India,Citrus Burst Cold Brew,190.00,2.20,Coffee & Beverages (Hot and Cold)
218,2025/01/12,Sun,India,Small Cappuccino with Almond Milk,193.00,2.24,Coffee & Beverages (Hot and Cold)
219,2025/01/12,Sun,India,Classic Cold Brew,190.00,2.20,Coffee & Beverages (Hot and Cold)
220,2025/01/12,Sun,India,Iced Coffee with Cinammon Spice,229.00,2.66,Coffee & Beverages (Hot and Cold)
221,2025/01/12,Sun,India,Classic Coffee Regular with Cinammon Spice,237.00,2.75,Coffee & Beverages (Hot and Cold)
222,2025/01/12,Sun,India,Cappuccino Small with Cinammon Spice,195.00,2.26,Coffee & Beverages (Hot and Cold)
223,2025/01/12,Sun,India,Iced Coffee with French Vanilla,229.00,2.66,Coffee & Beverages (Hot and Cold)
224,2025/01/12,Sun,India,Classic Coffee Regular with French Vanilla,237.00,2.75,Coffee & Beverages (Hot and Cold)
225,2025/01/12,Sun,India,Classic Coffee Regular with Hazelnut,237.00,2.75,Coffee & Beverages (Hot and Cold)
226,2025/01/12,Sun,India,Cappuccino Small with French Vanilla,195.00,2.26,Coffee & Beverages (Hot and Cold)
227,2025/01/12,Sun,India,Iced Coffee with Hazelnut,229.00,2.66,Coffee & Beverages (Hot and Cold)
228,2025/01/12,Sun,India,Cappuccino Small with Hazelnut,195.00,2.26,Coffee & Beverages (Hot and Cold)
229,2025/01/12,Sun,India,Cappuccino Coffee (S),174.00,2.02,Coffee & Beverages (Hot and Cold)
230,2025/01/12,Sun,India,Cappuccino Coffee (R),205.00,2.38,Coffee & Beverages (Hot and Cold)
231,2025/01/12,Sun,India,Hot Chocolate (S),205.00,2.38,Coffee & Beverages (Hot and Cold)
232,2025/01/12,Sun,India,Hot Chocolate (R),232.00,2.69,Coffee & Beverages (Hot and Cold)
233,2025/01/12,Sun,India,Latte Coffee (S),178.00,2.07,Coffee & Beverages (Hot and Cold)
234,2025/01/12,Sun,India,Latte Coffee (R),209.00,2.43,Coffee & Beverages (Hot and Cold)
235,2025/01/12,Sun,India,Mocha Coffee (S),215.00,2.50,Coffee & Beverages (Hot and Cold)
236,2025/01/12,Sun,India,Mocha Coffee (R),242.00,2.81,Coffee & Beverages (Hot and Cold)
237,2025/01/12,Sun,India,Berry Lemonade Regular,143.00,1.66,Coffee & Beverages (Hot and Cold)
238,2025/01/12,Sun,India,Ice Tea - Green Apple flavour,185.00,2.15,Coffee & Beverages (Hot and Cold)
239,2025/01/12,Sun,India,Ice Tea - lemon flavour,185.00,2.15,Coffee & Beverages (Hot and Cold)
240,2025/01/12,Sun,India,Chocolate Flavoured Shake,185.00,2.15,Coffee & Beverages (Hot and Cold)
241,2025/01/12,Sun,India,Strawberry Shake,185.00,2.15,Coffee & Beverages (Hot and Cold)
242,2025/01/12,Sun,India,American Mud Pie Shake,205.00,2.38,Coffee & Beverages (Hot and Cold)
243,2025/01/12,Sun,India,Mango Smoothie,211.00,2.45,Coffee & Beverages (Hot and Cold)
