,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2025/03/21,Fri,India,Korean Mc Spicy Premium Paneer Burger Combo (M),430.00,4.98,Korean Range & New Offerings
2,2025/03/21,Fri,India,Korean Mc Spicy Premium Chicken Burger Combo (M),440.00,5.10,Korean Range & New Offerings
3,2025/03/21,Fri,India,Korean Mc Spicy Paneer Burger Combo (M),362.00,4.19,Korean Range & New Offerings
4,2025/03/21,Fri,India,Korean Mc Spicy Chicken Burger Combo (M),372.00,4.31,Korean Range & New Offerings
5,2025/03/21,Fri,India,Korean Mc Egg Burger Combo (M),240.00,2.78,Korean Range & New Offerings
6,2025/03/21,Fri,India,Korean Chicken Surprise Burger Combo (M),253.00,2.93,Korean Range & New Offerings
7,2025/03/21,Fri,India,Korean Mc Aloo Tikki Burger Combo (M),220.00,2.55,Korean Range & New Offerings
8,2025/03/21,Fri,India,Korean Mc Spicy Premium Paneer Burger,313.00,3.63,Korean Range & New Offerings
9,2025/03/21,Fri,India,Korean Mc Spicy Premium Chicken Burger,313.00,3.63,Korean Range & New Offerings
10,2025/03/21,Fri,India,Korean Mc Spicy Paneer Burger,235.00,2.72,Korean Range & New Offerings
11,2025/03/21,Fri,India,Korean Mc Spicy Chicken Burger,244.00,2.83,Korean Range & New Offerings
12,2025/03/21,Fri,India,Korean Mc Egg Burger,87.00,1.01,Korean Range & New Offerings
13,2025/03/21,Fri,India,Korean Chicken Surprise Burger,91.00,1.05,Korean Range & New Offerings
14,2025/03/21,Fri,India,Korean Mc Aloo Tikki Burger,90.00,1.04,Korean Range & New Offerings
15,2025/03/21,Fri,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),430.00,4.98,Korean Range & New Offerings
16,2025/03/21,Fri,India,Korean Yuzu-Pop Sprite,105.00,1.22,Korean Range & New Offerings
17,2025/03/21,Fri,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),425.00,4.92,Korean Range & New Offerings
