,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/03/04,Sat,Brunei,Big Mac (Value Meal) — Medium,6.50,4.84,Regular Value Meal
2,2023/03/04,Sat,Brunei,Big Mac (Value Meal) — Large,7.10,5.28,Regular Value Meal
3,2023/03/04,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.31,Regular Value Meal
4,2023/03/04,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.76,Regular Value Meal
5,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.69,Regular Value Meal
6,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.13,Regular Value Meal
7,2023/03/04,Sat,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.61,Regular Value Meal
8,2023/03/04,Sat,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.06,Regular Value Meal
9,2023/03/04,Sat,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.87,Regular Value Meal
10,2023/03/04,Sat,Brunei,Nasi Lemak Set C,3.50,2.60,Regular Value Meal
11,2023/03/04,Sat,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.98,Regular Value Meal
12,2023/03/04,Sat,Brunei,Big Mac (A La Carte),5.50,4.09,Regular Value Meal
13,2023/03/04,Sat,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.20,Regular Value Meal
14,2023/03/04,Sat,Brunei,Double Cheeseburger (A La Carte),5.10,3.79,Regular Value Meal
15,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.94,Regular Value Meal
16,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.94,Regular Value Meal
17,2023/03/04,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.17,Regular Value Meal
18,2023/03/04,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.61,Regular Value Meal
19,2023/03/04,Sat,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.17,Regular Value Meal
20,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.69,Regular Value Meal
21,2023/03/04,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.13,Regular Value Meal
22,2023/03/04,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.83,Regular Value Meal
23,2023/03/04,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.06,Regular Value Meal
24,2023/03/04,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.50,Regular Value Meal
25,2023/03/04,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.42,Regular Value Meal
26,2023/03/04,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.54,Regular Value Meal
27,2023/03/04,Sat,Brunei,Chicken McNuggets — 9 Pieces - A la Carte,6.30,4.69,Regular Value Meal
28,2023/03/04,Sat,Brunei,Chicken McNuggets — 9 Pieces - Medium Value Meal,6.80,5.06,Regular Value Meal
29,2023/03/04,Sat,Brunei,Chicken McNuggets — 9 Pieces - Large Value Meal,7.40,5.50,Regular Value Meal
30,2023/03/04,Sat,Brunei,Chicken McNuggets — 20 Pieces - A La Carte,12.60,9.37,Regular Value Meal
31,2023/03/04,Sat,Brunei,McChicken — Ala Carte,5.00,3.72,Regular Value Meal
32,2023/03/04,Sat,Brunei,McChicken — Medium,6.00,4.46,Regular Value Meal
33,2023/03/04,Sat,Brunei,McChicken — Large,6.60,4.91,Regular Value Meal
34,2023/03/04,Sat,Brunei,McChicken Deluxe — Ala Carte,5.20,3.87,Regular Value Meal
35,2023/03/04,Sat,Brunei,McChicken Deluxe — Medium,6.20,4.61,Regular Value Meal
36,2023/03/04,Sat,Brunei,McChicken Deluxe — Large,6.80,5.06,Regular Value Meal
37,2023/03/04,Sat,Brunei,Triple Cheeseburger (A La Carte),7.00,5.21,Regular Value Meal
38,2023/03/04,Sat,Brunei,Triple Cheeseburger — Medium,8.10,6.03,Regular Value Meal
39,2023/03/04,Sat,Brunei,Triple Cheeseburger — Large,9.60,7.14,Regular Value Meal
40,2023/03/04,Sat,Brunei,Happy Meal Beefburger,4.90,3.65,Happy Meal
41,2023/03/04,Sat,Brunei,Happy Meal Cheeseburger,5.20,3.87,Happy Meal
42,2023/03/04,Sat,Brunei,Happy Meal Fish Nuggets (4pcs),5.20,3.87,Happy Meal
43,2023/03/04,Sat,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.87,Happy Meal
44,2023/03/04,Sat,Brunei,Happy Meal Bubur McD (S),5.20,3.87,Happy Meal
45,2023/03/04,Sat,Brunei,Happy meal chicken nugget(4pc),5.50,4.09,Happy Meal
46,2023/03/04,Sat,Brunei,6 Pcs Fish Nuggets,4.30,3.20,Sides
47,2023/03/04,Sat,Brunei,9 Pcs Fish Nuggets,6.00,4.46,Sides
48,2023/03/04,Sat,Brunei,20 Pcs Fish Nuggets,11.90,8.85,Sides
49,2023/03/04,Sat,Brunei,2pcs Ayam Goreng McD,5.30,3.94,Sides
50,2023/03/04,Sat,Brunei,5pcs Ayam Goreng McD,12.00,8.93,Sides
51,2023/03/04,Sat,Brunei,9pcs Ayam Goreng McD,21.80,16.22,Sides
52,2023/03/04,Sat,Brunei,Rice,0.80,0.60,Sides
53,2023/03/04,Sat,Brunei,French fries — Medium,2.20,1.64,Sides
54,2023/03/04,Sat,Brunei,French fries — Large,2.50,1.86,Sides
55,2023/03/04,Sat,Brunei,Bubur McD — Small,3.20,2.38,Sides
56,2023/03/04,Sat,Brunei,Bubur McD — Large,3.70,2.75,Sides
57,2023/03/04,Sat,Brunei,Medium fries,2.20,1.64,Sides
58,2023/03/04,Sat,Brunei,Apple Pie — 1 Pc,1.80,1.34,Dessert
59,2023/03/04,Sat,Brunei,Apple Pie — 2 Pc,3.30,2.45,Dessert
