,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/05/11,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.90,Regular Value Meal
2,2023/05/11,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.35,Regular Value Meal
3,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.75,Regular Value Meal
4,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.20,Regular Value Meal
5,2023/05/11,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.67,Regular Value Meal
6,2023/05/11,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.12,Regular Value Meal
7,2023/05/11,Thu,Brunei,Big Mac (A La Carte),5.50,4.14,Regular Value Meal
8,2023/05/11,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.84,Regular Value Meal
9,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.99,Regular Value Meal
10,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.99,Regular Value Meal
11,2023/05/11,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.22,Regular Value Meal
12,2023/05/11,Thu,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.67,Regular Value Meal
13,2023/05/11,Thu,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.22,Regular Value Meal
14,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.75,Regular Value Meal
15,2023/05/11,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.20,Regular Value Meal
16,2023/05/11,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.86,Regular Value Meal
17,2023/05/11,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.12,Regular Value Meal
18,2023/05/11,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.58,Regular Value Meal
19,2023/05/11,Thu,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.47,Regular Value Meal
20,2023/05/11,Thu,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.60,Regular Value Meal
21,2023/05/11,Thu,Brunei,Chicken Nuggets — 6 Pieces - A la carte,4.60,3.47,Regular Value Meal
22,2023/05/11,Thu,Brunei,Chicken Nuggets — 6 Pieces - Medium Value Meal,6.10,4.60,Regular Value Meal
23,2023/05/11,Thu,Brunei,Fish Bites,2.20,1.66,Sides
24,2023/05/11,Thu,Brunei,2pcs Ayam Goreng McD,5.30,3.99,Sides
25,2023/05/11,Thu,Brunei,5pcs Ayam Goreng McD,12.00,9.04,Sides
26,2023/05/11,Thu,Brunei,9pcs Ayam Goreng McD,21.80,16.43,Sides
27,2023/05/11,Thu,Brunei,French Fries — Medium,2.20,1.66,Sides
28,2023/05/11,Thu,Brunei,French Fries — Large,2.50,1.88,Sides
29,2023/05/11,Thu,Brunei,Cakoi — 1 Pc,1.50,1.13,Sides
30,2023/05/11,Thu,Brunei,Cakoi — 2 Pc,2.80,2.11,Sides
31,2023/05/11,Thu,Brunei,Bubur McD — Small,3.20,2.41,Sides
32,2023/05/11,Thu,Brunei,Bubur McD — Large,3.70,2.79,Sides
33,2023/05/11,Thu,Brunei,Oreo Berry McFlurry,4.00,3.01,Dessert
34,2023/05/11,Thu,Brunei,Oreo McFlurry,3.50,2.64,Dessert
35,2023/05/11,Thu,Brunei,Oreo Mudpie McFlurry,4.00,3.01,Dessert
36,2023/05/11,Thu,Brunei,Sundae Strawberry,2.50,1.88,Dessert
37,2023/05/11,Thu,Brunei,Apple Pie — 1 Pc,1.80,1.36,Dessert
38,2023/05/11,Thu,Brunei,Apple Pie — 2 Pc,3.30,2.49,Dessert
39,2023/05/11,Thu,Brunei,Sundae Chocolate,2.50,1.88,Dessert
40,2023/05/11,Thu,Brunei,Greentea Oreo McFlurry,4.00,3.01,Dessert
