,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/12/31,Sat,Brunei,Big Mac (Value Meal) — Medium,6.50,4.84,Regular Value Meal
2,2022/12/31,Sat,Brunei,Big Mac (Value Meal) — Large,7.10,5.29,Regular Value Meal
3,2022/12/31,Sat,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.51,Regular Value Meal
4,2022/12/31,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.32,Regular Value Meal
5,2022/12/31,Sat,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.77,Regular Value Meal
6,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.69,Regular Value Meal
7,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.14,Regular Value Meal
8,2022/12/31,Sat,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.62,Regular Value Meal
9,2022/12/31,Sat,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.07,Regular Value Meal
10,2022/12/31,Sat,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.87,Regular Value Meal
11,2022/12/31,Sat,Brunei,Nasi Lemak Set C,3.50,2.61,Regular Value Meal
12,2022/12/31,Sat,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.99,Regular Value Meal
13,2022/12/31,Sat,Brunei,Big Mac (A La Carte),5.50,4.10,Regular Value Meal
14,2022/12/31,Sat,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.20,Regular Value Meal
15,2022/12/31,Sat,Brunei,Double Cheeseburger (A La Carte),5.10,3.80,Regular Value Meal
16,2022/12/31,Sat,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,4.10,Regular Value Meal
17,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.95,Regular Value Meal
18,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.95,Regular Value Meal
19,2022/12/31,Sat,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.17,Regular Value Meal
20,2022/12/31,Sat,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.62,Regular Value Meal
21,2022/12/31,Sat,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.17,Regular Value Meal
22,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.69,Regular Value Meal
23,2022/12/31,Sat,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.14,Regular Value Meal
24,2022/12/31,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.83,Regular Value Meal
25,2022/12/31,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.07,Regular Value Meal
26,2022/12/31,Sat,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.51,Regular Value Meal
27,2022/12/31,Sat,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.43,Regular Value Meal
28,2022/12/31,Sat,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.55,Regular Value Meal
29,2022/12/31,Sat,Brunei,McChicken — Ala Carte,5.00,3.73,Regular Value Meal
30,2022/12/31,Sat,Brunei,McChicken — Medium,6.00,4.47,Regular Value Meal
31,2022/12/31,Sat,Brunei,McChicken — Large,6.60,4.92,Regular Value Meal
32,2022/12/31,Sat,Brunei,McChicken Deluxe — Ala Carte,5.20,3.87,Regular Value Meal
33,2022/12/31,Sat,Brunei,McChicken Deluxe — Medium,6.20,4.62,Regular Value Meal
34,2022/12/31,Sat,Brunei,McChicken Deluxe — Large,6.80,5.07,Regular Value Meal
35,2022/12/31,Sat,Brunei,Chicken Nuggets — 20 Pieces,12.60,9.39,Regular Value Meal
