,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/07/04,Tue,Brunei,Big Mac (Value Meal) — Medium,6.50,4.81,Regular Value Meal
2,2023/07/04,Tue,Brunei,Big Mac (Value Meal) — Large,7.10,5.26,Regular Value Meal
3,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.66,Regular Value Meal
4,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.11,Regular Value Meal
5,2023/07/04,Tue,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.59,Regular Value Meal
6,2023/07/04,Tue,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.03,Regular Value Meal
7,2023/07/04,Tue,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.85,Regular Value Meal
8,2023/07/04,Tue,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.96,Regular Value Meal
9,2023/07/04,Tue,Brunei,Big Mac (A La Carte),5.50,4.07,Regular Value Meal
10,2023/07/04,Tue,Brunei,Double Cheeseburger (A La Carte),5.10,3.78,Regular Value Meal
11,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.92,Regular Value Meal
12,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.92,Regular Value Meal
13,2023/07/04,Tue,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.15,Regular Value Meal
14,2023/07/04,Tue,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.59,Regular Value Meal
15,2023/07/04,Tue,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.15,Regular Value Meal
16,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.66,Regular Value Meal
17,2023/07/04,Tue,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.11,Regular Value Meal
18,2023/07/04,Tue,Brunei,Filet-O-Fish (A La Carte),3.80,2.81,Regular Value Meal
19,2023/07/04,Tue,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.03,Regular Value Meal
20,2023/07/04,Tue,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.48,Regular Value Meal
21,2023/07/04,Tue,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.41,Regular Value Meal
22,2023/07/04,Tue,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.52,Regular Value Meal
23,2023/07/04,Tue,Brunei,Happy Meal Beefburger,4.90,3.63,Happy Meal
24,2023/07/04,Tue,Brunei,Happy Meal Cheeseburger,5.20,3.85,Happy Meal
25,2023/07/04,Tue,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.85,Happy Meal
26,2023/07/04,Tue,Brunei,Happy Meal Bubur McD (S),5.20,3.85,Happy Meal
27,2023/07/04,Tue,Brunei,Happy meal chicken nugget(4pc),5.50,4.07,Happy Meal
28,2023/07/04,Tue,Brunei,Fish Bites,2.20,1.63,Sides
29,2023/07/04,Tue,Brunei,2pcs Ayam Goreng McD,5.30,3.92,Sides
30,2023/07/04,Tue,Brunei,5pcs Ayam Goreng McD,12.00,8.88,Sides
31,2023/07/04,Tue,Brunei,Rice,0.80,0.59,Sides
32,2023/07/04,Tue,Brunei,French fries — Medium,2.20,1.63,Sides
33,2023/07/04,Tue,Brunei,French fries — Large,2.50,1.85,Sides
34,2023/07/04,Tue,Brunei,Sweet & Sour Dipping Sauce,0.50,0.37,Sides
35,2023/07/04,Tue,Brunei,BBQ Dipping Sauce,0.50,0.37,Sides
36,2023/07/04,Tue,Brunei,Cakoi — 1 Pc,1.50,1.11,Sides
37,2023/07/04,Tue,Brunei,Cakoi — 2 Pc,2.80,2.07,Sides
38,2023/07/04,Tue,Brunei,Bubur McD — Small,3.20,2.37,Sides
39,2023/07/04,Tue,Brunei,Bubur McD — Large,3.70,2.74,Sides
40,2023/07/04,Tue,Brunei,Medium fries,2.20,1.63,Sides
41,2023/07/04,Tue,Brunei,Apple Pie — 1 Pc,1.80,1.33,Dessert
42,2023/07/04,Tue,Brunei,Apple Pie — 2 Pc,3.30,2.44,Dessert
43,2023/07/04,Tue,Brunei,Samurai — Ala Carte,6.20,4.59,Promotion : Limited Time Offer
44,2023/07/04,Tue,Brunei,Samurai — Medium,8.80,6.51,Promotion : Limited Time Offer
45,2023/07/04,Tue,Brunei,Samurai — Large,9.10,6.74,Promotion : Limited Time Offer
46,2023/07/04,Tue,Brunei,Shogun — Regular,6.80,5.03,Promotion : Limited Time Offer
47,2023/07/04,Tue,Brunei,Shogun — Medium,9.40,6.96,Promotion : Limited Time Offer
48,2023/07/04,Tue,Brunei,Shogun — Large,9.70,7.18,Promotion : Limited Time Offer
