,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/05/30,Tue,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.65,Regular Value Meal
2,2023/05/30,Tue,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.10,Regular Value Meal
3,2023/05/30,Tue,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.14,Regular Value Meal
4,2023/05/30,Tue,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.58,Regular Value Meal
5,2023/05/30,Tue,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.92,Regular Value Meal
6,2023/05/30,Tue,Brunei,Filet-O-Fish (A La Carte),3.80,2.81,Regular Value Meal
7,2023/05/30,Tue,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.40,Regular Value Meal
8,2023/05/30,Tue,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.51,Regular Value Meal
9,2023/05/30,Tue,Brunei,Happy Meal with Fruit Tea — Happy Meal Ayam Goreng McD (1pc),5.00,3.69,Happy Meal
10,2023/05/30,Tue,Brunei,Happy Meal with Fruit Tea — Happy Meal Beef Burger,4.70,3.47,Happy Meal
11,2023/05/30,Tue,Brunei,Happy Meal with Fruit Tea — Happy Meal Bubur Mcd (S),5.00,3.69,Happy Meal
12,2023/05/30,Tue,Brunei,Happy Meal with Fruit Tea — Happy Cheeseburger,5.00,3.69,Happy Meal
13,2023/05/30,Tue,Brunei,Happy Meal with Fruit Tea — Happy Meal Fish Nuggets,5.00,3.69,Happy Meal
14,2023/05/30,Tue,Brunei,2pcs Ayam Goreng McD,5.30,3.92,Sides
15,2023/05/30,Tue,Brunei,5pcs Ayam Goreng McD,12.00,8.87,Sides
16,2023/05/30,Tue,Brunei,9pcs Ayam Goreng McD,21.80,16.11,Sides
17,2023/05/30,Tue,Brunei,Rice,0.80,0.59,Sides
18,2023/05/30,Tue,Brunei,BBQ Dipping Sauce,0.50,0.37,Sides
19,2023/05/30,Tue,Brunei,Sweet & Sour Dipping Sauce,0.50,0.37,Sides
20,2023/05/30,Tue,Brunei,French Fries — Medium,2.20,1.63,Sides
21,2023/05/30,Tue,Brunei,French Fries — Large,2.50,1.85,Sides
22,2023/05/30,Tue,Brunei,Bubur McD — Small,3.20,2.36,Sides
23,2023/05/30,Tue,Brunei,Bubur McD — Large,3.70,2.73,Sides
24,2023/05/30,Tue,Brunei,Sauces — Tartar Sauce,0.50,0.37,Sides
25,2023/05/30,Tue,Brunei,Sauces — Nasi Lemak McD Sambal,0.50,0.37,Sides
26,2023/05/30,Tue,Brunei,Foldover Beef — Ala Carte,7.00,5.17,Foldover Specials
27,2023/05/30,Tue,Brunei,Foldover Beef — Medium,8.50,6.28,Foldover Specials
28,2023/05/30,Tue,Brunei,Foldover Beef — Large,9.10,6.72,Foldover Specials
29,2023/05/30,Tue,Brunei,Foldover Chicken — Ala Carte,7.00,5.17,Foldover Specials
30,2023/05/30,Tue,Brunei,Foldover Chicken — Medium,8.50,6.28,Foldover Specials
31,2023/05/30,Tue,Brunei,Foldover Chicken — Large,9.10,6.72,Foldover Specials
