,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/01/29,Sun,Brunei,Big Mac (Value Meal) — Medium,6.50,4.95,Regular Value Meal
2,2023/01/29,Sun,Brunei,Big Mac (Value Meal) — Large,7.10,5.41,Regular Value Meal
3,2023/01/29,Sun,Brunei,2 Pcs Fish and Fries (Value Meal) — Large,7.40,5.64,Regular Value Meal
4,2023/01/29,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.42,Regular Value Meal
5,2023/01/29,Sun,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.87,Regular Value Meal
6,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.80,Regular Value Meal
7,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.25,Regular Value Meal
8,2023/01/29,Sun,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.72,Regular Value Meal
9,2023/01/29,Sun,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.18,Regular Value Meal
10,2023/01/29,Sun,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.96,Regular Value Meal
11,2023/01/29,Sun,Brunei,Nasi Lemak Set C,3.50,2.67,Regular Value Meal
12,2023/01/29,Sun,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.10,Regular Value Meal
13,2023/01/29,Sun,Brunei,Big Mac (A La Carte),5.50,4.19,Regular Value Meal
14,2023/01/29,Sun,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.27,Regular Value Meal
15,2023/01/29,Sun,Brunei,Double Cheeseburger (A La Carte),5.10,3.88,Regular Value Meal
16,2023/01/29,Sun,Brunei,2 Pcs Fish and Fries (A La Carte),5.50,4.19,Regular Value Meal
17,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,4.04,Regular Value Meal
18,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,4.04,Regular Value Meal
19,2023/01/29,Sun,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.26,Regular Value Meal
20,2023/01/29,Sun,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.72,Regular Value Meal
21,2023/01/29,Sun,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.26,Regular Value Meal
22,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.80,Regular Value Meal
23,2023/01/29,Sun,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.25,Regular Value Meal
24,2023/01/29,Sun,Brunei,Filet-O-Fish (A La Carte),3.80,2.89,Regular Value Meal
25,2023/01/29,Sun,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.18,Regular Value Meal
26,2023/01/29,Sun,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.64,Regular Value Meal
27,2023/01/29,Sun,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.50,Regular Value Meal
28,2023/01/29,Sun,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.65,Regular Value Meal
29,2023/01/29,Sun,Brunei,Chicken McNuggets — 9 Pieces - A la Carte,6.30,4.80,Regular Value Meal
30,2023/01/29,Sun,Brunei,Chicken McNuggets — 9 Pieces - Medium Value Meal,6.80,5.18,Regular Value Meal
31,2023/01/29,Sun,Brunei,Chicken McNuggets — 9 Pieces - Large Value Meal,7.40,5.64,Regular Value Meal
32,2023/01/29,Sun,Brunei,Chicken McNuggets — 20 Pieces - A La Carte,12.60,9.60,Regular Value Meal
33,2023/01/29,Sun,Brunei,McChicken — Ala Carte,5.00,3.81,Regular Value Meal
