,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2022/06/29,Wed,Brunei,Big Mac (Value Meal) — Medium,6.50,4.68,Regular Value Meal
2,2022/06/29,Wed,Brunei,Big Mac (Value Meal) — Large,7.10,5.12,Regular Value Meal
3,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.54,Regular Value Meal
4,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,4.97,Regular Value Meal
5,2022/06/29,Wed,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.47,Regular Value Meal
6,2022/06/29,Wed,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,4.90,Regular Value Meal
7,2022/06/29,Wed,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.75,Regular Value Meal
8,2022/06/29,Wed,Brunei,Nasi Lemak Set C,3.50,2.52,Regular Value Meal
9,2022/06/29,Wed,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.83,Regular Value Meal
10,2022/06/29,Wed,Brunei,Big Mac (A La Carte),5.50,3.96,Regular Value Meal
11,2022/06/29,Wed,Brunei,Double Cheeseburger (A La Carte),5.10,3.68,Regular Value Meal
12,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.82,Regular Value Meal
13,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.82,Regular Value Meal
14,2022/06/29,Wed,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.04,Regular Value Meal
15,2022/06/29,Wed,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.47,Regular Value Meal
16,2022/06/29,Wed,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.04,Regular Value Meal
17,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.54,Regular Value Meal
18,2022/06/29,Wed,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,4.97,Regular Value Meal
19,2022/06/29,Wed,Brunei,Filet-O-Fish (A La Carte),3.80,2.74,Regular Value Meal
20,2022/06/29,Wed,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,4.90,Regular Value Meal
21,2022/06/29,Wed,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.33,Regular Value Meal
22,2022/06/29,Wed,Brunei,Happy Meal Beefburger,4.90,3.53,Happy Meal
23,2022/06/29,Wed,Brunei,Happy Meal Cheeseburger,5.20,3.75,Happy Meal
24,2022/06/29,Wed,Brunei,Happy Meal Ayam Goreng McD (1pc),5.20,3.75,Happy Meal
25,2022/06/29,Wed,Brunei,Happy Meal Bubur McD (S),5.20,3.75,Happy Meal
26,2022/06/29,Wed,Brunei,Fish Bites,2.20,1.59,Sides
27,2022/06/29,Wed,Brunei,2pcs Ayam Goreng McD,5.30,3.82,Sides
28,2022/06/29,Wed,Brunei,5pcs Ayam Goreng McD,12.00,8.65,Sides
29,2022/06/29,Wed,Brunei,Rice,0.80,0.58,Sides
30,2022/06/29,Wed,Brunei,Sweet & Sour Dipping Sauce,0.50,0.36,Sides
31,2022/06/29,Wed,Brunei,BBQ Dipping Sauce,0.50,0.36,Sides
32,2022/06/29,Wed,Brunei,Cakoi — 1 Pc,1.50,1.08,Sides
33,2022/06/29,Wed,Brunei,Cakoi — 2 Pc,2.80,2.02,Sides
34,2022/06/29,Wed,Brunei,Bubur McD — Small,3.20,2.31,Sides
35,2022/06/29,Wed,Brunei,Bubur McD — Large,3.70,2.67,Sides
36,2022/06/29,Wed,Brunei,Hershey Chocolate Sundae,2.50,1.80,Dessert
37,2022/06/29,Wed,Brunei,Oreo Berry McFlurry,4.00,2.88,Dessert
38,2022/06/29,Wed,Brunei,Oreo McFlurry,3.50,2.52,Dessert
39,2022/06/29,Wed,Brunei,Oreo Mudpie McFlurry,4.00,2.88,Dessert
40,2022/06/29,Wed,Brunei,Sundae Strawberry,2.50,1.80,Dessert
41,2022/06/29,Wed,Brunei,Apple Pie — 1 Pc,1.80,1.30,Dessert
42,2022/06/29,Wed,Brunei,Apple Pie — 2 Pc,3.30,2.38,Dessert
43,2022/06/29,Wed,Brunei,Hershey Strawberry Sundae,2.50,1.80,Dessert
44,2022/06/29,Wed,Brunei,Sundae Chocolate,2.50,1.80,Dessert
45,2022/06/29,Wed,Brunei,Double Chocolate Oreo McFlurry,3.00,2.16,Dessert
46,2022/06/29,Wed,Brunei,Greentea Oreo McFlurry,4.00,2.88,Dessert
47,2022/06/29,Wed,Brunei,Sweet Potato Fries — Medium,3.00,2.16,Promotion: Sweet Potato Fries
48,2022/06/29,Wed,Brunei,Dinosaur McFlurry — Regular,3.50,2.52,Dinosaur McFlurry
