,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/07/05,Wed,Brunei,Big Mac (Value Meal) — Large,6.50,4.82,Regular Value Meal
2,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.67,Regular Value Meal
3,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.11,Regular Value Meal
4,2023/07/05,Wed,Brunei,Double Cheeseburger (Value Meal) — Large,6.20,4.59,Regular Value Meal
5,2023/07/05,Wed,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.85,Regular Value Meal
6,2023/07/05,Wed,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,4.97,Regular Value Meal
7,2023/07/05,Wed,Brunei,Big Mac (A La Carte),5.50,4.08,Regular Value Meal
8,2023/07/05,Wed,Brunei,Double Cheeseburger (A La Carte),5.10,3.78,Regular Value Meal
9,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.93,Regular Value Meal
10,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.93,Regular Value Meal
11,2023/07/05,Wed,Brunei,Filet-O-Fish (Value Meal) — Large,5.60,4.15,Regular Value Meal
12,2023/07/05,Wed,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.15,Regular Value Meal
13,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.67,Regular Value Meal
14,2023/07/05,Wed,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.11,Regular Value Meal
15,2023/07/05,Wed,Brunei,Filet-O-Fish (A La Carte),3.80,2.82,Regular Value Meal
16,2023/07/05,Wed,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.04,Regular Value Meal
17,2023/07/05,Wed,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.48,Regular Value Meal
18,2023/07/05,Wed,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.41,Regular Value Meal
19,2023/07/05,Wed,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.52,Regular Value Meal
20,2023/07/05,Wed,Brunei,Chicken Nuggets — 6 Pieces - A la carte,4.60,3.41,Regular Value Meal
21,2023/07/05,Wed,Brunei,Chicken Nuggets — 6 Pieces - Medium Value Meal,6.10,4.52,Regular Value Meal
22,2023/07/05,Wed,Brunei,2pcs Ayam Goreng McD,5.30,3.93,Sides
23,2023/07/05,Wed,Brunei,5pcs Ayam Goreng McD,12.00,8.89,Sides
24,2023/07/05,Wed,Brunei,9pcs Ayam Goreng McD,21.80,16.16,Sides
25,2023/07/05,Wed,Brunei,Rice,0.80,0.59,Sides
26,2023/07/05,Wed,Brunei,French Fries — Medium,2.20,1.63,Sides
27,2023/07/05,Wed,Brunei,French Fries — Large,2.50,1.85,Sides
28,2023/07/05,Wed,Brunei,Samurai Burger — Ala Carte,6.20,4.59,Promotion : Limited Time Offer
29,2023/07/05,Wed,Brunei,Samurai Burger — Medium,8.80,6.52,Promotion : Limited Time Offer
30,2023/07/05,Wed,Brunei,Samurai Burger — Large,9.10,6.74,Promotion : Limited Time Offer
31,2023/07/05,Wed,Brunei,Shogun Burger — Ala Carte,6.80,5.04,Promotion : Limited Time Offer
32,2023/07/05,Wed,Brunei,Shogun Burger — Medium,9.40,6.97,Promotion : Limited Time Offer
33,2023/07/05,Wed,Brunei,Shogun Burger — Large,9.70,7.19,Promotion : Limited Time Offer
