,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2023/04/13,Thu,Brunei,Big Mac (Value Meal) — Medium,6.50,4.90,Regular Value Meal
2,2023/04/13,Thu,Brunei,Big Mac (Value Meal) — Large,7.10,5.35,Regular Value Meal
3,2023/04/13,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Medium,5.80,4.37,Regular Value Meal
4,2023/04/13,Thu,Brunei,6 Pcs Fish Nuggets (Value Meal) — Large,6.40,4.82,Regular Value Meal
5,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Medium,6.30,4.75,Regular Value Meal
6,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Regular (Value Meal) — Large,6.90,5.20,Regular Value Meal
7,2023/04/13,Thu,Brunei,Double Cheeseburger (Value Meal) — Medium,6.20,4.67,Regular Value Meal
8,2023/04/13,Thu,Brunei,Double Cheeseburger (Value Meal) — Large,6.80,5.12,Regular Value Meal
9,2023/04/13,Thu,Brunei,Nasi Lemak Set B (1 Pc Chicken),5.20,3.92,Regular Value Meal
10,2023/04/13,Thu,Brunei,Nasi Lemak Set A (2 Pcs Chicken),6.70,5.05,Regular Value Meal
11,2023/04/13,Thu,Brunei,Big Mac (A La Carte),5.50,4.14,Regular Value Meal
12,2023/04/13,Thu,Brunei,6 Pcs Fish Nuggets (A La Carte),4.30,3.24,Regular Value Meal
13,2023/04/13,Thu,Brunei,Double Cheeseburger (A La Carte),5.10,3.84,Regular Value Meal
14,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Spicy (A La Carte),5.30,3.99,Regular Value Meal
15,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Regular (A La Carte),5.30,3.99,Regular Value Meal
16,2023/04/13,Thu,Brunei,Filet-O-Fish (Value Meal) — Medium,5.60,4.22,Regular Value Meal
17,2023/04/13,Thu,Brunei,Filet-O-Fish (Value Meal) — Large,6.20,4.67,Regular Value Meal
18,2023/04/13,Thu,Brunei,Spicy Chicken McDeluxe (A La Carte),5.60,4.22,Regular Value Meal
19,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Medium,6.30,4.75,Regular Value Meal
20,2023/04/13,Thu,Brunei,2 Pcs Ayam Goreng Spicy (Value Meal) — Large,6.90,5.20,Regular Value Meal
21,2023/04/13,Thu,Brunei,Filet-O-Fish (A La Carte),3.80,2.86,Regular Value Meal
22,2023/04/13,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Medium,6.80,5.12,Regular Value Meal
23,2023/04/13,Thu,Brunei,Spicy Chicken McDeluxe (Value Meal) — Large,7.40,5.58,Regular Value Meal
24,2023/04/13,Thu,Brunei,Chicken McNuggets — 6 Pieces - A la carte,4.60,3.47,Regular Value Meal
25,2023/04/13,Thu,Brunei,Chicken McNuggets — 6 Pieces - Medium Value Meal,6.10,4.60,Regular Value Meal
26,2023/04/13,Thu,Brunei,McChicken — Ala Carte,5.00,3.77,Regular Value Meal
27,2023/04/13,Thu,Brunei,McChicken — Medium,6.00,4.52,Regular Value Meal
28,2023/04/13,Thu,Brunei,McChicken — Large,6.60,4.97,Regular Value Meal
29,2023/04/13,Thu,Brunei,McChicken Deluxe — Ala Carte,5.20,3.92,Regular Value Meal
30,2023/04/13,Thu,Brunei,McChicken Deluxe — Medium,6.20,4.67,Regular Value Meal
31,2023/04/13,Thu,Brunei,McChicken Deluxe — Large,6.80,5.12,Regular Value Meal
32,2023/04/13,Thu,Brunei,Chicken Nuggets — 20 Pieces,12.60,9.49,Regular Value Meal
33,2023/04/13,Thu,Brunei,Chicken Nuggets — Ala Carte,6.30,4.75,Regular Value Meal
34,2023/04/13,Thu,Brunei,Chicken Nuggets — Medium,6.80,5.12,Regular Value Meal
35,2023/04/13,Thu,Brunei,Chicken Nuggets — Large,7.40,5.58,Regular Value Meal
36,2023/04/13,Thu,Brunei,6 Pcs Fish Nuggets,4.30,3.24,Sides
37,2023/04/13,Thu,Brunei,9 Pcs Fish Nuggets,6.00,4.52,Sides
38,2023/04/13,Thu,Brunei,20 Pcs Fish Nuggets,11.90,8.97,Sides
39,2023/04/13,Thu,Brunei,Fish Bites,2.20,1.66,Sides
40,2023/04/13,Thu,Brunei,2pcs Ayam Goreng McD,5.30,3.99,Sides
41,2023/04/13,Thu,Brunei,5pcs Ayam Goreng McD,12.00,9.04,Sides
42,2023/04/13,Thu,Brunei,9pcs Ayam Goreng McD,21.80,16.43,Sides
43,2023/04/13,Thu,Brunei,Rice,0.80,0.60,Sides
44,2023/04/13,Thu,Brunei,French Fries — Medium,2.20,1.66,Sides
45,2023/04/13,Thu,Brunei,French Fries — Large,2.50,1.88,Sides
46,2023/04/13,Thu,Brunei,Cakoi — 1 Pc,1.50,1.13,Sides
47,2023/04/13,Thu,Brunei,Cakoi — 2 Pc,2.80,2.11,Sides
48,2023/04/13,Thu,Brunei,Foldover Beef — Ala Carte,7.00,5.27,Foldover Specials
49,2023/04/13,Thu,Brunei,Foldover Beef — Medium,8.50,6.40,Foldover Specials
50,2023/04/13,Thu,Brunei,Foldover Beef — Large,9.10,6.86,Foldover Specials
51,2023/04/13,Thu,Brunei,Foldover Chicken — Ala Carte,7.00,5.27,Foldover Specials
52,2023/04/13,Thu,Brunei,Foldover Chicken — Medium,8.50,6.40,Foldover Specials
53,2023/04/13,Thu,Brunei,Foldover Chicken — Large,9.10,6.86,Foldover Specials
54,2023/04/13,Thu,Brunei,Nasi Lemak Creamy Butter Set A ( 2 Pieces Ayam Goreng McD),7.70,5.80,Nasi Lemak Creamy Butter
55,2023/04/13,Thu,Brunei,Nasi Lemak Creamy Butter Set B (1 Piece Ayam Goreng McD),6.20,4.67,Nasi Lemak Creamy Butter
