,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2024/01/08,Mon,Hong Kong,Burger Lovers Combo for 2 w Oatly Drinks,135.00,17.28,McCafe Oatly Drinks,Regular Menu
2,2024/01/08,Mon,Hong Kong,Crispy Thighs(6pcs)Combo for 2 w Oatly Drinks,148.00,18.95,McCafe Oatly Drinks,Regular Menu
3,2024/01/08,Mon,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.86,McCafe Oatly Drinks,Regular Menu
4,2024/01/08,Mon,Hong Kong,Oatly Chocolate(L),36.00,4.61,McCafe Oatly Drinks,Regular Menu
5,2024/01/08,Mon,Hong Kong,Sweet N' Spicy Crispy Thighs Combo for 2,128.00,16.39,Sweet N’ Spicy Crispy Thighs,Regular Menu
6,2024/01/08,Mon,Hong Kong,Sweet N' Spicy Crispy Thighs Combo for 1,72.00,9.22,Sweet N’ Spicy Crispy Thighs,Regular Menu
7,2024/01/08,Mon,Hong Kong,Original & Honey BBQ & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6 pcs),119.50,15.30,Sweet N’ Spicy Crispy Thighs,Regular Menu
8,2024/01/08,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (2pc),44.50,5.70,Sweet N’ Spicy Crispy Thighs,Regular Menu
9,2024/01/08,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (1pc),24.00,3.07,Sweet N’ Spicy Crispy Thighs,Regular Menu
10,2024/01/08,Mon,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.43,Hot Deal,Regular Menu
11,2024/01/08,Mon,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,16.39,Hot Deal,Regular Menu
12,2024/01/08,Mon,Hong Kong,Burger Lovers Combo for 3,159.00,20.35,Hot Deal,Regular Menu
13,2024/01/08,Mon,Hong Kong,Burger Lovers Combo for 2,115.00,14.72,Hot Deal,Regular Menu
14,2024/01/08,Mon,Hong Kong,Happy Family Combo,139.00,17.79,Hot Deal,Regular Menu
15,2024/01/08,Mon,Hong Kong,Burger Lover Combo for 1,56.00,7.17,Hot Deal,Regular Menu
16,2024/01/08,Mon,Hong Kong,Crispy Thighs Combo for 1,70.00,8.96,Hot Deal,Regular Menu
17,2024/01/08,Mon,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,8.07,Hot Deal,Regular Menu
18,2024/01/08,Mon,Hong Kong,McWings (4pcs) Combo for 1,63.00,8.07,Hot Deal,Regular Menu
19,2024/01/08,Mon,Hong Kong,McCafe All-new Meal Combo for 1,64.00,8.19,McCafe Value Combo,Regular Menu
20,2024/01/08,Mon,Hong Kong,McCafe Burger Lovers Combo for 2,131.00,16.77,McCafe Value Combo,Regular Menu
21,2024/01/08,Mon,Hong Kong,McCafe Burger Lovers Cobmo for 3,183.00,23.43,McCafe Value Combo,Regular Menu
22,2024/01/08,Mon,Hong Kong,McCafe Happy Family Combo,155.00,19.84,McCafe Value Combo,Regular Menu
23,2024/01/08,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs Sharing Bucket (6pc),119.50,15.30,Regular A-la-carte,Regular Menu
24,2024/01/08,Mon,Hong Kong,Original & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6pcs),119.50,15.30,Regular A-la-carte,Regular Menu
25,2024/01/08,Mon,Hong Kong,Sweet 'N Spicy & Honey BBQ Crispy Thighs Sharing Bucket(6pcs),119.50,15.30,Regular A-la-carte,Regular Menu
26,2024/01/08,Mon,Hong Kong,Original & Honey BBQ & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6 pcs),119.50,15.30,Regular A-la-carte,Regular Menu
27,2024/01/08,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (2pc),44.50,5.70,Regular A-la-carte,Regular Menu
28,2024/01/08,Mon,Hong Kong,Angus Original,35.00,4.48,Regular A-la-carte,Regular Menu
29,2024/01/08,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (1pc),24.00,3.07,Regular A-la-carte,Regular Menu
30,2024/01/08,Mon,Hong Kong,Cheesy Champignon Angus Burger,40.00,5.12,Regular A-la-carte,Regular Menu
31,2024/01/08,Mon,Hong Kong,Double Angus Original,47.00,6.02,Regular A-la-carte,Regular Menu
32,2024/01/08,Mon,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.30,Regular A-la-carte,Regular Menu
33,2024/01/08,Mon,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.20,Regular A-la-carte,Regular Menu
34,2024/01/08,Mon,Hong Kong,McNuggets®(18pcs),53.00,6.78,Regular A-la-carte,Regular Menu
35,2024/01/08,Mon,Hong Kong,Tasty Sharing Box,45.00,5.76,Regular A-la-carte,Regular Menu
36,2024/01/08,Mon,Hong Kong,McWings®(4pcs),28.00,3.58,Regular A-la-carte,Regular Menu
37,2024/01/08,Mon,Hong Kong,McWings®(6pcs),39.00,4.99,Regular A-la-carte,Regular Menu
38,2024/01/08,Mon,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),101.00,12.93,Regular A-la-carte,Regular Menu
39,2024/01/08,Mon,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.30,Regular A-la-carte,Regular Menu
40,2024/01/08,Mon,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.53,Regular A-la-carte,Regular Menu
41,2024/01/08,Mon,Hong Kong,Crispy Thighs(2pcs),42.50,5.44,Regular A-la-carte,Regular Menu
42,2024/01/08,Mon,Hong Kong,Big Mac®,26.50,3.39,Regular A-la-carte,Regular Menu
43,2024/01/08,Mon,Hong Kong,Double Cheeseburger™,25.00,3.20,Regular A-la-carte,Regular Menu
