,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2024/09/02,Mon,Hong Kong,McCrispy® Classic Combo for 2,127.00,15.24,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
2,2024/09/02,Mon,Hong Kong,McCrispy® Classic Combo for 1,64.00,7.68,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
3,2024/09/02,Mon,Hong Kong,Sweet N' Spicy Crispy Thighs Combo for 3,183.00,21.96,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
4,2024/09/02,Mon,Hong Kong,Sweet N' Spicy Crispy Thighs Combo for 2,128.00,15.36,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
5,2024/09/02,Mon,Hong Kong,Sweet N' Spicy Crispy Thighs Combo for 1,72.00,8.64,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
6,2024/09/02,Mon,Hong Kong,Original & Honey BBQ & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6 pcs),119.50,14.34,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
7,2024/09/02,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (2pc),44.50,5.34,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
8,2024/09/02,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (1pc),24.00,2.88,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
9,2024/09/02,Mon,Hong Kong,McCrispy® Classic,28.50,3.42,McCrispy & Sweet N’ Spicy Crispy Thighs,Regular Menu
10,2024/09/02,Mon,Hong Kong,McWings (4pcs) Combo for 1,63.00,7.56,Hot Deal,Regular Menu
11,2024/09/02,Mon,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,21.96,Hot Deal,Regular Menu
12,2024/09/02,Mon,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,15.36,Hot Deal,Regular Menu
13,2024/09/02,Mon,Hong Kong,Crispy Thighs Combo for 1,70.00,8.40,Hot Deal,Regular Menu
14,2024/09/02,Mon,Hong Kong,Burger Lovers Combo for 3,159.00,19.08,Hot Deal,Regular Menu
15,2024/09/02,Mon,Hong Kong,Burger Lovers Combo for 2,115.00,13.80,Hot Deal,Regular Menu
16,2024/09/02,Mon,Hong Kong,Burger Lover Combo for 1,56.00,6.72,Hot Deal,Regular Menu
17,2024/09/02,Mon,Hong Kong,Happy Family Combo,139.00,16.68,Hot Deal,Regular Menu
18,2024/09/02,Mon,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,7.56,Hot Deal,Regular Menu
19,2024/09/02,Mon,Hong Kong,McCrispy® Classic,28.50,3.42,Regular A-la-carte,Regular Menu
20,2024/09/02,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (2pc),44.50,5.34,Regular A-la-carte,Regular Menu
21,2024/09/02,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs (1pc),24.00,2.88,Regular A-la-carte,Regular Menu
22,2024/09/02,Mon,Hong Kong,Sweet N’ Spicy Crispy Thighs Sharing Bucket (6pc),119.50,14.34,Regular A-la-carte,Regular Menu
23,2024/09/02,Mon,Hong Kong,Original & Honey BBQ & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6 pcs),119.50,14.34,Regular A-la-carte,Regular Menu
24,2024/09/02,Mon,Hong Kong,Original & Sweet 'N Spicy Crispy Thighs Sharing Bucket(6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
25,2024/09/02,Mon,Hong Kong,Sweet 'N Spicy & Honey BBQ Crispy Thighs Sharing Bucket(6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
26,2024/09/02,Mon,Hong Kong,Angus Original,35.00,4.20,Regular A-la-carte,Regular Menu
27,2024/09/02,Mon,Hong Kong,Cheesy Champignon Angus Burger,40.00,4.80,Regular A-la-carte,Regular Menu
28,2024/09/02,Mon,Hong Kong,Double Angus Original,47.00,5.64,Regular A-la-carte,Regular Menu
29,2024/09/02,Mon,Hong Kong,McSpicy®Chicken Filet,28.00,3.36,Regular A-la-carte,Regular Menu
30,2024/09/02,Mon,Hong Kong,Big Mac®,26.50,3.18,Regular A-la-carte,Regular Menu
31,2024/09/02,Mon,Hong Kong,Double Cheeseburger™,25.00,3.00,Regular A-la-carte,Regular Menu
32,2024/09/02,Mon,Hong Kong,GCB®,27.50,3.30,Regular A-la-carte,Regular Menu
33,2024/09/02,Mon,Hong Kong,Sausage McMuffin® with Egg,23.50,2.82,Regular A-la-carte,Regular Menu
34,2024/09/02,Mon,Hong Kong,Filet-O-Fish™,24.00,2.88,Regular A-la-carte,Regular Menu
35,2024/09/02,Mon,Hong Kong,Crispy Thighs(2pcs),42.50,5.10,Regular A-la-carte,Regular Menu
36,2024/09/02,Mon,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,13.62,Regular A-la-carte,Regular Menu
37,2024/09/02,Mon,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
38,2024/09/02,Mon,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,14.34,Regular A-la-carte,Regular Menu
39,2024/09/02,Mon,Hong Kong,McWings®(4pcs),28.00,3.36,Regular A-la-carte,Regular Menu
40,2024/09/02,Mon,Hong Kong,McWings®(6pcs),39.00,4.68,Regular A-la-carte,Regular Menu
41,2024/09/02,Mon,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),101.00,12.12,Regular A-la-carte,Regular Menu
42,2024/09/02,Mon,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.00,Regular A-la-carte,Regular Menu
43,2024/09/02,Mon,Hong Kong,McNuggets®(18pcs),53.00,6.36,Regular A-la-carte,Regular Menu
44,2024/09/02,Mon,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),36.00,4.32,Happy Meal,Regular Menu
45,2024/09/02,Mon,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.56,Happy Meal,Regular Menu
46,2024/09/02,Mon,Hong Kong,Other Happy Meal Set,29.50,3.54,Happy Meal,Regular Menu
47,2024/09/02,Mon,Hong Kong,McCafe Americano(L),35.00,4.20,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
48,2024/09/02,Mon,Hong Kong,McCafe Iced Americano,40.00,4.80,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
49,2024/09/02,Mon,Hong Kong,McCafe Latte(L),35.00,4.20,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
50,2024/09/02,Mon,Hong Kong,McCafe Iced Latte,40.00,4.80,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
51,2024/09/02,Mon,Hong Kong,McCafe Coconut Flavored Latte(L),35.00,4.20,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
52,2024/09/02,Mon,Hong Kong,McCafe Iced Coconut Milk Latte,40.00,4.80,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
53,2024/09/02,Mon,Hong Kong,McCafe Cappuccino(L),35.00,4.20,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
54,2024/09/02,Mon,Hong Kong,McCafe Iced Cappuccino,40.00,4.80,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
