,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/10/03,Tue,Philippines,McSpaghetti Platter,199.00,3.51,McDelivery Exclusives,Regular
2,2023/10/03,Tue,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.73,McDelivery Exclusives,Regular
3,2023/10/03,Tue,Philippines,6-pc. Chicken McShare Box,399.00,7.03,McDelivery Exclusives,All Day
4,2023/10/03,Tue,Philippines,8-pc Chicken McShare Box,519.00,9.15,McDelivery Exclusives,All Day
5,2023/10/03,Tue,Philippines,Big Mac Meal,271.00,4.78,McDelivery Exclusives,Regular
6,2023/10/03,Tue,Philippines,Double Big Mac Meal,331.00,5.84,McDelivery Exclusives,Regular
7,2023/10/03,Tue,Philippines,Triple Cheeseburger Meal,273.00,4.81,McDelivery Exclusives,Regular
8,2023/10/03,Tue,Philippines,Double McChicken Meal,248.00,4.37,McDelivery Exclusives,Regular
9,2023/10/03,Tue,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,221.00,3.90,McDelivery Exclusives,Breakfast
10,2023/10/03,Tue,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,223.00,3.93,McDelivery Exclusives,All Day
11,2023/10/03,Tue,Philippines,The BCB Meal,264.00,4.65,McDelivery Exclusives,Regular
12,2023/10/03,Tue,Philippines,Twister Fries Regular,98.00,1.73,Featured,All Day
13,2023/10/03,Tue,Philippines,Twister Fries Sharing,221.00,3.90,Featured,All Day
14,2023/10/03,Tue,Philippines,Snack Burger McShare,380.00,6.70,Featured,Regular
15,2023/10/03,Tue,Philippines,BFF Fries N' McFloat Combo,282.00,4.97,Featured,Regular
16,2023/10/03,Tue,Philippines,McShare Bundle for 3,612.00,10.79,Featured,All Day
17,2023/10/03,Tue,Philippines,McShare Bundle for 4,842.00,14.85,Featured,All Day
18,2023/10/03,Tue,Philippines,Big Breakfast Meal,182.00,3.21,Featured,Breakfast
19,2023/10/03,Tue,Philippines,Sausage McMuffin w/ Egg Meal,170.00,3.00,Featured,Breakfast
20,2023/10/03,Tue,Philippines,Egg McMuffin Meal,160.00,2.82,Featured,Breakfast
21,2023/10/03,Tue,Philippines,2-pc. Hotcakes & Sausage Meal,174.00,3.07,Featured,Breakfast
22,2023/10/03,Tue,Philippines,Longganisa w/ Egg Meal,190.00,3.35,Featured,Breakfast
23,2023/10/03,Tue,Philippines,Big Mac and Twister Fries Meal,291.00,5.13,Featured,Regular
24,2023/10/03,Tue,Philippines,McSpaghetti Platter Good for 10,475.00,8.37,Group Meals,Regular
