,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/08/04,Fri,Philippines,McSpaghetti Platter,199.00,3.59,McDelivery Exclusives,Regular
2,2023/08/04,Fri,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.94,McDelivery Exclusives,Regular
3,2023/08/04,Fri,Philippines,6-pc. Chicken McShare Box,399.00,7.21,McDelivery Exclusives,All Day
4,2023/08/04,Fri,Philippines,8-pc Chicken McShare Box,519.00,9.37,McDelivery Exclusives,All Day
5,2023/08/04,Fri,Philippines,Cheeseburger Meal,142.00,2.56,McDelivery Exclusives,Regular
6,2023/08/04,Fri,Philippines,Double Cheeseburger Meal,195.00,3.52,McDelivery Exclusives,Regular
7,2023/08/04,Fri,Philippines,Double Big Mac Meal,327.00,5.91,McDelivery Exclusives,Regular
8,2023/08/04,Fri,Philippines,Double Quarter Pounder w/ Cheese Meal,323.00,5.83,McDelivery Exclusives,Regular
9,2023/08/04,Fri,Philippines,Triple Cheeseburger Meal,242.00,4.37,McDelivery Exclusives,Regular
10,2023/08/04,Fri,Philippines,Double McChicken Meal,248.00,4.48,McDelivery Exclusives,Regular
11,2023/08/04,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,217.00,3.92,McDelivery Exclusives,Breakfast
12,2023/08/04,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,220.00,3.97,McDelivery Exclusives,All Day
13,2023/08/04,Fri,Philippines,The BCB Meal,260.00,4.70,McDelivery Exclusives,Regular
14,2023/08/04,Fri,Philippines,Snack Burger McShare,380.00,6.86,Featured,Regular
15,2023/08/04,Fri,Philippines,BFF Fries N' McFloat Combo,282.00,5.09,Featured,Regular
16,2023/08/04,Fri,Philippines,McShare Bundle for 3,589.00,10.64,Featured,Regular
17,2023/08/04,Fri,Philippines,McShare Bundle for 4,809.00,14.61,Featured,Regular
18,2023/08/04,Fri,Philippines,Big Breakfast Meal,179.00,3.23,Featured,Breakfast
19,2023/08/04,Fri,Philippines,Sausage McMuffin w/ Egg Meal,164.00,2.96,Featured,Breakfast
20,2023/08/04,Fri,Philippines,Egg McMuffin Meal,154.00,2.78,Featured,Breakfast
21,2023/08/04,Fri,Philippines,2-pc. Hotcakes & Sausage Meal,170.00,3.07,Featured,Breakfast
22,2023/08/04,Fri,Philippines,Longganisa w/ Egg Meal,184.00,3.32,Featured,Breakfast
23,2023/08/04,Fri,Philippines,McChicken Meal,215.00,3.88,Featured,Regular
24,2023/08/04,Fri,Philippines,McSpaghetti Platter Good for 10,456.00,8.24,Group Meals,Regular
25,2023/08/04,Fri,Philippines,McSpaghetti Platter Good for 15,676.00,12.21,Group Meals,Regular
26,2023/08/04,Fri,Philippines,McSpaghetti Platter Good for 20,896.00,16.18,Group Meals,Regular
27,2023/08/04,Fri,Philippines,BFF Fries Good for 10,665.00,12.01,Group Meals,All Day
28,2023/08/04,Fri,Philippines,Plain Rice Good for 10,275.00,4.97,Group Meals,All Day
29,2023/08/04,Fri,Philippines,Plain Rice Good for 20,525.00,9.48,Group Meals,All Day
30,2023/08/04,Fri,Philippines,Plain Rice Good for 15,400.00,7.22,Group Meals,All Day
31,2023/08/04,Fri,Philippines,20-pc. Chicken McNuggets,350.00,6.32,Group Meals,Regular
32,2023/08/04,Fri,Philippines,10-pc. Chicken McShare Box,635.00,11.47,Group Meals,All Day
33,2023/08/04,Fri,Philippines,Snack Burger McShare,380.00,6.86,Group Meals,Regular
34,2023/08/04,Fri,Philippines,40-pc. Chicken McNuggets,700.00,12.64,Group Meals,Regular
35,2023/08/04,Fri,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.94,Group Meals,Regular
36,2023/08/04,Fri,Philippines,20-pc. Chicken McShare Box,1130.00,20.41,Group Meals,All Day
37,2023/08/04,Fri,Philippines,60-pc. Chicken McNuggets,1050.00,18.96,Group Meals,Regular
38,2023/08/04,Fri,Philippines,80-pc. Chicken McNuggets,1400.00,25.28,Group Meals,Regular
39,2023/08/04,Fri,Philippines,BFF Fries Good for 15,1045.00,18.87,Group Meals,All Day
40,2023/08/04,Fri,Philippines,BFF Fries Good for 20,1295.00,23.39,Group Meals,All Day
41,2023/08/04,Fri,Philippines,BFF Fries N' McFloat Combo,282.00,5.09,Group Meals,Regular
42,2023/08/04,Fri,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,284.00,5.13,Group Meals,All Day
43,2023/08/04,Fri,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,284.00,5.13,Group Meals,All Day
44,2023/08/04,Fri,Philippines,15-pc. Chicken McShare Box,865.00,15.62,Group Meals,All Day
45,2023/08/04,Fri,Philippines,McShare Bundle for 3,589.00,10.64,Group Meals,Regular
46,2023/08/04,Fri,Philippines,McShare Bundle for 4,809.00,14.61,Group Meals,Regular
47,2023/08/04,Fri,Philippines,10-pc. Chicken McNuggets,175.00,3.16,Group Meals,Regular
48,2023/08/04,Fri,Philippines,20-pc. Spicy Chicken McShare Box,1210.00,21.85,Group Meals,All Day
49,2023/08/04,Fri,Philippines,10-pc. Spicy Chicken McShare Box,675.00,12.19,Group Meals,All Day
50,2023/08/04,Fri,Philippines,15-pc. Spicy Chicken McShare Box,925.00,16.71,Group Meals,All Day
51,2023/08/04,Fri,Philippines,20-pc. Chicken McNuggets,350.00,6.32,Chicken,Regular
52,2023/08/04,Fri,Philippines,40-pc. Chicken McNuggets,700.00,12.64,Chicken,Regular
53,2023/08/04,Fri,Philippines,20-pc. Chicken McNuggets Bundle,495.00,8.94,Chicken,Regular
54,2023/08/04,Fri,Philippines,60-pc. Chicken McNuggets,1050.00,18.96,Chicken,Regular
55,2023/08/04,Fri,Philippines,80-pc. Chicken McNuggets,1400.00,25.28,Chicken,Regular
56,2023/08/04,Fri,Philippines,10-pc. Chicken McNuggets,175.00,3.16,Chicken,Regular
57,2023/08/04,Fri,Philippines,6-pc. Chicken McNuggets,99.00,1.79,Chicken,Regular
58,2023/08/04,Fri,Philippines,20-pc. Spicy Chicken McShare Box,1210.00,21.85,Chicken,All Day
59,2023/08/04,Fri,Philippines,10-pc. Spicy Chicken McShare Box,675.00,12.19,Chicken,All Day
60,2023/08/04,Fri,Philippines,15-pc. Spicy Chicken McShare Box,925.00,16.71,Chicken,All Day
61,2023/08/04,Fri,Philippines,2-pc. Chicken McDo Meal,222.00,4.01,Chicken,All Day
62,2023/08/04,Fri,Philippines,2-pc. Spicy Chicken McDo Meal,230.00,4.15,Chicken,All Day
63,2023/08/04,Fri,Philippines,1-pc. Spicy Chicken McDo Meal,135.00,2.44,Chicken,All Day
64,2023/08/04,Fri,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,189.00,3.41,Chicken,Regular
65,2023/08/04,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,213.00,3.85,Chicken,Regular
66,2023/08/04,Fri,Philippines,McCrispy Chicken Fillet Meal,115.00,2.08,Chicken,All Day
67,2023/08/04,Fri,Philippines,McCrispy Chicken Fillet Ala King Meal,119.00,2.15,Chicken,All Day
68,2023/08/04,Fri,Philippines,1-pc. Chicken McDo Meal,131.00,2.37,Chicken,All Day
69,2023/08/04,Fri,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,193.00,3.49,Chicken,Regular
70,2023/08/04,Fri,Philippines,6-pc. Chicken McNuggets w/ Rice Meal,182.00,3.29,Chicken,Regular
71,2023/08/04,Fri,Philippines,McChicken Meal,215.00,3.88,Chicken,Regular
72,2023/08/04,Fri,Philippines,1-pc. Chicken McDo & Fries Meal,187.00,3.38,Chicken,All Day
73,2023/08/04,Fri,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,191.00,3.45,Chicken,All Day
74,2023/08/04,Fri,Philippines,McCrispy Chicken Fillet w/ Fries Meal,153.00,2.76,Chicken,All Day
75,2023/08/04,Fri,Philippines,McCrispy Chicken Fillet Ala King w/ Fries Meal,160.00,2.89,Chicken,All Day
76,2023/08/04,Fri,Philippines,6-pc. Chicken McNuggets w/ Fries Meal,203.00,3.67,Chicken,Regular
77,2023/08/04,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,217.00,3.92,Chicken,Breakfast
78,2023/08/04,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,220.00,3.97,Chicken,All Day
