,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Cooky,550.00,9.94,McDelivery Exclusives,Regular
2,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Koya,550.00,9.94,McDelivery Exclusives,Regular
3,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - RJ,550.00,9.94,McDelivery Exclusives,Regular
4,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Shooky,550.00,9.94,McDelivery Exclusives,Regular
5,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Chimmy,550.00,9.94,McDelivery Exclusives,Regular
6,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Mang,550.00,9.94,McDelivery Exclusives,Regular
7,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Tata,550.00,9.94,McDelivery Exclusives,Regular
8,2023/04/16,Sun,Philippines,Double Big Mac Meal,306.00,5.53,McDelivery Exclusives,Regular
9,2023/04/16,Sun,Philippines,Double Quarter Pounder w/ Cheese Meal,306.00,5.53,McDelivery Exclusives,Regular
10,2023/04/16,Sun,Philippines,The BCB Meal,252.00,4.55,McDelivery Exclusives,Regular
11,2023/04/16,Sun,Philippines,Triple Cheeseburger Meal,247.00,4.46,McDelivery Exclusives,Regular
12,2023/04/16,Sun,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.76,McDelivery Exclusives,Regular
13,2023/04/16,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.79,McDelivery Exclusives,All Day
14,2023/04/16,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.70,McDelivery Exclusives,All Day
15,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Cooky,550.00,9.94,Featured,Regular
16,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Koya,550.00,9.94,Featured,Regular
17,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - RJ,550.00,9.94,Featured,Regular
18,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Shooky,550.00,9.94,Featured,Regular
19,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Chimmy,550.00,9.94,Featured,Regular
20,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Mang,550.00,9.94,Featured,Regular
21,2023/04/16,Sun,Philippines,McNuggets Meal Meets BT21 - Tata,550.00,9.94,Featured,Regular
22,2023/04/16,Sun,Philippines,6-pc. Chicken McShare Box,437.00,7.90,Group Meals,All Day
23,2023/04/16,Sun,Philippines,8-pc. Chicken McShare Box,579.00,10.46,Group Meals,All Day
24,2023/04/16,Sun,Philippines,McSpaghetti Platter,242.00,4.37,Group Meals,Regular
25,2023/04/16,Sun,Philippines,10-pc. Chicken McNuggets,204.00,3.69,Group Meals,Regular
26,2023/04/16,Sun,Philippines,20-pc. Chicken McNuggets,406.00,7.34,Group Meals,Regular
27,2023/04/16,Sun,Philippines,BFF Fries N' McFloat Combo,265.00,4.79,Group Meals,All Day
28,2023/04/16,Sun,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,281.00,5.08,Group Meals,All Day
29,2023/04/16,Sun,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,281.00,5.08,Group Meals,All Day
30,2023/04/16,Sun,Philippines,20-pc. Chicken McNuggets Bundle,516.00,9.32,Group Meals,Regular
