,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/08/02,Wed,Philippines,McSpaghetti Platter,199.00,3.62,McDelivery Exclusives,Regular
2,2023/08/02,Wed,Philippines,20-pc. Chicken McNuggets Bundle,495.00,9.01,McDelivery Exclusives,Regular
3,2023/08/02,Wed,Philippines,6-pc. Chicken McShare Box,399.00,7.27,McDelivery Exclusives,All Day
4,2023/08/02,Wed,Philippines,8-pc Chicken McShare Box,519.00,9.45,McDelivery Exclusives,All Day
5,2023/08/02,Wed,Philippines,Cheeseburger Meal,142.00,2.59,McDelivery Exclusives,Regular
6,2023/08/02,Wed,Philippines,Double Cheeseburger Meal,195.00,3.55,McDelivery Exclusives,Regular
7,2023/08/02,Wed,Philippines,Double Big Mac Meal,327.00,5.95,McDelivery Exclusives,Regular
8,2023/08/02,Wed,Philippines,Double Quarter Pounder w/ Cheese Meal,323.00,5.88,McDelivery Exclusives,Regular
9,2023/08/02,Wed,Philippines,Triple Cheeseburger Meal,242.00,4.41,McDelivery Exclusives,Regular
10,2023/08/02,Wed,Philippines,Double McChicken Meal,248.00,4.52,McDelivery Exclusives,Regular
11,2023/08/02,Wed,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,217.00,3.95,McDelivery Exclusives,Breakfast
12,2023/08/02,Wed,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,220.00,4.01,McDelivery Exclusives,All Day
13,2023/08/02,Wed,Philippines,The BCB Meal,260.00,4.73,McDelivery Exclusives,Regular
14,2023/08/02,Wed,Philippines,Snack Burger McShare,380.00,6.92,Featured,Regular
15,2023/08/02,Wed,Philippines,BFF Fries N' McFloat Combo,282.00,5.13,Featured,Regular
16,2023/08/02,Wed,Philippines,McShare Bundle for 3,589.00,10.73,Featured,Regular
17,2023/08/02,Wed,Philippines,McShare Bundle for 4,809.00,14.73,Featured,Regular
18,2023/08/02,Wed,Philippines,Big Breakfast Meal,179.00,3.26,Featured,Breakfast
19,2023/08/02,Wed,Philippines,Sausage McMuffin w/ Egg Meal,164.00,2.99,Featured,Breakfast
20,2023/08/02,Wed,Philippines,Egg McMuffin Meal,154.00,2.80,Featured,Breakfast
21,2023/08/02,Wed,Philippines,2-pc. Hotcakes & Sausage Meal,170.00,3.10,Featured,Breakfast
22,2023/08/02,Wed,Philippines,Longganisa w/ Egg Meal,184.00,3.35,Featured,Breakfast
23,2023/08/02,Wed,Philippines,McChicken Meal,215.00,3.91,Featured,Regular
24,2023/08/02,Wed,Philippines,McSpaghetti Platter Good for 10,456.00,8.30,Group Meals,Regular
25,2023/08/02,Wed,Philippines,McSpaghetti Platter Good for 15,676.00,12.31,Group Meals,Regular
26,2023/08/02,Wed,Philippines,McSpaghetti Platter Good for 20,896.00,16.32,Group Meals,Regular
27,2023/08/02,Wed,Philippines,BFF Fries Good for 10,665.00,12.11,Group Meals,All Day
28,2023/08/02,Wed,Philippines,Plain Rice Good for 10,275.00,5.01,Group Meals,All Day
29,2023/08/02,Wed,Philippines,Plain Rice Good for 20,525.00,9.56,Group Meals,All Day
30,2023/08/02,Wed,Philippines,Plain Rice Good for 15,400.00,7.28,Group Meals,All Day
