,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/02/01,Wed,Philippines,Double Big Mac Meal,306.00,5.61,McDelivery Exclusives,Regular
2,2023/02/01,Wed,Philippines,Double Quarter Pounder w/ Cheese Meal,306.00,5.61,McDelivery Exclusives,Regular
3,2023/02/01,Wed,Philippines,The BCB Meal,252.00,4.62,McDelivery Exclusives,Regular
4,2023/02/01,Wed,Philippines,Triple Cheeseburger Meal,247.00,4.53,McDelivery Exclusives,Regular
5,2023/02/01,Wed,Philippines,Double McChicken Meal,237.00,4.34,McDelivery Exclusives,Regular
6,2023/02/01,Wed,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.81,McDelivery Exclusives,Regular
7,2023/02/01,Wed,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.85,McDelivery Exclusives,All Day
8,2023/02/01,Wed,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.76,McDelivery Exclusives,All Day
9,2023/02/01,Wed,Philippines,BFF Fries,158.00,2.90,Featured,All Day
10,2023/02/01,Wed,Philippines,McCrispy Hamonado Sandwich Meal,199.00,3.65,Featured,Regular
11,2023/02/01,Wed,Philippines,McSpicy Meal,251.00,4.60,Featured,Regular
12,2023/02/01,Wed,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,179.00,3.28,Featured,Regular
13,2023/02/01,Wed,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.93,Featured,Regular
14,2023/02/01,Wed,Philippines,6-pc. Chicken McShare Box,437.00,8.01,Featured,All Day
15,2023/02/01,Wed,Philippines,"Quarter Pounder w/ Cheese, Lettuce, & Tomatoes Meal",271.00,4.97,Featured,Regular
16,2023/02/01,Wed,Philippines,McCrispy Chicken Sandwich w/ Lettuce & Tomatoes Meal,166.00,3.04,Featured,Regular
17,2023/02/01,Wed,Philippines,Cheesy Burger McDo w/ Lettuce & Tomatoes Meal,160.00,2.93,Featured,Regular
18,2023/02/01,Wed,Philippines,Snack Burger McShare,380.00,6.97,Group Meals,Regular
