,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2022/06/22,Wed,Japan,Spicy Chicken McNuggets 5Pcs,250.00,1.84,Recommendations,Regular Menu
2,2022/06/22,Wed,Japan,Pote Nage Large with Spicy Chicken McNuggets,600.00,4.41,Recommendations,Regular Menu
3,2022/06/22,Wed,Japan,Pote Nage Extra Large with Spicy Chicken McNuggets,960.00,7.05,Recommendations,Regular Menu
4,2022/06/22,Wed,Japan,McShake® CALPIS®,150.00,1.10,Recommendations,Regular Menu
5,2022/06/22,Wed,Japan,Delivery Set for 3,2500.00,18.36,Recommendations,Regular Menu
6,2022/06/22,Wed,Japan,Delivery Set for 2,1800.00,13.22,Recommendations,Regular Menu
7,2022/06/22,Wed,Japan,McDelivery® Set,1500.00,11.01,Recommendations,Regular Menu
8,2022/06/22,Wed,Japan,Potenage XL ＋2 choices,1360.00,9.99,Recommendations,Regular Menu
9,2022/06/22,Wed,Japan,PoteNage DAI,600.00,4.41,Recommendations,Regular Menu
10,2022/06/22,Wed,Japan,PoteNage TOKUDAI,960.00,7.05,Recommendations,Regular Menu
11,2022/06/22,Wed,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
12,2022/06/22,Wed,Japan,Spicy Chicken McNuggets 5Pcs,250.00,1.84,Recommendations,Breakfast Menu
13,2022/06/22,Wed,Japan,McShake® CALPIS®,150.00,1.10,Recommendations,Breakfast Menu
14,2022/06/22,Wed,Japan,McDelivery® Morning Set,1500.00,11.01,Recommendations,Breakfast Menu
15,2022/06/22,Wed,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
16,2022/06/22,Wed,Japan,Big Mac®,430.00,3.16,Burgers,Regular Menu
17,2022/06/22,Wed,Japan,Roasted Soy Sauce Double Thick Beef,570.00,4.19,Burgers,Regular Menu
18,2022/06/22,Wed,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,4.19,Burgers,Regular Menu
19,2022/06/22,Wed,Japan,Double Cheeseburger,390.00,2.86,Burgers,Regular Menu
20,2022/06/22,Wed,Japan,Teriyaki McBurger,390.00,2.86,Burgers,Regular Menu
21,2022/06/22,Wed,Japan,Filet-O-Fish®,390.00,2.86,Burgers,Regular Menu
22,2022/06/22,Wed,Japan,Chicken Filet-O®,400.00,2.94,Burgers,Regular Menu
23,2022/06/22,Wed,Japan,Teriyaki Chicken Filet-O,410.00,3.01,Burgers,Regular Menu
24,2022/06/22,Wed,Japan,Bacon Lettuce Burger,400.00,2.94,Burgers,Regular Menu
25,2022/06/22,Wed,Japan,Shrimp Filet-O,430.00,3.16,Burgers,Regular Menu
26,2022/06/22,Wed,Japan,Spicy Beef Burger,250.00,1.84,Burgers,Regular Menu
27,2022/06/22,Wed,Japan,"Spicy Chicken Burger ""Spachiki""",250.00,1.84,Burgers,Regular Menu
28,2022/06/22,Wed,Japan,Egg Cheeseburger,250.00,1.84,Burgers,Regular Menu
29,2022/06/22,Wed,Japan,Chicken Cheese Burger,250.00,1.84,Burgers,Regular Menu
30,2022/06/22,Wed,Japan,Hamburger,150.00,1.10,Burgers,Regular Menu
31,2022/06/22,Wed,Japan,Chicken Crisp,150.00,1.10,Burgers,Regular Menu
32,2022/06/22,Wed,Japan,Cheeseburger,180.00,1.32,Burgers,Regular Menu
33,2022/06/22,Wed,Japan,Bai Big Mac,530.00,3.89,Burgers,Regular Menu
34,2022/06/22,Wed,Japan,Bai Double Cheeseburger,490.00,3.60,Burgers,Regular Menu
35,2022/06/22,Wed,Japan,Bai Teriyaki McBurger,490.00,3.60,Burgers,Regular Menu
36,2022/06/22,Wed,Japan,Bai Filet-O-Fish,490.00,3.60,Burgers,Regular Menu
37,2022/06/22,Wed,Japan,Bai Chicken Filet-O,500.00,3.67,Burgers,Regular Menu
38,2022/06/22,Wed,Japan,Bai Teriyaki Chicken Filet-O,510.00,3.74,Burgers,Regular Menu
39,2022/06/22,Wed,Japan,Bai Bacon Lettuce Burger,500.00,3.67,Burgers,Regular Menu
40,2022/06/22,Wed,Japan,Bai Shrimp Filet-O,530.00,3.89,Burgers,Regular Menu
41,2022/06/22,Wed,Japan,Bai Spicy Beef Burger,350.00,2.57,Burgers,Regular Menu
42,2022/06/22,Wed,Japan,Bai Spicy Chicken Burger,350.00,2.57,Burgers,Regular Menu
43,2022/06/22,Wed,Japan,Bai Egg Cheeseburger,350.00,2.57,Burgers,Regular Menu
44,2022/06/22,Wed,Japan,Bai Chicken Cheese Burger,350.00,2.57,Burgers,Regular Menu
45,2022/06/22,Wed,Japan,Bai Hamburger,250.00,1.84,Burgers,Regular Menu
46,2022/06/22,Wed,Japan,Bai Chicken Crisp,250.00,1.84,Burgers,Regular Menu
47,2022/06/22,Wed,Japan,Bai Cheeseburger,280.00,2.06,Burgers,Regular Menu
48,2022/06/22,Wed,Japan,Smile,0.00,0.00,Burgers,Regular Menu
