,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2022/11/30,Wed,Japan,Sankaku Choco Pie Black,180.00,1.30,Recommendations,Regular Menu
2,2022/11/30,Wed,Japan,Delivery Set for 3,2950.00,21.33,Recommendations,Regular Menu
3,2022/11/30,Wed,Japan,Delivery Set for 2,2100.00,15.19,Recommendations,Regular Menu
4,2022/11/30,Wed,Japan,McDelivery® Set,1700.00,12.29,Recommendations,Regular Menu
5,2022/11/30,Wed,Japan,Potenage XL ＋2 choices,1680.00,12.15,Recommendations,Regular Menu
6,2022/11/30,Wed,Japan,PoteNage DAI,630.00,4.56,Recommendations,Regular Menu
7,2022/11/30,Wed,Japan,PoteNage TOKUDAI,1000.00,7.23,Recommendations,Regular Menu
8,2022/11/30,Wed,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
9,2022/11/30,Wed,Japan,Sankaku Choco Pie Black,180.00,1.30,Recommendations,Breakfast Menu
10,2022/11/30,Wed,Japan,McDelivery® Morning Set,1600.00,11.57,Recommendations,Breakfast Menu
11,2022/11/30,Wed,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
12,2022/11/30,Wed,Japan,Big Mac®,480.00,3.47,Burgers,Regular Menu
13,2022/11/30,Wed,Japan,Roasted Soy Sauce Double Thick Beef,580.00,4.19,Burgers,Regular Menu
14,2022/11/30,Wed,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,4.12,Burgers,Regular Menu
15,2022/11/30,Wed,Japan,Double Cheeseburger,430.00,3.11,Burgers,Regular Menu
16,2022/11/30,Wed,Japan,Teriyaki McBurger,430.00,3.11,Burgers,Regular Menu
17,2022/11/30,Wed,Japan,Filet-O-Fish®,430.00,3.11,Burgers,Regular Menu
18,2022/11/30,Wed,Japan,Chicken Filet-O®,440.00,3.18,Burgers,Regular Menu
19,2022/11/30,Wed,Japan,Teriyaki Chicken Filet-O,450.00,3.25,Burgers,Regular Menu
20,2022/11/30,Wed,Japan,Bacon Lettuce Burger,440.00,3.18,Burgers,Regular Menu
21,2022/11/30,Wed,Japan,Shrimp Filet-O,460.00,3.33,Burgers,Regular Menu
22,2022/11/30,Wed,Japan,Spicy Beef Burger,250.00,1.81,Burgers,Regular Menu
23,2022/11/30,Wed,Japan,"Spicy Chicken Burger ""Spachiki""",250.00,1.81,Burgers,Regular Menu
24,2022/11/30,Wed,Japan,Egg Cheeseburger,280.00,2.02,Burgers,Regular Menu
25,2022/11/30,Wed,Japan,Chicken Cheese Burger,280.00,2.02,Burgers,Regular Menu
26,2022/11/30,Wed,Japan,Hamburger,190.00,1.37,Burgers,Regular Menu
27,2022/11/30,Wed,Japan,Chicken Crisp,190.00,1.37,Burgers,Regular Menu
28,2022/11/30,Wed,Japan,Cheeseburger,230.00,1.66,Burgers,Regular Menu
29,2022/11/30,Wed,Japan,Bai Big Mac,580.00,4.19,Burgers,Regular Menu
30,2022/11/30,Wed,Japan,Bai Double Cheeseburger,530.00,3.83,Burgers,Regular Menu
31,2022/11/30,Wed,Japan,Bai Teriyaki McBurger,530.00,3.83,Burgers,Regular Menu
32,2022/11/30,Wed,Japan,Bai Filet-O-Fish,530.00,3.83,Burgers,Regular Menu
33,2022/11/30,Wed,Japan,Bai Chicken Filet-O,540.00,3.91,Burgers,Regular Menu
34,2022/11/30,Wed,Japan,Bai Teriyaki Chicken Filet-O,550.00,3.98,Burgers,Regular Menu
35,2022/11/30,Wed,Japan,Bai Bacon Lettuce Burger,540.00,3.91,Burgers,Regular Menu
36,2022/11/30,Wed,Japan,Bai Shrimp Filet-O,560.00,4.05,Burgers,Regular Menu
37,2022/11/30,Wed,Japan,Bai Spicy Beef Burger,350.00,2.53,Burgers,Regular Menu
38,2022/11/30,Wed,Japan,Bai Spicy Chicken Burger,350.00,2.53,Burgers,Regular Menu
39,2022/11/30,Wed,Japan,Bai Egg Cheeseburger,380.00,2.75,Burgers,Regular Menu
40,2022/11/30,Wed,Japan,Bai Chicken Cheese Burger,380.00,2.75,Burgers,Regular Menu
41,2022/11/30,Wed,Japan,Bai Hamburger,290.00,2.10,Burgers,Regular Menu
42,2022/11/30,Wed,Japan,Bai Chicken Crisp,290.00,2.10,Burgers,Regular Menu
43,2022/11/30,Wed,Japan,Bai Cheeseburger,330.00,2.39,Burgers,Regular Menu
44,2022/11/30,Wed,Japan,Smile,0.00,0.00,Burgers,Regular Menu
45,2022/11/30,Wed,Japan,McFry (S),200.00,1.45,Sides,Regular Menu
46,2022/11/30,Wed,Japan,McFry (M),370.00,2.68,Sides,Regular Menu
47,2022/11/30,Wed,Japan,McFry (L),430.00,3.11,Sides,Regular Menu
48,2022/11/30,Wed,Japan,Chicken McNuggets® 5Pcs,250.00,1.81,Sides,Regular Menu
49,2022/11/30,Wed,Japan,Chicken McNuggets® 15Pcs,740.00,5.35,Sides,Regular Menu
50,2022/11/30,Wed,Japan,PoteNage DAI,630.00,4.56,Sides,Regular Menu
51,2022/11/30,Wed,Japan,PoteNage TOKUDAI,1000.00,7.23,Sides,Regular Menu
52,2022/11/30,Wed,Japan,Shaka-Chicki,220.00,1.59,Sides,Regular Menu
53,2022/11/30,Wed,Japan,Side Salad,370.00,2.68,Sides,Regular Menu
54,2022/11/30,Wed,Japan,Edamame & Corn,320.00,2.31,Sides,Regular Menu
55,2022/11/30,Wed,Japan,Yogurt,250.00,1.81,Sides,Regular Menu
56,2022/11/30,Wed,Japan,Smile,0.00,0.00,Sides,Regular Menu
57,2022/11/30,Wed,Japan,Sujahta ice vanilla,350.00,2.53,Sweets,Regular Menu
58,2022/11/30,Wed,Japan,McFlurry® with OREO® Cookie,320.00,2.31,Sweets,Regular Menu
59,2022/11/30,Wed,Japan,McFlurry® with Cho OREO® Cookie,380.00,2.75,Sweets,Regular Menu
60,2022/11/30,Wed,Japan,McShake® Vanilla,180.00,1.30,Sweets,Regular Menu
61,2022/11/30,Wed,Japan,McShake® Strawberry,180.00,1.30,Sweets,Regular Menu
62,2022/11/30,Wed,Japan,McShake® Chocolate,180.00,1.30,Sweets,Regular Menu
63,2022/11/30,Wed,Japan,Petit Pancakes,280.00,2.02,Sweets,Regular Menu
64,2022/11/30,Wed,Japan,Hot Apple Pie,150.00,1.08,Sweets,Regular Menu
65,2022/11/30,Wed,Japan,Smile,0.00,0.00,Sweets,Regular Menu
66,2022/11/30,Wed,Japan,Suntory Kuro Oolong Tea#Strong,320.00,2.31,Beverages,Regular Menu
67,2022/11/30,Wed,Japan,Premium Roast Coffee,130.00,0.94,Beverages,Regular Menu
68,2022/11/30,Wed,Japan,Café Latte,190.00,1.37,Beverages,Regular Menu
69,2022/11/30,Wed,Japan,Caramel Latte,270.00,1.95,Beverages,Regular Menu
70,2022/11/30,Wed,Japan,Premium Roast Ice Coffee,130.00,0.94,Beverages,Regular Menu
71,2022/11/30,Wed,Japan,Iced Café Latte,190.00,1.37,Beverages,Regular Menu
72,2022/11/30,Wed,Japan,Iced Caramel Latte,270.00,1.95,Beverages,Regular Menu
73,2022/11/30,Wed,Japan,Coca Cola Zero,130.00,0.94,Beverages,Regular Menu
74,2022/11/30,Wed,Japan,Coca Cola,130.00,0.94,Beverages,Regular Menu
75,2022/11/30,Wed,Japan,Sprite,130.00,0.94,Beverages,Regular Menu
76,2022/11/30,Wed,Japan,Fanta Grape,130.00,0.94,Beverages,Regular Menu
77,2022/11/30,Wed,Japan,Qoo White Grape,130.00,0.94,Beverages,Regular Menu
78,2022/11/30,Wed,Japan,Sokenbicha,130.00,0.94,Beverages,Regular Menu
79,2022/11/30,Wed,Japan,Minute Maid Orange,190.00,1.37,Beverages,Regular Menu
80,2022/11/30,Wed,Japan,Hot Tea (Milk),130.00,0.94,Beverages,Regular Menu
81,2022/11/30,Wed,Japan,Hot Tea (Lemon),130.00,0.94,Beverages,Regular Menu
82,2022/11/30,Wed,Japan,Earlgrey Iced Tea(Milk),130.00,0.94,Beverages,Regular Menu
83,2022/11/30,Wed,Japan,Earlgrey Iced Tea(Lemon),130.00,0.94,Beverages,Regular Menu
84,2022/11/30,Wed,Japan,Milk,240.00,1.74,Beverages,Regular Menu
85,2022/11/30,Wed,Japan,Minute Maid Apple100,170.00,1.23,Beverages,Regular Menu
86,2022/11/30,Wed,Japan,Yasaiseikatsu100,190.00,1.37,Beverages,Regular Menu
87,2022/11/30,Wed,Japan,Smile,0.00,0.00,Beverages,Regular Menu
88,2022/11/30,Wed,Japan,Chicken McNuggets® Happy Meal™,600.00,4.34,Happy Meals,Regular Menu
89,2022/11/30,Wed,Japan,Petit Pancakes Happy Meal™,570.00,4.12,Happy Meals,Regular Menu
90,2022/11/30,Wed,Japan,Cheeseburger Happy Meal™,600.00,4.34,Happy Meals,Regular Menu
91,2022/11/30,Wed,Japan,Hamburger Happy Meal™,570.00,4.12,Happy Meals,Regular Menu
92,2022/11/30,Wed,Japan,Smile,0.00,0.00,Happy Meals,Regular Menu
93,2022/11/30,Wed,Japan,Egg McMuffin®,280.00,2.02,Sandwiches,Breakfast Menu
