,Date,Day,Territory,Menu Item,Price (KRW),Price (USD),Category,Menu
1,2023/06/25,Sun,South Korea,McCrispy™ Hot N Cheese Burger,10200.00,7.82,Specials,Regular Menu
2,2023/06/25,Sun,South Korea,McSpicy® Hot N Cheese Burger,9700.00,7.44,Specials,Regular Menu
3,2023/06/25,Sun,South Korea,Big Mac®,7800.00,5.98,Specials,Regular Menu
4,2023/06/25,Sun,South Korea,Double Quarter Pounder® with Cheese,10400.00,7.97,Specials,Regular Menu
5,2023/06/25,Sun,South Korea,Quarter Pounder® with Cheese,8900.00,6.82,Specials,Regular Menu
6,2023/06/25,Sun,South Korea,McCrispy™ Deluxe Burger,9200.00,7.05,Specials,Regular Menu
7,2023/06/25,Sun,South Korea,McCrispy™ Classic Burger,8700.00,6.67,Specials,Regular Menu
8,2023/06/25,Sun,South Korea,Cajun Beef Snack Wrap,3200.00,2.45,Specials,Regular Menu
9,2023/06/25,Sun,South Korea,McWings™ 2pc,4000.00,3.07,Specials,Regular Menu
10,2023/06/25,Sun,South Korea,Plum Peach Chiller,3700.00,2.84,Specials,Regular Menu
11,2023/06/25,Sun,South Korea,Vanilla Latte,4500.00,3.45,Specials,Regular Menu
12,2023/06/25,Sun,South Korea,Vanilla Sundae,2800.00,2.15,Specials,Regular Menu
13,2023/06/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.84,Specials,Regular Menu
14,2023/06/25,Sun,South Korea,Bacon Egg McGriddles,6700.00,5.14,Specials,Breakfast Menu
15,2023/06/25,Sun,South Korea,Sausage Egg McGriddles,7000.00,5.37,Specials,Breakfast Menu
16,2023/06/25,Sun,South Korea,Plum Peach Chiller,3700.00,2.84,Specials,Breakfast Menu
17,2023/06/25,Sun,South Korea,BLT Egg Muffin,6300.00,4.83,Specials,Breakfast Menu
18,2023/06/25,Sun,South Korea,Bacon & Egg McMuffin,5900.00,4.52,Specials,Breakfast Menu
19,2023/06/25,Sun,South Korea,Sausage & Egg McMuffin,6100.00,4.68,Specials,Breakfast Menu
20,2023/06/25,Sun,South Korea,Vanilla Latte,4500.00,3.45,Specials,Breakfast Menu
21,2023/06/25,Sun,South Korea,Iced Americano (No Syrup),3300.00,2.53,Specials,Breakfast Menu
22,2023/06/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.84,Specials,Breakfast Menu
23,2023/06/25,Sun,South Korea,McCrispy™ Hot N Cheese Burger,8200.00,6.29,Ala Carte & Value Meals,Regular Menu
24,2023/06/25,Sun,South Korea,McSpicy® Hot N Cheese Burger,7700.00,5.90,Ala Carte & Value Meals,Regular Menu
25,2023/06/25,Sun,South Korea,Big Mac®,6000.00,4.60,Ala Carte & Value Meals,Regular Menu
26,2023/06/25,Sun,South Korea,Double Quarter Pounder® with Cheese,8200.00,6.29,Ala Carte & Value Meals,Regular Menu
27,2023/06/25,Sun,South Korea,Quarter Pounder® with Cheese,6300.00,4.83,Ala Carte & Value Meals,Regular Menu
28,2023/06/25,Sun,South Korea,McCrispy™ Deluxe Burger,7600.00,5.83,Ala Carte & Value Meals,Regular Menu
29,2023/06/25,Sun,South Korea,McCrispy™ Classic Burger,6700.00,5.14,Ala Carte & Value Meals,Regular Menu
30,2023/06/25,Sun,South Korea,Triple Cheeseburger,6600.00,5.06,Ala Carte & Value Meals,Regular Menu
31,2023/06/25,Sun,South Korea,Double Bulgogi Burger,5300.00,4.06,Ala Carte & Value Meals,Regular Menu
32,2023/06/25,Sun,South Korea,McSpicy® Shanghai Burger,6000.00,4.60,Ala Carte & Value Meals,Regular Menu
33,2023/06/25,Sun,South Korea,1955® Burger,7200.00,5.52,Ala Carte & Value Meals,Regular Menu
34,2023/06/25,Sun,South Korea,McChicken® Mozzarella,5800.00,4.45,Ala Carte & Value Meals,Regular Menu
35,2023/06/25,Sun,South Korea,McChicken®,4300.00,3.30,Ala Carte & Value Meals,Regular Menu
36,2023/06/25,Sun,South Korea,Egg Bulgogi Burger,4300.00,3.30,Ala Carte & Value Meals,Regular Menu
37,2023/06/25,Sun,South Korea,Bulgogi Burger,3600.00,2.76,Ala Carte & Value Meals,Regular Menu
38,2023/06/25,Sun,South Korea,Supreme Shrimp Burger,5500.00,4.22,Ala Carte & Value Meals,Regular Menu
39,2023/06/25,Sun,South Korea,Shrimp Beef Burger,6600.00,5.06,Ala Carte & Value Meals,Regular Menu
40,2023/06/25,Sun,South Korea,Bacon Tomato Deluxe,6600.00,5.06,Ala Carte & Value Meals,Regular Menu
41,2023/06/25,Sun,South Korea,Cheeseburger,3500.00,2.68,Ala Carte & Value Meals,Regular Menu
42,2023/06/25,Sun,South Korea,Double Cheeseburger,5500.00,4.22,Ala Carte & Value Meals,Regular Menu
43,2023/06/25,Sun,South Korea,Hamburger,3300.00,2.53,Ala Carte & Value Meals,Regular Menu
44,2023/06/25,Sun,South Korea,McWings™ 2pc,4000.00,3.07,Snacks & Sides,Regular Menu
45,2023/06/25,Sun,South Korea,McWings™ 4pc,6700.00,5.14,Snacks & Sides,Regular Menu
46,2023/06/25,Sun,South Korea,McWings™ 8pc,12300.00,9.43,Snacks & Sides,Regular Menu
47,2023/06/25,Sun,South Korea,McWings™ 2 pc Combo,4800.00,3.68,Snacks & Sides,Regular Menu
48,2023/06/25,Sun,South Korea,McWings™ 4 pc Combo,7500.00,5.75,Snacks & Sides,Regular Menu
49,2023/06/25,Sun,South Korea,Cajun Beef Snack Wrap,3200.00,2.45,Snacks & Sides,Regular Menu
50,2023/06/25,Sun,South Korea,Shanghai chicken snack wrap,3500.00,2.68,Snacks & Sides,Regular Menu
51,2023/06/25,Sun,South Korea,Coleslaw,2700.00,2.07,Snacks & Sides,Regular Menu
52,2023/06/25,Sun,South Korea,Golden Mozzarella Cheese Sticks 4pcs,5000.00,3.83,Snacks & Sides,Regular Menu
53,2023/06/25,Sun,South Korea,Golden Mozzarella Cheese Sticks 2pcs,3300.00,2.53,Snacks & Sides,Regular Menu
54,2023/06/25,Sun,South Korea,McNuggets® 10pc,5500.00,4.22,Snacks & Sides,Regular Menu
55,2023/06/25,Sun,South Korea,McNuggets® 6pc,4300.00,3.30,Snacks & Sides,Regular Menu
56,2023/06/25,Sun,South Korea,McNuggets® 4pc,3300.00,2.53,Snacks & Sides,Regular Menu
57,2023/06/25,Sun,South Korea,McSpicy® Chicken Tenders 4pc,5800.00,4.45,Snacks & Sides,Regular Menu
58,2023/06/25,Sun,South Korea,McSpicy® Chicken Tenders 2pc,3500.00,2.68,Snacks & Sides,Regular Menu
59,2023/06/25,Sun,South Korea,French Fries,2800.00,2.15,Snacks & Sides,Regular Menu
60,2023/06/25,Sun,South Korea,Add Sweet Sour Sauce,300.00,0.23,Snacks & Sides,Regular Menu
61,2023/06/25,Sun,South Korea,Add Sweet Chili Sauce,300.00,0.23,Snacks & Sides,Regular Menu
62,2023/06/25,Sun,South Korea,Add Cajun Sauce,300.00,0.23,Snacks & Sides,Regular Menu
63,2023/06/25,Sun,South Korea,Plum Peach Chiller,3700.00,2.84,Beverages,Regular Menu
64,2023/06/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.84,Beverages,Regular Menu
65,2023/06/25,Sun,South Korea,Coca-Cola,2400.00,1.84,Beverages,Regular Menu
66,2023/06/25,Sun,South Korea,Coca-Cola Zero,2400.00,1.84,Beverages,Regular Menu
67,2023/06/25,Sun,South Korea,Sprite,2400.00,1.84,Beverages,Regular Menu
68,2023/06/25,Sun,South Korea,Fanta,2400.00,1.84,Beverages,Regular Menu
69,2023/06/25,Sun,South Korea,Vanilla Latte,4500.00,3.45,Beverages,Regular Menu
70,2023/06/25,Sun,South Korea,Café Latte,4000.00,3.07,Beverages,Regular Menu
71,2023/06/25,Sun,South Korea,Cappuccino,4000.00,3.07,Beverages,Regular Menu
72,2023/06/25,Sun,South Korea,Americano,3300.00,2.53,Beverages,Regular Menu
73,2023/06/25,Sun,South Korea,Drip Coffee,2700.00,2.07,Beverages,Regular Menu
74,2023/06/25,Sun,South Korea,Iced Vanilla Latte,4500.00,3.45,Beverages,Regular Menu
75,2023/06/25,Sun,South Korea,Iced Café Latte (No Syrup),4000.00,3.07,Beverages,Regular Menu
76,2023/06/25,Sun,South Korea,Iced Americano (No Syrup),3300.00,2.53,Beverages,Regular Menu
77,2023/06/25,Sun,South Korea,Iced Drip Coffee (No Syrup),2500.00,1.92,Beverages,Regular Menu
78,2023/06/25,Sun,South Korea,Decaffeine Vanilla Latte,4700.00,3.60,Beverages,Regular Menu
79,2023/06/25,Sun,South Korea,Decaffeine Café Latte,4200.00,3.22,Beverages,Regular Menu
80,2023/06/25,Sun,South Korea,Decaffeine Cappuccino,4200.00,3.22,Beverages,Regular Menu
81,2023/06/25,Sun,South Korea,Decaffeine Americano,3500.00,2.68,Beverages,Regular Menu
82,2023/06/25,Sun,South Korea,Decaffeine Iced Vanilla Latte,4700.00,3.60,Beverages,Regular Menu
83,2023/06/25,Sun,South Korea,Decaffeine Iced Café Latte (No Syrup),4200.00,3.22,Beverages,Regular Menu
84,2023/06/25,Sun,South Korea,Decaffeine Iced Americano (No Syrup),3500.00,2.68,Beverages,Regular Menu
85,2023/06/25,Sun,South Korea,Vanilla Shake,3500.00,2.68,Beverages,Regular Menu
86,2023/06/25,Sun,South Korea,Strawberry Shake,3500.00,2.68,Beverages,Regular Menu
87,2023/06/25,Sun,South Korea,Chocolate Shake,3500.00,2.68,Beverages,Regular Menu
88,2023/06/25,Sun,South Korea,Mineral Water,2000.00,1.53,Beverages,Regular Menu
89,2023/06/25,Sun,South Korea,Plum Peach Chiller,3700.00,2.84,Desserts,Regular Menu
90,2023/06/25,Sun,South Korea,Jeju Hallabong Chiller,3700.00,2.84,Desserts,Regular Menu
91,2023/06/25,Sun,South Korea,Oreo McFlurry,3700.00,2.84,Desserts,Regular Menu
92,2023/06/25,Sun,South Korea,Very Strawberry McFlurry,3700.00,2.84,Desserts,Regular Menu
