,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/06/02,Thu,Philippines,BFF Fries,135.00,2.57,Featured,Regular
2,2022/06/02,Thu,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Featured,Regular
3,2022/06/02,Thu,Philippines,K-Chicken Small Meal,195.00,3.72,Featured,Regular
4,2022/06/02,Thu,Philippines,Ebi Burger Small Meal,195.00,3.72,Featured,Regular
5,2022/06/02,Thu,Philippines,Ultimate Burger McShare,499.00,9.51,Featured,Regular
6,2022/06/02,Thu,Philippines,McCafé Caramel Popcorn Iced Coffee,57.00,1.09,Featured,Regular
7,2022/06/02,Thu,Philippines,McCafe Caramel Popcorn Coffee Float,78.00,1.49,Featured,Regular
8,2022/06/02,Thu,Philippines,Caramel Popcorn Coke McFloat,47.00,0.90,Featured,Regular
9,2022/06/02,Thu,Philippines,Ultimate Burger McShare,499.00,9.51,Group Meals,Regular
10,2022/06/02,Thu,Philippines,Snack Burger McShare,330.00,6.29,Group Meals,Regular
11,2022/06/02,Thu,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Group Meals,Regular
12,2022/06/02,Thu,Philippines,8-pc. Chicken McShare Box,440.00,8.39,Group Meals,Regular
13,2022/06/02,Thu,Philippines,McSpaghetti Platter,220.00,4.19,Group Meals,Regular
14,2022/06/02,Thu,Philippines,10-pc. Chicken McNuggets,190.00,3.62,Group Meals,Regular
15,2022/06/02,Thu,Philippines,20-pc. Chicken McNuggets,370.00,7.05,Group Meals,Regular
16,2022/06/02,Thu,Philippines,BFF Fries N' McFloat Combo,222.00,4.23,Group Meals,Regular
17,2022/06/02,Thu,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,237.00,4.52,Group Meals,Regular
18,2022/06/02,Thu,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,237.00,4.52,Group Meals,Regular
19,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.75,Group Meals,Regular
20,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.75,Group Meals,Regular
21,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.75,Group Meals,Regular
22,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.75,Group Meals,Regular
23,2022/06/02,Thu,Philippines,McShare Bundle for 3,500.00,9.53,Group Meals,Regular
24,2022/06/02,Thu,Philippines,McShare Bundle for 4,725.00,13.82,Group Meals,Regular
25,2022/06/02,Thu,Philippines,10-pc. Chicken McShare Box,550.00,10.48,Group Meals,Regular
26,2022/06/02,Thu,Philippines,15-pc. Chicken McShare Box,825.00,15.73,Group Meals,Regular
27,2022/06/02,Thu,Philippines,20-pc. Chicken McShare Box,1100.00,20.97,Group Meals,Regular
28,2022/06/02,Thu,Philippines,40-pc. Chicken McNuggets,740.00,14.11,Group Meals,Regular
29,2022/06/02,Thu,Philippines,60-pc. Chicken McNuggets,1110.00,21.16,Group Meals,Regular
30,2022/06/02,Thu,Philippines,80-pc. Chicken McNuggets,1480.00,28.21,Group Meals,Regular
31,2022/06/02,Thu,Philippines,McSpaghetti Platter Good for 10,440.00,8.39,Group Meals,Regular
32,2022/06/02,Thu,Philippines,McSpaghetti Platter Good for 15,660.00,12.58,Group Meals,Regular
33,2022/06/02,Thu,Philippines,McSpaghetti Platter Good for 20,880.00,16.77,Group Meals,Regular
34,2022/06/02,Thu,Philippines,BFF Fries Good for 10,655.00,12.49,Group Meals,Regular
35,2022/06/02,Thu,Philippines,BFF Fries Good for 15,1025.00,19.54,Group Meals,Regular
36,2022/06/02,Thu,Philippines,BFF Fries Good for 20,1280.00,24.40,Group Meals,Regular
37,2022/06/02,Thu,Philippines,Plain Rice Good for 10,245.00,4.67,Group Meals,Regular
38,2022/06/02,Thu,Philippines,Plain Rice Good for 15,360.00,6.86,Group Meals,Regular
39,2022/06/02,Thu,Philippines,Plain Rice Good for 20,475.00,9.05,Group Meals,Regular
40,2022/06/02,Thu,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,173.00,3.30,Chicken,Regular
41,2022/06/02,Thu,Philippines,1-pc. Chicken McDo & Fries Meal,110.00,2.10,Chicken,Regular
42,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,113.00,2.15,Chicken,Regular
43,2022/06/02,Thu,Philippines,2-pc. Chicken McDo Meal,189.00,3.60,Chicken,Regular
44,2022/06/02,Thu,Philippines,2-pc. Spicy Chicken McDo Meal,192.00,3.66,Chicken,Regular
45,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo Meal,116.00,2.21,Chicken,Regular
46,2022/06/02,Thu,Philippines,1-pc. Chicken McDo Meal,113.00,2.15,Chicken,Regular
47,2022/06/02,Thu,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,144.00,2.74,Chicken,Regular
48,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,147.00,2.80,Chicken,Regular
49,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,158.00,3.01,Chicken,Regular
50,2022/06/02,Thu,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & McFlurry,161.00,3.07,Chicken,Regular
51,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,170.00,3.24,Chicken,Regular
52,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,145.00,2.76,Chicken,Regular
53,2022/06/02,Thu,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & Burger McDo,148.00,2.82,Chicken,Regular
54,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ Rice & McSpaghetti,160.00,3.05,Chicken,Regular
55,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,152.00,2.90,Chicken,Regular
56,2022/06/02,Thu,Philippines,6-pc. Chicken McNuggets w/ Fries Meal,157.00,2.99,Chicken,Regular
57,2022/06/02,Thu,Philippines,6-pc. Chicken McNuggets w/ Rice Meal,165.00,3.15,Chicken,Regular
58,2022/06/02,Thu,Philippines,6-pc. Chicken McNuggets,123.00,2.34,Chicken,Regular
59,2022/06/02,Thu,Philippines,10-pc. Chicken McNuggets,190.00,3.62,Chicken,Regular
60,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Meal,82.00,1.56,Chicken,Regular
61,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Fries Meal,95.00,1.81,Chicken,Regular
62,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King Meal,84.00,1.60,Chicken,Regular
63,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Fries Meal,97.00,1.85,Chicken,Regular
64,2022/06/02,Thu,Philippines,K-Chicken Small Meal,195.00,3.72,Burgers,Regular
65,2022/06/02,Thu,Philippines,Ebi Burger Small Meal,195.00,3.72,Burgers,Regular
66,2022/06/02,Thu,Philippines,Big Mac Meal,186.00,3.55,Burgers,Regular
67,2022/06/02,Thu,Philippines,Quarter Pounder w/ Cheese Meal,186.00,3.55,Burgers,Regular
68,2022/06/02,Thu,Philippines,McChicken Meal,155.00,2.95,Burgers,Regular
69,2022/06/02,Thu,Philippines,Double Cheeseburger Meal,150.00,2.86,Burgers,Regular
70,2022/06/02,Thu,Philippines,Cheeseburger Deluxe Meal,132.00,2.52,Burgers,Regular
71,2022/06/02,Thu,Philippines,Cheeseburger Meal,114.00,2.17,Burgers,Regular
72,2022/06/02,Thu,Philippines,McCrispy Chicken Sandwich Meal,100.00,1.91,Burgers,Regular
