,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/04/14,Fri,Philippines,Double Big Mac Meal,306.00,5.54,McDelivery Exclusives,Regular
2,2023/04/14,Fri,Philippines,Double Quarter Pounder w/ Cheese Meal,306.00,5.54,McDelivery Exclusives,Regular
3,2023/04/14,Fri,Philippines,The BCB Meal,252.00,4.56,McDelivery Exclusives,Regular
4,2023/04/14,Fri,Philippines,Triple Cheeseburger Meal,247.00,4.47,McDelivery Exclusives,Regular
5,2023/04/14,Fri,Philippines,Double McChicken Meal,237.00,4.29,McDelivery Exclusives,Regular
6,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.77,McDelivery Exclusives,Regular
7,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.80,McDelivery Exclusives,All Day
8,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.71,McDelivery Exclusives,All Day
9,2023/04/14,Fri,Philippines,Snack Burger McShare w/ Free Lipton Ice Tea,380.00,6.88,Featured,Regular
10,2023/04/14,Fri,Philippines,BFF Fries,158.00,2.86,Featured,All Day
11,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,179.00,3.24,Featured,Regular
12,2023/04/14,Fri,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.90,Featured,Regular
13,2023/04/14,Fri,Philippines,6-pc. Chicken McShare Box,437.00,7.91,Featured,All Day
14,2023/04/14,Fri,Philippines,"Quarter Pounder w/ Cheese, Lettuce, & Tomatoes Meal",271.00,4.91,Featured,Regular
15,2023/04/14,Fri,Philippines,McCrispy Chicken Sandwich w/ Lettuce & Tomatoes Meal,166.00,3.01,Featured,Regular
16,2023/04/14,Fri,Philippines,Cheesy Burger McDo w/ Lettuce & Tomatoes Meal,160.00,2.90,Featured,Regular
17,2023/04/14,Fri,Philippines,Snack Burger McShare w/ Free Lipton Ice Tea,380.00,6.88,Group Meals,Regular
18,2023/04/14,Fri,Philippines,6-pc. Chicken McShare Box,437.00,7.91,Group Meals,All Day
19,2023/04/14,Fri,Philippines,8-pc. Chicken McShare Box,579.00,10.48,Group Meals,All Day
20,2023/04/14,Fri,Philippines,McSpaghetti Platter,242.00,4.38,Group Meals,Regular
21,2023/04/14,Fri,Philippines,10-pc. Chicken McNuggets,204.00,3.69,Group Meals,Regular
22,2023/04/14,Fri,Philippines,20-pc. Chicken McNuggets,406.00,7.35,Group Meals,Regular
23,2023/04/14,Fri,Philippines,BFF Fries N' McFloat Combo,265.00,4.80,Group Meals,All Day
24,2023/04/14,Fri,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,281.00,5.09,Group Meals,All Day
25,2023/04/14,Fri,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,281.00,5.09,Group Meals,All Day
26,2023/04/14,Fri,Philippines,20-pc. Chicken McNuggets Bundle,516.00,9.34,Group Meals,Regular
27,2023/04/14,Fri,Philippines,McShare Bundle for 3,589.00,10.67,Group Meals,All Day
28,2023/04/14,Fri,Philippines,McShare Bundle for 4,809.00,14.65,Group Meals,All Day
29,2023/04/14,Fri,Philippines,10-pc. Chicken McShare Box,633.00,11.46,Group Meals,All Day
30,2023/04/14,Fri,Philippines,15-pc. Chicken McShare Box,825.00,14.94,Group Meals,All Day
31,2023/04/14,Fri,Philippines,20-pc. Chicken McShare Box,1265.00,22.91,Group Meals,All Day
32,2023/04/14,Fri,Philippines,40-pc. Chicken McNuggets,740.00,13.40,Group Meals,Regular
33,2023/04/14,Fri,Philippines,60-pc. Chicken McNuggets,1110.00,20.10,Group Meals,Regular
34,2023/04/14,Fri,Philippines,80-pc. Chicken McNuggets,1480.00,26.80,Group Meals,Regular
35,2023/04/14,Fri,Philippines,McSpaghetti Platter Good for 10,440.00,7.97,Group Meals,Regular
36,2023/04/14,Fri,Philippines,McSpaghetti Platter Good for 15,660.00,11.95,Group Meals,Regular
37,2023/04/14,Fri,Philippines,McSpaghetti Platter Good for 20,880.00,15.93,Group Meals,Regular
38,2023/04/14,Fri,Philippines,BFF Fries Good for 10,655.00,11.86,Group Meals,All Day
39,2023/04/14,Fri,Philippines,BFF Fries Good for 15,1025.00,18.56,Group Meals,All Day
40,2023/04/14,Fri,Philippines,BFF Fries Good for 20,1280.00,23.18,Group Meals,All Day
41,2023/04/14,Fri,Philippines,Plain Rice Good for 10,245.00,4.44,Group Meals,All Day
42,2023/04/14,Fri,Philippines,Plain Rice Good for 15,360.00,6.52,Group Meals,All Day
43,2023/04/14,Fri,Philippines,Plain Rice Good for 20,475.00,8.60,Group Meals,All Day
44,2023/04/14,Fri,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.90,Chicken,Regular
45,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,212.00,3.84,Chicken,Regular
46,2023/04/14,Fri,Philippines,1-pc. Chicken McDo & Fries Meal,175.00,3.17,Chicken,All Day
47,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,179.00,3.24,Chicken,All Day
48,2023/04/14,Fri,Philippines,2-pc. Chicken McDo Meal,213.00,3.86,Chicken,All Day
49,2023/04/14,Fri,Philippines,2-pc. Spicy Chicken McDo Meal,221.00,4.00,Chicken,All Day
50,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo & Mushroom Soup Meal,164.00,2.97,Chicken,Regular
51,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo Meal,128.00,2.32,Chicken,All Day
52,2023/04/14,Fri,Philippines,1-pc. Chicken McDo Meal,124.00,2.25,Chicken,All Day
53,2023/04/14,Fri,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,182.00,3.30,Chicken,Regular
54,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,186.00,3.37,Chicken,Regular
55,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.80,Chicken,All Day
56,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & McFlurry,214.00,3.87,Chicken,Regular
57,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.77,Chicken,Regular
58,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.71,Chicken,All Day
59,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & Burger McDo,209.00,3.78,Chicken,All Day
60,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,206.00,3.73,Chicken,Regular
61,2023/04/14,Fri,Philippines,6-pc. Chicken McNuggets w/ Fries Meal,196.00,3.55,Chicken,Regular
62,2023/04/14,Fri,Philippines,6-pc. Chicken McNuggets w/ Rice Meal,177.00,3.20,Chicken,Regular
63,2023/04/14,Fri,Philippines,6-pc. Chicken McNuggets,129.00,2.34,Chicken,Regular
64,2023/04/14,Fri,Philippines,10-pc. Chicken McNuggets,204.00,3.69,Chicken,Regular
65,2023/04/14,Fri,Philippines,McCrispy Chicken Fillet Meal,100.00,1.81,Chicken,All Day
66,2023/04/14,Fri,Philippines,McCrispy Chicken Fillet w/ Fries Meal,135.00,2.44,Chicken,All Day
67,2023/04/14,Fri,Philippines,McCrispy Chicken Fillet Ala King Meal,103.00,1.87,Chicken,All Day
68,2023/04/14,Fri,Philippines,McCrispy Chicken Fillet Ala King w/ Fries Meal,140.00,2.53,Chicken,All Day
69,2023/04/14,Fri,Philippines,Big Mac Meal,246.00,4.45,Burgers,Regular
70,2023/04/14,Fri,Philippines,Quarter Pounder w/ Cheese Meal,246.00,4.45,Burgers,Regular
71,2023/04/14,Fri,Philippines,"Quarter Pounder w/ Cheese, Lettuce, & Tomatoes Meal",271.00,4.91,Burgers,Regular
72,2023/04/14,Fri,Philippines,McChicken Meal,207.00,3.75,Burgers,Regular
73,2023/04/14,Fri,Philippines,Double Cheeseburger Meal,202.00,3.66,Burgers,Regular
74,2023/04/14,Fri,Philippines,Double Cheeseburger w/ Lettuce & Tomatoes Meal,227.00,4.11,Burgers,Regular
75,2023/04/14,Fri,Philippines,Cheeseburger Deluxe Meal,179.00,3.24,Burgers,Regular
76,2023/04/14,Fri,Philippines,Cheeseburger Meal,154.00,2.79,Burgers,Regular
77,2023/04/14,Fri,Philippines,McCrispy Chicken Sandwich Meal,141.00,2.55,Burgers,All Day
78,2023/04/14,Fri,Philippines,McCrispy Chicken Sandwich w/ Lettuce & Tomatoes Meal,166.00,3.01,Burgers,Regular
79,2023/04/14,Fri,Philippines,Cheesy Burger McDo Meal,135.00,2.44,Burgers,All Day
80,2023/04/14,Fri,Philippines,Cheesy Burger McDo w/ Lettuce & Tomatoes Meal,160.00,2.90,Burgers,Regular
81,2023/04/14,Fri,Philippines,Burger McDo Meal,131.00,2.37,Burgers,All Day
82,2023/04/14,Fri,Philippines,Burger McDo w/ Lettuce & Tomatoes Meal,156.00,2.82,Burgers,Regular
83,2023/04/14,Fri,Philippines,Double Big Mac Meal,306.00,5.54,Burgers,Regular
84,2023/04/14,Fri,Philippines,Double Quarter Pounder w/ Cheese Meal,306.00,5.54,Burgers,Regular
85,2023/04/14,Fri,Philippines,The BCB Meal,252.00,4.56,Burgers,Regular
86,2023/04/14,Fri,Philippines,Triple Cheeseburger Meal,247.00,4.47,Burgers,Regular
87,2023/04/14,Fri,Philippines,Double McChicken Meal,237.00,4.29,Burgers,Regular
88,2023/04/14,Fri,Philippines,McSpaghetti w/ Fries Meal,144.00,2.61,McSpaghetti,Regular
89,2023/04/14,Fri,Philippines,McSpaghetti Platter,242.00,4.38,McSpaghetti,Regular
90,2023/04/14,Fri,Philippines,McSpaghetti w/ Burger McDo Meal,138.00,2.50,McSpaghetti,Regular
91,2023/04/14,Fri,Philippines,McSpaghetti Meal,96.00,1.74,McSpaghetti,Regular
92,2023/04/14,Fri,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,182.00,3.30,McSpaghetti,Regular
93,2023/04/14,Fri,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,186.00,3.37,McSpaghetti,Regular
94,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,206.00,3.73,McSpaghetti,Regular
95,2023/04/14,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.77,McSpaghetti,Regular
96,2023/04/14,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,212.00,3.84,McSpaghetti,Regular
97,2023/04/14,Fri,Philippines,2-pc. Mushroom Pepper Steak Meal,134.00,2.43,Rice Bowls,All Day
98,2023/04/14,Fri,Philippines,1-pc. Mushroom Pepper Steak Meal,101.00,1.83,Rice Bowls,All Day
99,2023/04/14,Fri,Philippines,McFlurry® with Oreo®,57.00,1.03,Desserts & Drinks,All Day
