,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/09/18,Sun,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.34,McDelivery Exclusives,All Day
2,2022/09/18,Sun,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.34,McDelivery Exclusives,All Day
3,2022/09/18,Sun,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.34,McDelivery Exclusives,All Day
4,2022/09/18,Sun,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.34,McDelivery Exclusives,All Day
5,2022/09/18,Sun,Philippines,Double Big Mac Meal,279.00,4.87,McDelivery Exclusives,Regular
6,2022/09/18,Sun,Philippines,Double Quarter Pounder w/ Cheese Meal,279.00,4.87,McDelivery Exclusives,Regular
7,2022/09/18,Sun,Philippines,The BCB Meal,232.00,4.05,McDelivery Exclusives,Regular
8,2022/09/18,Sun,Philippines,Triple Cheeseburger Meal,212.00,3.70,McDelivery Exclusives,Regular
9,2022/09/18,Sun,Philippines,Double McChicken Meal,212.00,3.70,McDelivery Exclusives,Regular
10,2022/09/18,Sun,Philippines,Mega Meal - Chicken McDo w/ Rice & McSpaghetti,160.00,2.79,McDelivery Exclusives,Regular
11,2022/09/18,Sun,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,170.00,2.96,McDelivery Exclusives,Regular
12,2022/09/18,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,180.00,3.14,McDelivery Exclusives,All Day
13,2022/09/18,Sun,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,167.00,2.91,McDelivery Exclusives,All Day
14,2022/09/18,Sun,Philippines,6-pc. Chicken McShare Box,360.00,6.28,Featured,All Day
15,2022/09/18,Sun,Philippines,Ebi Burger w/ Lipton Iced Tea Meal,165.00,2.88,Featured,Regular
16,2022/09/18,Sun,Philippines,BFF Fries,135.00,2.35,Featured,All Day
