,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2024/01/09,Tue,Philippines,Big Breakfast Meal,182.00,3.27,BREAKFAST HOURS,Breakfast
2,2024/01/09,Tue,Philippines,Sausage McMuffin w/ Egg Meal,170.00,3.05,BREAKFAST HOURS,Breakfast
3,2024/01/09,Tue,Philippines,Cheesy Eggdesal Meal,134.00,2.41,BREAKFAST HOURS,Breakfast
4,2024/01/09,Tue,Philippines,Longganisa w/ Egg Meal,190.00,3.41,BREAKFAST HOURS,Breakfast
5,2024/01/09,Tue,Philippines,Big Mac Meal,271.00,4.87,LUNCH HOURS,Regular
6,2024/01/09,Tue,Philippines,1-pc. Chicken McDo & Fries Meal,176.00,3.16,LUNCH HOURS,All Day
7,2024/01/09,Tue,Philippines,McCrispy Chicken Fillet w/ Fries Meal,156.00,2.80,LUNCH HOURS,All Day
8,2024/01/09,Tue,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,182.00,3.27,LUNCH HOURS,Regular
9,2024/01/09,Tue,Philippines,Snack Burger McShare,380.00,6.82,PM SNACK HOURS,Regular
10,2024/01/09,Tue,Philippines,BFF Fries N' McFloat Combo,282.00,5.06,PM SNACK HOURS,Regular
11,2024/01/09,Tue,Philippines,6-pc. Chicken McNuggets,99.00,1.78,PM SNACK HOURS,Regular
12,2024/01/09,Tue,Philippines,McCafé Iced Coffee Vanilla,72.00,1.29,PM SNACK HOURS,All Day
13,2024/01/09,Tue,Philippines,6-pc. Chicken McNuggets w/ Fries Meal,203.00,3.64,PM SNACK HOURS,Regular
14,2024/01/09,Tue,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,182.00,3.27,PM SNACK HOURS,Regular
15,2024/01/09,Tue,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,182.00,3.27,DINNER HOURS,Regular
16,2024/01/09,Tue,Philippines,BFF Fries,169.00,3.03,AFTER DINNER HOURS,All Day
17,2024/01/09,Tue,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,182.00,3.27,AFTER DINNER HOURS,Regular
18,2024/01/09,Tue,Philippines,McFlurry® with Oreo®,62.00,1.11,,All Day
19,2024/01/09,Tue,Philippines,BFF Fries,169.00,3.03,,All Day
20,2024/01/09,Tue,Philippines,Extra Gravy,11.00,0.20,,All Day
21,2024/01/09,Tue,Philippines,Hash Browns,57.00,1.02,,Breakfast
22,2024/01/09,Tue,Philippines,Hash Browns,57.00,1.02,,Breakfast
23,2024/01/09,Tue,Philippines,Apple Pie,43.00,0.77,,All Day
24,2024/01/09,Tue,Philippines,Hot Fudge Sundae,55.00,0.99,,All Day
25,2024/01/09,Tue,Philippines,Hot Caramel Sundae,55.00,0.99,,All Day
26,2024/01/09,Tue,Philippines,Extra McSpaghetti Sauce,25.00,0.45,,Regular
27,2024/01/09,Tue,Philippines,Extra Cheese,17.00,0.31,,All Day
28,2024/01/09,Tue,Philippines,Extra Butter,11.00,0.20,,Breakfast
29,2024/01/09,Tue,Philippines,Extra Maple Syrup,11.00,0.20,,Breakfast
30,2024/01/09,Tue,Philippines,Fries,83.00,1.49,Add-ons,All Day
31,2024/01/09,Tue,Philippines,Extra Plain Rice,39.00,0.70,,All Day
32,2024/01/09,Tue,Philippines,Extra Mayonnaise,17.00,0.31,,All Day
33,2024/01/09,Tue,Philippines,Extra McCrispy Chicken Fillet Ala King Sauce,11.00,0.20,,All Day
34,2024/01/09,Tue,Philippines,"Party Hats, Tray Mats, Balloons, and Classic Happy Meal Toys",50.00,0.90,,All Day
35,2024/01/09,Tue,Philippines,Extra Sweet N' Sour Sauce,17.00,0.31,,All Day
36,2024/01/09,Tue,Philippines,Extra BBQ Sauce,17.00,0.31,,All Day
37,2024/01/09,Tue,Philippines,Extra Mushroom Pepper Steak Sauce,11.00,0.20,,Regular
38,2024/01/09,Tue,Philippines,Extra BBQ Powder,10.00,0.18,,All Day
39,2024/01/09,Tue,Philippines,Extra Cheese Powder,10.00,0.18,,Breakfast
40,2024/01/09,Tue,Philippines,McCrispy Chicken Sandwich Solo,64.00,1.15,Add-ons,All Day
41,2024/01/09,Tue,Philippines,Shake Shake Fries BBQ,93.00,1.67,Add-ons,All Day
42,2024/01/09,Tue,Philippines,McSpaghetti Platter,259.00,4.65,,Regular
43,2024/01/09,Tue,Philippines,McSpaghetti Platter,259.00,4.65,,Regular
44,2024/01/09,Tue,Philippines,Extra Garlic Rice,46.00,0.83,,Breakfast
45,2024/01/09,Tue,Philippines,McCafé Coffee Float,82.00,1.47,,All Day
46,2024/01/09,Tue,Philippines,Cheeseburger Solo,79.00,1.42,Add-ons,All Day
47,2024/01/09,Tue,Philippines,Choco Chip Cookies,80.00,1.44,,All Day
48,2024/01/09,Tue,Philippines,Oreo Cheesecake,170.00,3.05,,All Day
49,2024/01/09,Tue,Philippines,Dark Chocolate Cake,150.00,2.69,,All Day
50,2024/01/09,Tue,Philippines,Blueberry Cheesecake,170.00,3.05,,All Day
51,2024/01/09,Tue,Philippines,Sausage Croissant,130.00,2.33,,All Day
52,2024/01/09,Tue,Philippines,Chicken Pesto Wrap,175.00,3.14,,All Day
53,2024/01/09,Tue,Philippines,Cheese and Bacon Croissant,135.00,2.42,,All Day
54,2024/01/09,Tue,Philippines,Caramel Cinnamon,110.00,1.98,,All Day
55,2024/01/09,Tue,Philippines,Choco Chip Banana Slice,85.00,1.53,,All Day
56,2024/01/09,Tue,Philippines,Macchiato,95.00,1.71,,All Day
57,2024/01/09,Tue,Philippines,Espresso,95.00,1.71,,All Day
