,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.49,McDelivery Exclusives,All Day
2,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.49,McDelivery Exclusives,All Day
3,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.49,McDelivery Exclusives,All Day
4,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.49,McDelivery Exclusives,All Day
5,2022/12/17,Sat,Philippines,Double Big Mac Meal,306.00,5.51,McDelivery Exclusives,Regular
6,2022/12/17,Sat,Philippines,Double Quarter Pounder w/ Cheese Meal,306.00,5.51,McDelivery Exclusives,Regular
7,2022/12/17,Sat,Philippines,The BCB Meal,252.00,4.54,McDelivery Exclusives,Regular
8,2022/12/17,Sat,Philippines,Triple Cheeseburger Meal,247.00,4.45,McDelivery Exclusives,Regular
9,2022/12/17,Sat,Philippines,Double McChicken Meal,237.00,4.27,McDelivery Exclusives,Regular
10,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.75,McDelivery Exclusives,Regular
11,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.78,McDelivery Exclusives,All Day
12,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.69,McDelivery Exclusives,All Day
13,2022/12/17,Sat,Philippines,McCrispy Hamonado Sandwich Meal,199.00,3.59,Featured,Regular
14,2022/12/17,Sat,Philippines,McSpicy Meal,251.00,4.52,Featured,Regular
15,2022/12/17,Sat,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,179.00,3.23,Featured,Regular
16,2022/12/17,Sat,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.88,Featured,Regular
17,2022/12/17,Sat,Philippines,6-pc. Chicken McShare Box,437.00,7.87,Featured,All Day
18,2022/12/17,Sat,Philippines,BFF Fries,158.00,2.85,Featured,All Day
19,2022/12/17,Sat,Philippines,"Quarter Pounder w/ Cheese, Lettuce, & Tomatoes Meal",271.00,4.88,Featured,Regular
20,2022/12/17,Sat,Philippines,McCrispy Chicken Sandwich w/ Lettuce & Tomatoes Meal,166.00,2.99,Featured,Regular
21,2022/12/17,Sat,Philippines,Cheesy Burger McDo w/ Lettuce & Tomatoes Meal,160.00,2.88,Featured,Regular
22,2022/12/17,Sat,Philippines,Snack Burger McShare,380.00,6.85,Group Meals,Regular
23,2022/12/17,Sat,Philippines,6-pc. Chicken McShare Box,437.00,7.87,Group Meals,All Day
24,2022/12/17,Sat,Philippines,8-pc. Chicken McShare Box,579.00,10.43,Group Meals,All Day
25,2022/12/17,Sat,Philippines,McSpaghetti Platter,242.00,4.36,Group Meals,Regular
26,2022/12/17,Sat,Philippines,10-pc. Chicken McNuggets,204.00,3.68,Group Meals,Regular
27,2022/12/17,Sat,Philippines,20-pc. Chicken McNuggets,406.00,7.32,Group Meals,Regular
28,2022/12/17,Sat,Philippines,BFF Fries N' McFloat Combo,265.00,4.77,Group Meals,All Day
29,2022/12/17,Sat,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,281.00,5.06,Group Meals,All Day
30,2022/12/17,Sat,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,281.00,5.06,Group Meals,All Day
31,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.49,Group Meals,All Day
32,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.49,Group Meals,All Day
33,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.49,Group Meals,All Day
34,2022/12/17,Sat,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.49,Group Meals,All Day
35,2022/12/17,Sat,Philippines,20-pc. Chicken McNuggets Bundle,516.00,9.30,Group Meals,Regular
36,2022/12/17,Sat,Philippines,McShare Bundle for 3,589.00,10.61,Group Meals,All Day
37,2022/12/17,Sat,Philippines,McShare Bundle for 4,809.00,14.58,Group Meals,All Day
38,2022/12/17,Sat,Philippines,10-pc. Chicken McShare Box,633.00,11.41,Group Meals,All Day
39,2022/12/17,Sat,Philippines,15-pc. Chicken McShare Box,825.00,14.87,Group Meals,All Day
40,2022/12/17,Sat,Philippines,20-pc. Chicken McShare Box,1265.00,22.79,Group Meals,All Day
41,2022/12/17,Sat,Philippines,40-pc. Chicken McNuggets,740.00,13.33,Group Meals,Regular
42,2022/12/17,Sat,Philippines,60-pc. Chicken McNuggets,1110.00,20.00,Group Meals,Regular
43,2022/12/17,Sat,Philippines,80-pc. Chicken McNuggets,1480.00,26.67,Group Meals,Regular
44,2022/12/17,Sat,Philippines,McSpaghetti Platter Good for 10,440.00,7.93,Group Meals,Regular
45,2022/12/17,Sat,Philippines,McSpaghetti Platter Good for 15,660.00,11.89,Group Meals,Regular
46,2022/12/17,Sat,Philippines,McSpaghetti Platter Good for 20,880.00,15.86,Group Meals,Regular
47,2022/12/17,Sat,Philippines,BFF Fries Good for 10,655.00,11.80,Group Meals,All Day
48,2022/12/17,Sat,Philippines,BFF Fries Good for 15,1025.00,18.47,Group Meals,All Day
49,2022/12/17,Sat,Philippines,BFF Fries Good for 20,1280.00,23.06,Group Meals,All Day
50,2022/12/17,Sat,Philippines,Plain Rice Good for 10,245.00,4.41,Group Meals,All Day
51,2022/12/17,Sat,Philippines,Plain Rice Good for 15,360.00,6.49,Group Meals,All Day
52,2022/12/17,Sat,Philippines,Plain Rice Good for 20,475.00,8.56,Group Meals,All Day
53,2022/12/17,Sat,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.88,Chicken,Regular
54,2022/12/17,Sat,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,212.00,3.82,Chicken,Regular
55,2022/12/17,Sat,Philippines,1-pc. Chicken McDo & Fries Meal,175.00,3.15,Chicken,All Day
56,2022/12/17,Sat,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,179.00,3.23,Chicken,All Day
57,2022/12/17,Sat,Philippines,2-pc. Chicken McDo Meal,213.00,3.84,Chicken,All Day
58,2022/12/17,Sat,Philippines,2-pc. Spicy Chicken McDo Meal,221.00,3.98,Chicken,All Day
59,2022/12/17,Sat,Philippines,1-pc. Spicy Chicken McDo & Mushroom Soup Meal,164.00,2.96,Chicken,Regular
60,2022/12/17,Sat,Philippines,1-pc. Spicy Chicken McDo Meal,128.00,2.31,Chicken,All Day
61,2022/12/17,Sat,Philippines,1-pc. Chicken McDo Meal,124.00,2.23,Chicken,All Day
62,2022/12/17,Sat,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,182.00,3.28,Chicken,Regular
63,2022/12/17,Sat,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,186.00,3.35,Chicken,Regular
64,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,210.00,3.78,Chicken,All Day
65,2022/12/17,Sat,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & McFlurry,214.00,3.86,Chicken,Regular
66,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.75,Chicken,Regular
67,2022/12/17,Sat,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,205.00,3.69,Chicken,All Day
68,2022/12/17,Sat,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & Burger McDo,209.00,3.77,Chicken,All Day
69,2022/12/17,Sat,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,206.00,3.71,Chicken,Regular
70,2022/12/17,Sat,Philippines,6-pc. Chicken McNuggets w/ Fries Meal,196.00,3.53,Chicken,Regular
71,2022/12/17,Sat,Philippines,6-pc. Chicken McNuggets w/ Rice Meal,177.00,3.19,Chicken,Regular
72,2022/12/17,Sat,Philippines,6-pc. Chicken McNuggets,129.00,2.32,Chicken,Regular
