,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/12/08,Thu,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.49,McDelivery Exclusives,All Day
2,2022/12/08,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.49,McDelivery Exclusives,All Day
3,2022/12/08,Thu,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.49,McDelivery Exclusives,All Day
4,2022/12/08,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.49,McDelivery Exclusives,All Day
5,2022/12/08,Thu,Philippines,Double Big Mac Meal,303.00,5.46,McDelivery Exclusives,Regular
6,2022/12/08,Thu,Philippines,Double Quarter Pounder w/ Cheese Meal,303.00,5.46,McDelivery Exclusives,Regular
7,2022/12/08,Thu,Philippines,The BCB Meal,252.00,4.54,McDelivery Exclusives,Regular
8,2022/12/08,Thu,Philippines,Triple Cheeseburger Meal,230.00,4.14,McDelivery Exclusives,Regular
9,2022/12/08,Thu,Philippines,Double McChicken Meal,230.00,4.14,McDelivery Exclusives,Regular
10,2022/12/08,Thu,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,182.00,3.28,McDelivery Exclusives,Regular
11,2022/12/08,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,197.00,3.55,McDelivery Exclusives,All Day
12,2022/12/08,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,188.00,3.39,McDelivery Exclusives,All Day
13,2022/12/08,Thu,Philippines,McCrispy Hamonado Sandwich Meal,199.00,3.59,Featured,Regular
14,2022/12/08,Thu,Philippines,McSpicy Meal,251.00,4.52,Featured,Regular
15,2022/12/08,Thu,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,160.00,2.88,Featured,Regular
16,2022/12/08,Thu,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.88,Featured,Regular
17,2022/12/08,Thu,Philippines,6-pc. Chicken McShare Box,417.00,7.51,Featured,All Day
18,2022/12/08,Thu,Philippines,BFF Fries,154.00,2.77,Featured,All Day
19,2022/12/08,Thu,Philippines,"Quarter Pounder w/ Cheese, Lettuce, & Tomatoes Meal",254.00,4.58,Featured,Regular
