,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2023/06/02,Fri,Philippines,Double Big Mac Meal,316.00,5.65,McDelivery Exclusives,Regular
2,2023/06/02,Fri,Philippines,Double Quarter Pounder w/ Cheese Meal,314.00,5.61,McDelivery Exclusives,Regular
3,2023/06/02,Fri,Philippines,The BCB Meal,249.00,4.45,McDelivery Exclusives,Regular
4,2023/06/02,Fri,Philippines,Triple Cheeseburger Meal,259.00,4.63,McDelivery Exclusives,Regular
5,2023/06/02,Fri,Philippines,Double McChicken Meal,242.00,4.33,McDelivery Exclusives,Regular
6,2023/06/02,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,212.00,3.79,McDelivery Exclusives,All Day
7,2023/06/02,Fri,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,207.00,3.70,McDelivery Exclusives,All Day
8,2023/06/02,Fri,Philippines,Snack Burger McShare,380.00,6.79,Featured,Regular
9,2023/06/02,Fri,Philippines,20-pc. Chicken McNuggets,406.00,7.26,Featured,Regular
10,2023/06/02,Fri,Philippines,BFF Fries N' McFloat Combo,282.00,5.04,Featured,Regular
11,2023/06/02,Fri,Philippines,McShare Bundle for 3,589.00,10.53,Featured,Regular
12,2023/06/02,Fri,Philippines,McShare Bundle for 4,809.00,14.46,Featured,Regular
13,2023/06/02,Fri,Philippines,Snack Burger McShare,380.00,6.79,Group Meals,Regular
14,2023/06/02,Fri,Philippines,6-pc. Chicken McShare Box,457.00,8.17,Group Meals,All Day
15,2023/06/02,Fri,Philippines,8-pc. Chicken McShare Box,582.00,10.40,Group Meals,All Day
16,2023/06/02,Fri,Philippines,McSpaghetti Platter,252.00,4.51,Group Meals,Regular
17,2023/06/02,Fri,Philippines,10-pc. Chicken McNuggets,204.00,3.65,Group Meals,Regular
18,2023/06/02,Fri,Philippines,20-pc. Chicken McNuggets,406.00,7.26,Group Meals,Regular
19,2023/06/02,Fri,Philippines,BFF Fries N' McFloat Combo,282.00,5.04,Group Meals,Regular
20,2023/06/02,Fri,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,284.00,5.08,Group Meals,All Day
21,2023/06/02,Fri,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,284.00,5.08,Group Meals,All Day
22,2023/06/02,Fri,Philippines,20-pc. Chicken McNuggets Bundle,516.00,9.22,Group Meals,Regular
23,2023/06/02,Fri,Philippines,McShare Bundle for 3,589.00,10.53,Group Meals,Regular
24,2023/06/02,Fri,Philippines,McShare Bundle for 4,809.00,14.46,Group Meals,Regular
25,2023/06/02,Fri,Philippines,10-pc. Chicken McShare Box,633.00,11.32,Group Meals,All Day
26,2023/06/02,Fri,Philippines,15-pc. Chicken McShare Box,825.00,14.75,Group Meals,All Day
27,2023/06/02,Fri,Philippines,20-pc. Chicken McShare Box,1100.00,19.67,Group Meals,All Day
28,2023/06/02,Fri,Philippines,40-pc. Chicken McNuggets,740.00,13.23,Group Meals,Regular
29,2023/06/02,Fri,Philippines,60-pc. Chicken McNuggets,1110.00,19.84,Group Meals,Regular
30,2023/06/02,Fri,Philippines,80-pc. Chicken McNuggets,1480.00,26.46,Group Meals,Regular
31,2023/06/02,Fri,Philippines,McSpaghetti Platter Good for 10,440.00,7.87,Group Meals,Regular
32,2023/06/02,Fri,Philippines,McSpaghetti Platter Good for 15,660.00,11.80,Group Meals,Regular
33,2023/06/02,Fri,Philippines,McSpaghetti Platter Good for 20,880.00,15.73,Group Meals,Regular
34,2023/06/02,Fri,Philippines,BFF Fries Good for 10,650.00,11.62,Group Meals,All Day
35,2023/06/02,Fri,Philippines,BFF Fries Good for 15,1020.00,18.24,Group Meals,All Day
36,2023/06/02,Fri,Philippines,BFF Fries Good for 20,1275.00,22.79,Group Meals,All Day
37,2023/06/02,Fri,Philippines,Plain Rice Good for 10,245.00,4.38,Group Meals,All Day
